species sample cov covnozeroes
Bacteroides_finegoldii_57739 XGA-036 234 254
Bacteroides_finegoldii_57739 XNA-036 280 310
Bacteroides_finegoldii_57739 XBA-046 316 506
Bacteroides_fragilis_54507 XBB-900 0 2
Bacteroides_fragilis_54507 XFA-027 0 2
Bacteroides_fragilis_54507 XLA-023 0 2
Bacteroides_fragilis_54507 XLA-027 0 2
Bacteroides_fragilis_54507 XLB-294 0 2
Bacteroides_fragilis_54507 XQA-040 0 2
Bacteroides_fragilis_54507 XAA-028 1 3
Bacteroides_fragilis_54507 XBB-066 1 3
Bacteroides_fragilis_54507 XBB-240 1 3
Bacteroides_fragilis_54507 XBB-773 1 2
Bacteroides_fragilis_54507 XBB-811 1 2
Bacteroides_fragilis_54507 XFA-024 1 2
Bacteroides_fragilis_54507 XLA-148 1 2
Bacteroides_fragilis_54507 XQA-038 1 2
Bacteroides_fragilis_54507 XSB-064 1 2
Bacteroides_fragilis_54507 YCA-064 1 3
Bacteroides_fragilis_54507 ZDB-411 1 2
Bacteroides_fragilis_54507 XAA-623 2 4
Bacteroides_fragilis_54507 XBB-064 2 4
Bacteroides_fragilis_54507 XBB-330 2 4
Bacteroides_fragilis_54507 XBB-351 2 4
Bacteroides_fragilis_54507 XBB-380 2 3
Bacteroides_fragilis_54507 XBB-464 2 3
Bacteroides_fragilis_54507 XFA-001 2 4
Bacteroides_fragilis_54507 XFA-026 2 3
Bacteroides_fragilis_54507 XLB-001 2 3
Bacteroides_fragilis_54507 XSB-240 2 4
Bacteroides_fragilis_54507 XVB-217 2 4
Bacteroides_fragilis_54507 XVB-310 2 4
Bacteroides_fragilis_54507 YBA-004 2 4
Bacteroides_fragilis_54507 XBA-470 3 4
Bacteroides_fragilis_54507 XBA-491 3 5
Bacteroides_fragilis_54507 XBA-541 3 5
Bacteroides_fragilis_54507 XBA-577 3 4
Bacteroides_fragilis_54507 XBA-641 3 5
Bacteroides_fragilis_54507 XBA-707 3 4
Bacteroides_fragilis_54507 XBA-709 3 5
Bacteroides_fragilis_54507 XBA-712 3 5
Bacteroides_fragilis_54507 XBA-713 3 4
Bacteroides_fragilis_54507 XBA-754 3 4
Bacteroides_fragilis_54507 XBB-303 3 4
Bacteroides_fragilis_54507 XBB-555 3 5
Bacteroides_fragilis_54507 XDA-025 3 5
Bacteroides_fragilis_54507 XDA-417 3 5
Bacteroides_fragilis_54507 XHA-064 3 5
Bacteroides_fragilis_54507 XOB-001 3 5
Bacteroides_fragilis_54507 XPB-008 3 4
Bacteroides_fragilis_54507 XSA-333 3 4
Bacteroides_fragilis_54507 XSB-147 3 4
Bacteroides_fragilis_54507 XTB-038 3 5
Bacteroides_fragilis_54507 YCA-001 3 5
Bacteroides_fragilis_54507 XBA-001 4 6
Bacteroides_fragilis_54507 XBA-029 4 6
Bacteroides_fragilis_54507 XBA-463 4 5
Bacteroides_fragilis_54507 XBA-610 4 6
Bacteroides_fragilis_54507 XBA-625 4 5
Bacteroides_fragilis_54507 XBA-710 4 5
Bacteroides_fragilis_54507 XBA-716 4 6
Bacteroides_fragilis_54507 XBA-794 4 5
Bacteroides_fragilis_54507 XBA-813 4 5
Bacteroides_fragilis_54507 XBA-901 4 6
Bacteroides_fragilis_54507 XDA-556 4 6
Bacteroides_fragilis_54507 XFA-029 4 6
Bacteroides_fragilis_54507 XLB-172 4 5
Bacteroides_fragilis_54507 XPB-028 4 6
Bacteroides_fragilis_54507 XVB-399 4 6
Bacteroides_fragilis_54507 YBA-043 4 6
Bacteroides_fragilis_54507 YBA-360 4 5
Bacteroides_fragilis_54507 ZDB-064 4 6
Bacteroides_fragilis_54507 XBA-550 5 6
Bacteroides_fragilis_54507 XBA-749 5 7
Bacteroides_fragilis_54507 XBA-898 5 6
Bacteroides_fragilis_54507 XBA-907 5 7
Bacteroides_fragilis_54507 XBB-034 5 7
Bacteroides_fragilis_54507 XBB-274 5 7
Bacteroides_fragilis_54507 XDA-001 5 7
Bacteroides_fragilis_54507 XDA-028 5 6
Bacteroides_fragilis_54507 XDA-030 5 6
Bacteroides_fragilis_54507 XDA-460 5 7
Bacteroides_fragilis_54507 XDA-816 5 6
Bacteroides_fragilis_54507 XKA-028 5 7
Bacteroides_fragilis_54507 XLB-036 5 7
Bacteroides_fragilis_54507 XSA-001 5 7
Bacteroides_fragilis_54507 XSB-036 5 7
Bacteroides_fragilis_54507 ZDB-596 5 7
Bacteroides_fragilis_54507 XAA-037 6 8
Bacteroides_fragilis_54507 XBA-482 6 7
Bacteroides_fragilis_54507 XBA-513 6 8
Bacteroides_fragilis_54507 XBA-806 6 8
Bacteroides_fragilis_54507 XBB-204 6 8
Bacteroides_fragilis_54507 XDA-589 6 8
Bacteroides_fragilis_54507 XDB-553 6 8
Bacteroides_fragilis_54507 XOB-064 6 8
Bacteroides_fragilis_54507 XPB-036 6 8
Bacteroides_fragilis_54507 XQA-064 6 7
Bacteroides_fragilis_54507 ZAB-256 6 8
Bacteroides_fragilis_54507 ZCA-408 6 8
Bacteroides_fragilis_54507 XBA-534 7 9
Bacteroides_fragilis_54507 XDB-458 7 9
Bacteroides_fragilis_54507 XTB-001 7 8
Bacteroides_fragilis_54507 XBA-455 8 10
Bacteroides_fragilis_54507 XBB-001 8 11
Bacteroides_fragilis_54507 XBB-036 8 11
Bacteroides_fragilis_54507 XDB-591 8 11
Bacteroides_fragilis_54507 XHA-036 8 10
Bacteroides_fragilis_54507 XTB-028 8 9
Bacteroides_fragilis_54507 ZAB-326 8 10
Bacteroides_fragilis_54507 ZEB-001 8 10
Bacteroides_fragilis_54507 XAA-002 9 11
Bacteroides_fragilis_54507 XBA-519 9 12
Bacteroides_fragilis_54507 XQA-001 9 10
Bacteroides_fragilis_54507 XQA-029 9 11
Bacteroides_fragilis_54507 XSA-064 9 11
Bacteroides_fragilis_54507 XSB-029 9 10
Bacteroides_fragilis_54507 YBA-260 9 10
Bacteroides_fragilis_54507 XAA-522 10 12
Bacteroides_fragilis_54507 XFA-242 10 12
Bacteroides_fragilis_54507 ZDB-001 10 13
Bacteroides_fragilis_54507 ZDB-324 10 11
Bacteroides_fragilis_54507 XBA-787 12 14
Bacteroides_fragilis_54507 XDA-039 12 15
Bacteroides_fragilis_54507 XDB-706 12 14
Bacteroides_fragilis_54507 XLA-029 12 14
Bacteroides_fragilis_54507 XLB-064 12 15
Bacteroides_fragilis_54507 XTB-065 12 14
Bacteroides_fragilis_54507 ZCA-597 12 14
Bacteroides_fragilis_54507 XBA-036 13 18
Bacteroides_fragilis_54507 XBA-897 13 15
Bacteroides_fragilis_54507 XLB-029 13 15
Bacteroides_fragilis_54507 ZEA-064 13 17
Bacteroides_fragilis_54507 XDB-512 14 17
Bacteroides_fragilis_54507 XKA-008 14 16
Bacteroides_fragilis_54507 XKA-022 14 16
Bacteroides_fragilis_54507 XKA-023 14 16
Bacteroides_fragilis_54507 ZAB-064 14 19
Bacteroides_fragilis_54507 XBA-821 15 18
Bacteroides_fragilis_54507 XBA-835 15 18
Bacteroides_fragilis_54507 XBB-029 15 19
Bacteroides_fragilis_54507 XSA-534 15 18
Bacteroides_fragilis_54507 ZCA-064 15 18
Bacteroides_fragilis_54507 XDA-037 16 18
Bacteroides_fragilis_54507 XAA-590 17 20
Bacteroides_fragilis_54507 XDA-029 17 21
Bacteroides_fragilis_54507 XDB-001 17 21
Bacteroides_fragilis_54507 ZCA-323 17 20
Bacteroides_fragilis_54507 ZDB-261 17 19
Bacteroides_fragilis_54507 XPB-063 18 21
Bacteroides_fragilis_54507 XSA-029 18 21
Bacteroides_fragilis_54507 XVB-001 18 21
Bacteroides_fragilis_54507 ZCA-260 18 20
Bacteroides_fragilis_54507 XBA-442 20 23
Bacteroides_fragilis_54507 XKA-026 20 23
Bacteroides_fragilis_54507 YFC-064 20 22
Bacteroides_fragilis_54507 XFA-312 21 24
Bacteroides_fragilis_54507 XIA-277 21 24
Bacteroides_fragilis_54507 XBA-597 22 25
Bacteroides_fragilis_54507 XDA-044 22 26
Bacteroides_fragilis_54507 XHA-029 22 26
Bacteroides_fragilis_54507 ZEA-001 22 27
Bacteroides_fragilis_54507 XDA-706 23 27
Bacteroides_fragilis_54507 XVB-064 23 27
Bacteroides_fragilis_54507 XDA-050 24 27
Bacteroides_fragilis_54507 XVB-027 24 28
Bacteroides_fragilis_54507 XBA-557 25 29
Bacteroides_fragilis_54507 XDB-417 27 31
Bacteroides_fragilis_54507 XVB-036 27 32
Bacteroides_fragilis_54507 XDA-330 28 32
Bacteroides_fragilis_54507 XKA-025 28 31
Bacteroides_fragilis_54507 ZEB-064 29 34
Bacteroides_fragilis_54507 XAA-488 30 34
Bacteroides_fragilis_54507 XAA-555 30 34
Bacteroides_fragilis_54507 XAA-652 30 34
Bacteroides_fragilis_54507 XDA-038 30 34
Bacteroides_fragilis_54507 XDB-267 30 33
Bacteroides_fragilis_54507 XVB-129 33 38
Bacteroides_fragilis_54507 XDB-816 35 39
Bacteroides_fragilis_54507 XDB-064 37 43
Bacteroides_fragilis_54507 XHA-321 39 43
Bacteroides_fragilis_54507 XAD-225 40 45
Bacteroides_fragilis_54507 XPB-139 41 45
Bacteroides_fragilis_54507 XBA-430 47 52
Bacteroides_fragilis_54507 XDB-029 47 53
Bacteroides_fragilis_54507 XDB-036 47 54
Bacteroides_fragilis_54507 XDB-330 48 53
Bacteroides_fragilis_54507 XKA-001 50 54
Bacteroides_fragilis_54507 ZCA-001 55 60
Bacteroides_fragilis_54507 XBA-388 66 73
Bacteroides_fragilis_54507 XBA-828 66 74
Bacteroides_fragilis_54507 XBA-358 76 84
Bacteroides_fragilis_54507 XBA-415 76 86
Bacteroides_fragilis_54507 XDA-057 76 84
Bacteroides_fragilis_54507 XBA-401 80 89
Bacteroides_fragilis_54507 XBA-041 92 101
Bacteroides_fragilis_54507 XBA-374 93 102
Bacteroides_fragilis_54507 XAD-029 97 107
Bacteroides_fragilis_54507 XBA-408 101 110
Bacteroides_fragilis_54507 XBA-058 102 112
Bacteroides_fragilis_54507 XBA-050 110 120
Bacteroides_fragilis_54507 XDA-268 110 119
Bacteroides_fragilis_54507 XAA-057 111 120
Bacteroides_fragilis_54507 XDA-036 114 126
Bacteroides_fragilis_54507 XBA-042 116 128
Bacteroides_fragilis_54507 YCB-064 120 133
Bacteroides_fragilis_54507 XBA-422 125 137
Bacteroides_fragilis_54507 XBA-039 135 149
Bacteroides_fragilis_54507 XBA-364 135 146
Bacteroides_fragilis_54507 XAA-050 155 166
Bacteroides_fragilis_54507 XAD-036 167 181
Bacteroides_fragilis_54507 XBA-037 179 198
Bacteroides_fragilis_54507 XAA-042 180 197
Bacteroides_fragilis_54507 XBA-134 187 206
Bacteroides_fragilis_54507 XBA-044 188 204
Bacteroides_fragilis_54507 XAD-063 196 212
Bacteroides_fragilis_54507 XBA-040 204 219
Bacteroides_fragilis_54507 XDA-064 207 225
Bacteroides_fragilis_54507 XAA-281 208 225
Bacteroides_fragilis_54507 XAD-003 216 232
Bacteroides_fragilis_54507 XBA-106 237 259
Bacteroides_fragilis_54507 XAA-225 241 265
Bacteroides_fragilis_54507 YCB-001 265 286
Bacteroides_fragilis_54507 XBA-303 349 379
Bacteroides_fragilis_54507 XBA-380 419 456
Bacteroides_fragilis_54507 XAA-039 427 462
Bacteroides_fragilis_54507 XBA-045 470 509
Bacteroides_fragilis_54507 XAA-454 510 552
Bacteroides_fragilis_54507 XBA-272 528 584
Bacteroides_fragilis_54507 XBA-171 544 583
Bacteroides_fragilis_54507 XBA-351 560 612
Bacteroides_fragilis_54507 XKA-029 583 612
Bacteroides_fragilis_54507 XBA-046 624 669
Bacteroides_fragilis_54507 XBA-047 676 724
Bacteroides_fragilis_54507 XBA-330 722 781
Bacteroides_fragilis_54507 XAA-064 751 802
Bacteroides_fragilis_54507 XBA-048 760 821
Bacteroides_fragilis_54507 XBA-049 902 961
Bacteroides_fragilis_54507 XBA-064 1088 1188
Bacteroides_fragilis_54507 XBA-240 1157 1244
Bacteroides_fragilis_54507 XBA-053 2040 2177
Bacteroides_fragilis_56548 XMA-001 1 2
Bacteroides_fragilis_56548 XRA-045 3 4
Bacteroides_fragilis_56548 XVA-064 3 5
Bacteroides_fragilis_56548 XVA-129 3 5
Bacteroides_fragilis_56548 XRA-024 4 5
Bacteroides_fragilis_56548 XVA-029 4 6
Bacteroides_fragilis_56548 XMA-029 5 7
Bacteroides_fragilis_56548 XRA-023 5 6
Bacteroides_fragilis_56548 XRA-310 5 7
Bacteroides_fragilis_56548 XMA-050 6 8
Bacteroides_fragilis_56548 XRA-026 6 8
Bacteroides_fragilis_56548 XRA-052 6 7
Bacteroides_fragilis_56548 XVA-001 6 8
Bacteroides_fragilis_56548 XFB-036 7 8
Bacteroides_fragilis_56548 XGA-252 7 9
Bacteroides_fragilis_56548 XMA-359 7 9
Bacteroides_fragilis_56548 XRA-028 7 8
Bacteroides_fragilis_56548 XRA-022 11 13
Bacteroides_fragilis_56548 YEC-005 12 13
Bacteroides_fragilis_56548 XRA-059 13 14
Bacteroides_fragilis_56548 XRA-064 21 23
Bacteroides_fragilis_56548 XRA-029 22 24
Bacteroides_fragilis_56548 XGA-029 23 24
Bacteroides_fragilis_56548 XRA-001 25 26
Bacteroides_fragilis_56548 XRA-153 46 49
Bacteroides_fragilis_56548 XMA-116 52 59
Bacteroides_fragilis_56548 XMA-264 61 70
Bacteroides_fragilis_56548 XMA-180 88 98
Bacteroides_fragilis_56548 XMA-064 146 162
Bacteroides_intestinalis_61596 XBB-034 0 6
Bacteroides_intestinalis_61596 XFB-001 0 4
Bacteroides_intestinalis_61596 XBB-170 1 4
Bacteroides_intestinalis_61596 XBB-330 1 3
Bacteroides_intestinalis_61596 XBB-351 1 4
Bacteroides_intestinalis_61596 XDB-458 1 7
Bacteroides_intestinalis_61596 XDB-706 1 5
Bacteroides_intestinalis_61596 XFB-064 1 4
Bacteroides_intestinalis_61596 XFB-313 1 3
Bacteroides_intestinalis_61596 XPB-028 1 3
Bacteroides_intestinalis_61596 ZEA-001 1 3
Bacteroides_intestinalis_61596 XDB-591 2 12
Bacteroides_intestinalis_61596 XFB-242 2 5
Bacteroides_intestinalis_61596 XPB-036 2 4
Bacteroides_intestinalis_61596 ZEC-064 2 4
Bacteroides_intestinalis_61596 XAA-039 3 27
Bacteroides_intestinalis_61596 XBB-303 3 9
Bacteroides_intestinalis_61596 XDB-036 3 26
Bacteroides_intestinalis_61596 XDB-816 3 26
Bacteroides_intestinalis_61596 XFB-029 3 7
Bacteroides_intestinalis_61596 XHB-262 3 4
Bacteroides_intestinalis_61596 XBB-029 4 25
Bacteroides_intestinalis_61596 XDB-029 4 28
Bacteroides_intestinalis_61596 XHA-029 4 6
Bacteroides_intestinalis_61596 XHC-029 4 5
Bacteroides_intestinalis_61596 XIB-259 4 7
Bacteroides_intestinalis_61596 XDB-064 5 40
Bacteroides_intestinalis_61596 XMB-001 5 10
Bacteroides_intestinalis_61596 XMB-064 5 9
Bacteroides_intestinalis_61596 ZAB-256 6 8
Bacteroides_intestinalis_61596 XDB-001 7 46
Bacteroides_intestinalis_61596 XDB-417 7 43
Bacteroides_intestinalis_61596 XBB-001 9 41
Bacteroides_intestinalis_61596 XHA-321 9 11
Bacteroides_intestinalis_61596 ZAB-064 9 11
Bacteroides_intestinalis_61596 XDB-267 10 62
Bacteroides_intestinalis_61596 XPB-063 12 18
Bacteroides_intestinalis_61596 XBB-240 13 39
Bacteroides_intestinalis_61596 XHA-262 23 25
Bacteroides_intestinalis_61596 ZAB-002 65 73
Bacteroides_massiliensis_44749 XOA-037 0 2
Bacteroides_massiliensis_44749 ZAB-326 0 2
Bacteroides_massiliensis_44749 XCA-040 1 2
Bacteroides_massiliensis_44749 XOA-008 1 2
Bacteroides_massiliensis_44749 XOA-015 1 2
Bacteroides_massiliensis_44749 XOA-023 1 3
Bacteroides_massiliensis_44749 XOA-024 1 2
Bacteroides_massiliensis_44749 XOA-220 1 3
Bacteroides_massiliensis_44749 XCA-027 2 3
Bacteroides_massiliensis_44749 XCA-031 2 3
Bacteroides_massiliensis_44749 XCA-036 2 4
Bacteroides_massiliensis_44749 XCA-409 2 3
Bacteroides_massiliensis_44749 XHC-024 2 4
Bacteroides_massiliensis_44749 XHC-031 2 4
Bacteroides_massiliensis_44749 XHC-040 2 4
Bacteroides_massiliensis_44749 XHC-057 2 4
Bacteroides_massiliensis_44749 XHC-505 2 4
Bacteroides_massiliensis_44749 XIC-027 2 4
Bacteroides_massiliensis_44749 XIC-039 2 5
Bacteroides_massiliensis_44749 XLA-008 2 4
Bacteroides_massiliensis_44749 XLA-030 2 4
Bacteroides_massiliensis_44749 XLB-294 2 4
Bacteroides_massiliensis_44749 XNA-022 2 4
Bacteroides_massiliensis_44749 XNA-028 2 4
Bacteroides_massiliensis_44749 XNA-030 2 5
Bacteroides_massiliensis_44749 XOA-039 2 4
Bacteroides_massiliensis_44749 XOA-498 2 3
Bacteroides_massiliensis_44749 XPA-049 2 4
Bacteroides_massiliensis_44749 XQB-243 2 4
Bacteroides_massiliensis_44749 YAC-064 2 5
Bacteroides_massiliensis_44749 ZAB-702 2 4
Bacteroides_massiliensis_44749 XCA-008 3 4
Bacteroides_massiliensis_44749 XCA-023 3 4
Bacteroides_massiliensis_44749 XCA-026 3 4
Bacteroides_massiliensis_44749 XCA-604 3 4
Bacteroides_massiliensis_44749 XEA-016 3 4
Bacteroides_massiliensis_44749 XHA-410 3 5
Bacteroides_massiliensis_44749 XHB-412 3 5
Bacteroides_massiliensis_44749 XHC-030 3 5
Bacteroides_massiliensis_44749 XHC-050 3 5
Bacteroides_massiliensis_44749 XIC-025 3 5
Bacteroides_massiliensis_44749 XLA-026 3 5
Bacteroides_massiliensis_44749 XLA-043 3 5
Bacteroides_massiliensis_44749 XOA-001 3 4
Bacteroides_massiliensis_44749 XOA-021 3 4
Bacteroides_massiliensis_44749 XOA-022 3 4
Bacteroides_massiliensis_44749 XOA-043 3 4
Bacteroides_massiliensis_44749 XOA-050 3 4
Bacteroides_massiliensis_44749 XPA-037 3 6
Bacteroides_massiliensis_44749 XQA-025 3 5
Bacteroides_massiliensis_44749 XQA-030 3 5
Bacteroides_massiliensis_44749 XQA-036 3 5
Bacteroides_massiliensis_44749 XQA-043 3 4
Bacteroides_massiliensis_44749 XQA-057 3 5
Bacteroides_massiliensis_44749 XQA-455 3 5
Bacteroides_massiliensis_44749 XQA-648 3 5
Bacteroides_massiliensis_44749 ZAA-706 3 5
Bacteroides_massiliensis_44749 XCA-029 4 6
Bacteroides_massiliensis_44749 XEA-025 4 6
Bacteroides_massiliensis_44749 XEA-026 4 6
Bacteroides_massiliensis_44749 XEA-028 4 6
Bacteroides_massiliensis_44749 XHB-505 4 7
Bacteroides_massiliensis_44749 XHC-015 4 6
Bacteroides_massiliensis_44749 XHC-023 4 6
Bacteroides_massiliensis_44749 XIC-031 4 6
Bacteroides_massiliensis_44749 XIC-034 4 7
Bacteroides_massiliensis_44749 XNA-026 4 6
Bacteroides_massiliensis_44749 XNA-027 4 7
Bacteroides_massiliensis_44749 XOA-025 4 5
Bacteroides_massiliensis_44749 XQA-024 4 7
Bacteroides_massiliensis_44749 XCA-050 5 6
Bacteroides_massiliensis_44749 XCA-805 5 6
Bacteroides_massiliensis_44749 XEB-389 5 7
Bacteroides_massiliensis_44749 XHC-028 5 8
Bacteroides_massiliensis_44749 XHC-039 5 7
Bacteroides_massiliensis_44749 XIB-002 5 6
Bacteroides_massiliensis_44749 XIB-036 5 7
Bacteroides_massiliensis_44749 XLA-031 5 8
Bacteroides_massiliensis_44749 XNA-023 5 8
Bacteroides_massiliensis_44749 XNA-024 5 8
Bacteroides_massiliensis_44749 XNA-025 5 8
Bacteroides_massiliensis_44749 XOA-038 5 7
Bacteroides_massiliensis_44749 XOA-057 5 6
Bacteroides_massiliensis_44749 XQA-009 5 7
Bacteroides_massiliensis_44749 XQA-015 5 7
Bacteroides_massiliensis_44749 XQA-027 5 7
Bacteroides_massiliensis_44749 XQA-028 5 7
Bacteroides_massiliensis_44749 XQA-532 5 8
Bacteroides_massiliensis_44749 XUB-319 5 9
Bacteroides_massiliensis_44749 XEA-027 6 8
Bacteroides_massiliensis_44749 XHB-001 6 9
Bacteroides_massiliensis_44749 XHC-033 6 9
Bacteroides_massiliensis_44749 XHC-044 6 9
Bacteroides_massiliensis_44749 XIC-022 6 9
Bacteroides_massiliensis_44749 XIC-030 6 9
Bacteroides_massiliensis_44749 XLA-024 6 9
Bacteroides_massiliensis_44749 XLA-050 6 9
Bacteroides_massiliensis_44749 XNA-050 6 9
Bacteroides_massiliensis_44749 XPA-032 6 10
Bacteroides_massiliensis_44749 ZAA-817 6 9
Bacteroides_massiliensis_44749 XCA-022 7 9
Bacteroides_massiliensis_44749 XCA-258 7 8
Bacteroides_massiliensis_44749 XEA-023 7 9
Bacteroides_massiliensis_44749 XIB-029 7 9
Bacteroides_massiliensis_44749 XIC-015 7 10
Bacteroides_massiliensis_44749 XIC-050 7 11
Bacteroides_massiliensis_44749 XLA-023 7 9
Bacteroides_massiliensis_44749 XLA-025 7 10
Bacteroides_massiliensis_44749 XLA-027 7 10
Bacteroides_massiliensis_44749 XNA-057 7 11
Bacteroides_massiliensis_44749 XOA-064 7 9
Bacteroides_massiliensis_44749 XPA-009 7 11
Bacteroides_massiliensis_44749 XPA-023 7 11
Bacteroides_massiliensis_44749 XQA-038 7 10
Bacteroides_massiliensis_44749 ZAA-415 7 9
Bacteroides_massiliensis_44749 XCA-695 8 9
Bacteroides_massiliensis_44749 XEA-008 8 10
Bacteroides_massiliensis_44749 XHC-025 8 12
Bacteroides_massiliensis_44749 XLA-028 8 11
Bacteroides_massiliensis_44749 XLA-034 8 11
Bacteroides_massiliensis_44749 XQA-040 8 11
Bacteroides_massiliensis_44749 XQB-647 8 12
Bacteroides_massiliensis_44749 XHC-412 9 12
Bacteroides_massiliensis_44749 XOA-034 9 11
Bacteroides_massiliensis_44749 XPA-043 9 14
Bacteroides_massiliensis_44749 XOA-129 10 12
Bacteroides_massiliensis_44749 XQA-037 10 14
Bacteroides_massiliensis_44749 XEA-029 11 14
Bacteroides_massiliensis_44749 XHB-029 11 15
Bacteroides_massiliensis_44749 XHC-064 11 15
Bacteroides_massiliensis_44749 XIB-199 11 13
Bacteroides_massiliensis_44749 XLA-035 11 15
Bacteroides_massiliensis_44749 XOA-029 11 14
Bacteroides_massiliensis_44749 XOA-032 11 13
Bacteroides_massiliensis_44749 XPA-031 11 16
Bacteroides_massiliensis_44749 XQB-452 11 15
Bacteroides_massiliensis_44749 XEA-001 12 16
Bacteroides_massiliensis_44749 XHC-034 12 16
Bacteroides_massiliensis_44749 XNA-029 12 16
Bacteroides_massiliensis_44749 XQA-039 12 16
Bacteroides_massiliensis_44749 ZAA-002 12 16
Bacteroides_massiliensis_44749 XIC-057 13 18
Bacteroides_massiliensis_44749 XPA-019 13 18
Bacteroides_massiliensis_44749 XPA-030 13 18
Bacteroides_massiliensis_44749 XQA-244 13 18
Bacteroides_massiliensis_44749 XCA-064 14 16
Bacteroides_massiliensis_44749 XCA-317 14 16
Bacteroides_massiliensis_44749 XHB-324 14 19
Bacteroides_massiliensis_44749 XHC-027 14 19
Bacteroides_massiliensis_44749 XLA-022 14 18
Bacteroides_massiliensis_44749 XOA-036 14 17
Bacteroides_massiliensis_44749 ZAA-504 14 17
Bacteroides_massiliensis_44749 XCB-604 15 18
Bacteroides_massiliensis_44749 XLA-033 15 19
Bacteroides_massiliensis_44749 XPA-035 16 22
Bacteroides_massiliensis_44749 XQA-022 16 21
Bacteroides_massiliensis_44749 XHC-323 17 20
Bacteroides_massiliensis_44749 XIB-064 17 20
Bacteroides_massiliensis_44749 XIC-029 17 22
Bacteroides_massiliensis_44749 XLA-036 17 20
Bacteroides_massiliensis_44749 XEB-064 19 24
Bacteroides_massiliensis_44749 XIC-024 19 25
Bacteroides_massiliensis_44749 XOA-031 19 22
Bacteroides_massiliensis_44749 XHB-064 20 25
Bacteroides_massiliensis_44749 ZAB-504 20 25
Bacteroides_massiliensis_44749 XCA-001 21 24
Bacteroides_massiliensis_44749 XPA-056 21 29
Bacteroides_massiliensis_44749 XQA-050 23 29
Bacteroides_massiliensis_44749 XQA-133 23 28
Bacteroides_massiliensis_44749 ZAA-263 23 27
Bacteroides_massiliensis_44749 XNA-015 24 32
Bacteroides_massiliensis_44749 XQB-036 25 31
Bacteroides_massiliensis_44749 ZAB-600 25 30
Bacteroides_massiliensis_44749 XLA-037 26 33
Bacteroides_massiliensis_44749 XIC-036 27 34
Bacteroides_massiliensis_44749 XUB-221 27 34
Bacteroides_massiliensis_44749 XCB-410 28 32
Bacteroides_massiliensis_44749 XHC-001 30 38
Bacteroides_massiliensis_44749 XIB-259 30 34
Bacteroides_massiliensis_44749 ZAA-066 30 35
Bacteroides_massiliensis_44749 ZAA-600 31 37
Bacteroides_massiliensis_44749 XHB-262 32 39
Bacteroides_massiliensis_44749 XIB-277 32 37
Bacteroides_massiliensis_44749 XLA-001 33 40
Bacteroides_massiliensis_44749 XLA-032 37 44
Bacteroides_massiliensis_44749 ZAA-326 37.5 42
Bacteroides_massiliensis_44749 XIC-008 38 46
Bacteroides_massiliensis_44749 XCB-695 39 44
Bacteroides_massiliensis_44749 XQB-064 39 47
Bacteroides_massiliensis_44749 XCB-310 40 44
Bacteroides_massiliensis_44749 XCB-804 40 45
Bacteroides_massiliensis_44749 XNA-064 40 50
Bacteroides_massiliensis_44749 YEA-004 41 49
Bacteroides_massiliensis_44749 XIC-198 42 52
Bacteroides_massiliensis_44749 XQB-531 42 52
Bacteroides_massiliensis_44749 XHA-064 43 51
Bacteroides_massiliensis_44749 XNB-029 43 53
Bacteroides_massiliensis_44749 XHA-003 44 53
Bacteroides_massiliensis_44749 XQB-001 47 57
Bacteroides_massiliensis_44749 XHC-262 48 55
Bacteroides_massiliensis_44749 XHA-321 50 57
Bacteroides_massiliensis_44749 XHA-262 51 58
Bacteroides_massiliensis_44749 XQB-348 52 63
Bacteroides_massiliensis_44749 XEB-029 53 63
Bacteroides_massiliensis_44749 XEB-036 55 64
Bacteroides_massiliensis_44749 XLB-036 56 64
Bacteroides_massiliensis_44749 XHC-029 58 69
Bacteroides_massiliensis_44749 XOA-030 58 67
Bacteroides_massiliensis_44749 XCB-001 59 67
Bacteroides_massiliensis_44749 XLB-172 61 69
Bacteroides_massiliensis_44749 ZAB-813 64 74
Bacteroides_massiliensis_44749 XCB-036 66 75
Bacteroides_massiliensis_44749 XCB-258 66 74
Bacteroides_massiliensis_44749 XLB-001 66 75
Bacteroides_massiliensis_44749 XQB-029 66 78
Bacteroides_massiliensis_44749 XHC-036 67 81
Bacteroides_massiliensis_44749 XQB-133 68 80
Bacteroides_massiliensis_44749 XNA-001 69 81
Bacteroides_massiliensis_44749 XIC-064 70 82
Bacteroides_massiliensis_44749 XLB-064 71 81
Bacteroides_massiliensis_44749 XUB-001 72 85
Bacteroides_massiliensis_44749 XUB-029 72 85
Bacteroides_massiliensis_44749 ZAB-411 75 86
Bacteroides_massiliensis_44749 XQA-001 79 92
Bacteroides_massiliensis_44749 XUB-036 80 97
Bacteroides_massiliensis_44749 XCB-064 81 91
Bacteroides_massiliensis_44749 XPA-029 88 105
Bacteroides_massiliensis_44749 XLA-029 89 98
Bacteroides_massiliensis_44749 XHA-029 92 106
Bacteroides_massiliensis_44749 XCB-029 95 105
Bacteroides_massiliensis_44749 XLB-029 97 107
Bacteroides_massiliensis_44749 XEB-001 100 114
Bacteroides_massiliensis_44749 XHA-036 100 115
Bacteroides_massiliensis_44749 XNB-064 102 126
Bacteroides_massiliensis_44749 XQA-029 102 115
Bacteroides_massiliensis_44749 XHB-036 105 122
