subject species_id maxRelAbundance speciesSubjectAnyTimepointPresence speciesSubjectPreAbxPresence speciesSubjectPostAbxPresence speciesSubjectMainStudyPresence speciesSubjectFollowupPresence speciesSubjectFinalSeqPresence speciesSubjectAnyTimepointLOD speciesSubjectPreAbxLOD speciesSubjectPostAbxLOD speciesSubjectMainStudyLOD speciesSubjectFollowupLOD speciesSubjectFinalSeqLOD
XFA Phascolarctobacterium_sp_59817 0.0244660089351 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XFA Roseburia_hominis_61877 0.131039334484 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE FALSE FALSE
XFA Roseburia_intestinalis_56239 0.01026286167 TRUE TRUE TRUE TRUE TRUE TRUE TRUE FALSE TRUE TRUE FALSE FALSE
XFA Roseburia_inulinivorans_61943 0.106588328205 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XFA Ruminococcus_bicirculans_59300 0.0391445597885 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XFA Ruminococcus_gnavus_57638 0.209819257775 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE FALSE
XFA Ruminococcus_lactaris_55568 0.0148073175161 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XFA Ruminococcus_obeum_61472 0.0484453095591 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XFA Ruminococcus_sp_55468 0.00450181921342 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XFA Ruminococcus_torques_62045 0.0527672781726 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE FALSE FALSE
XFB Adlercreutzia_equolifaciens_60310 0.00275887948258 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XFB Akkermansia_muciniphila_55290 0.00116773924729 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE FALSE FALSE
XFB Alistipes_finegoldii_56071 0.0208902119785 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XFB Alistipes_indistinctus_62207 0.00466447959122 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XFB Alistipes_onderdonkii_55464 0.0280467943365 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XFB Alistipes_putredinis_61533 0.110216480241 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XFB Alistipes_senegalensis_58364 0.0175481078573 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XFB Alistipes_shahii_62199 0.0178814043997 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XFB Anaerostipes_hadrus_55206 0.0301700316359 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XFB Bacteroidales_bacterium_58650 0.0493769151391 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XFB Bacteroides_caccae_53434 0.0397494895276 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XFB Bacteroides_cellulosilyticus_58046 0.0352951454288 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XFB Bacteroides_finegoldii_57739 0.0288768062387 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XFB Bacteroides_fragilis_56548 0.0132727102494 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XFB Bacteroides_intestinalis_61596 0.010718051765 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XFB Bacteroides_nordii_55557 0.00352484931977 TRUE TRUE TRUE TRUE TRUE TRUE TRUE FALSE FALSE FALSE TRUE TRUE
XFB Bacteroides_ovatus_58035 0.00140740542329 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE FALSE FALSE
XFB Bacteroides_rodentium_59708 0.00474200339576 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XFB Bacteroides_sartorii_54642 0.00411325879577 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XFB Bacteroides_thetaiotaomicron_56941 0.0153471057514 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XFB Bacteroides_uniformis_57318 0.0190632938237 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XFB Bacteroides_vulgatus_57955 0.128074933317 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XFB Bacteroides_xylanisolvens_57185 0.00794524672762 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XFB Barnesiella_intestinihominis_62208 0.028826876566 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XFB Bilophila_wadsworthia_57364 0.0136853126807 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XFB Blautia_wexlerae_56130 0.00405256752521 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XFB Burkholderiales_bacterium_56577 0.0189994053436 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XFB Butyricimonas_virosa_58742 0.0102402728708 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XFB Clostridiales_bacterium_52957 0.0012066028872 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE FALSE TRUE FALSE FALSE
XFB Clostridiales_bacterium_59664 0.0011633131166 TRUE TRUE FALSE TRUE TRUE TRUE TRUE FALSE FALSE FALSE TRUE FALSE
XFB Clostridiales_bacterium_61057 0.0123992471945 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XFB Collinsella_aerofaciens_61484 0.00194747040644 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XFB Collinsella_sp_62205 0.00184333847292 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE FALSE TRUE TRUE TRUE
XFB Coprococcus_catus_62200 0.00146383359302 TRUE TRUE TRUE TRUE TRUE TRUE TRUE FALSE FALSE FALSE TRUE TRUE
XFB Coprococcus_comes_61587 0.0138111586992 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XFB Coprococcus_eutactus_61480 0.0455437736607 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XFB Desulfovibrio_sp_53607 0.00694451919979 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XFB Dorea_formicigenerans_56346 0.0035921411838 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XFB Dorea_longicatena_61473 0.0120798798403 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XFB Escherichia_coli_58110 0.00137884954755 TRUE FALSE TRUE TRUE TRUE TRUE TRUE FALSE FALSE FALSE TRUE FALSE
XFB Eubacterium_eligens_61678 0.0933570183825 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XFB Eubacterium_hallii_61477 0.019430436182 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XFB Eubacterium_ramulus_59802 0.00207918223817 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XFB Eubacterium_rectale_56927 0.100535413885 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XFB Eubacterium_siraeum_57634 0.193708740277 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XFB Eubacterium_ventriosum_61474 0.00106084988712 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE FALSE TRUE FALSE FALSE
XFB Faecalibacterium_cf_62236 0.00609941228889 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XFB Faecalibacterium_prausnitzii_57453 0.0346908083975 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XFB Faecalibacterium_prausnitzii_61481 0.0254998545893 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XFB Faecalibacterium_prausnitzii_62201 0.0772764276769 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XFB Gordonibacter_pamelaeae_62044 0.00127278758244 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE FALSE TRUE FALSE FALSE
XFB Guyana_massiliensis_60772 0.0585405739457 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XFB Oscillibacter_sp_60799 0.0483325167533 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XFB Oscillospiraceae_bacterium_54867 0.00510800124063 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XFB Parabacteroides_distasonis_56985 0.0355085401798 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XFB Parabacteroides_goldsteinii_56831 0.00465812465473 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XFB Parabacteroides_merdae_56972 0.0134565688334 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XFB Paraprevotella_clara_33712 0.00384753805721 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XFB Phascolarctobacterium_sp_59817 0.00465537080604 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XFB Roseburia_hominis_61877 0.0127419696462 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XFB Roseburia_intestinalis_56239 0.0178255385249 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XFB Roseburia_inulinivorans_61943 0.00703673327858 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XFB Ruminococcus_bicirculans_59300 0.0159174283202 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XFB Ruminococcus_bromii_62047 0.0196911647748 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XFB Ruminococcus_lactaris_55568 0.00304728512987 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XFB Ruminococcus_obeum_61472 0.0131945692592 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XFB Ruminococcus_sp_55468 0.00811464553223 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XFB Ruminococcus_torques_62045 0.00515722663359 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XGA Adlercreutzia_equolifaciens_60310 0.00151097714703 TRUE TRUE TRUE TRUE TRUE TRUE TRUE FALSE TRUE TRUE FALSE FALSE
XGA Akkermansia_muciniphila_55290 0.0016073738659 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE FALSE
XGA Alistipes_onderdonkii_55464 0.270487181174 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XGA Alistipes_putredinis_61533 0.123154181063 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XGA Anaerostipes_hadrus_55206 0.031291822385 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XGA Bacteroides_cellulosilyticus_58046 0.123777378691 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XGA Bacteroides_faecis_58503 0.00105180420541 TRUE TRUE TRUE TRUE TRUE TRUE TRUE FALSE TRUE TRUE FALSE FALSE
XGA Bacteroides_finegoldii_57739 0.421179318637 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XGA Bacteroides_fragilis_56548 0.0218483211637 TRUE TRUE FALSE TRUE TRUE FALSE TRUE TRUE FALSE TRUE TRUE FALSE
XGA Bacteroides_intestinalis_61596 0.00757775509303 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XGA Bacteroides_massiliensis_44749 0.0147670914828 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE FALSE FALSE
XGA Bacteroides_ovatus_58035 0.139756552795 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XGA Bacteroides_rodentium_59708 0.0641690508702 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XGA Bacteroides_thetaiotaomicron_56941 0.131164390832 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XGA Bacteroides_uniformis_57318 0.316023736881 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XGA Bacteroides_vulgatus_57955 0.400227170644 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XGA Bifidobacterium_longum_57796 0.0126054097326 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XGA Bilophila_wadsworthia_57364 0.00382238443362 TRUE TRUE TRUE TRUE FALSE FALSE TRUE TRUE FALSE TRUE FALSE FALSE
XGA Blautia_wexlerae_56130 0.0160221212388 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XGA Burkholderiales_bacterium_56577 0.00378482516131 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE FALSE TRUE TRUE TRUE
XGA Butyricimonas_virosa_58742 0.00470439010483 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XGA Chlamydia_trachomatis_55246 0.00102485265747 TRUE TRUE FALSE TRUE TRUE FALSE TRUE TRUE FALSE TRUE FALSE FALSE
XGA Clostridiales_bacterium_56470 0.00972410715716 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE FALSE
XGA Clostridiales_bacterium_59663 0.00105995625682 TRUE FALSE TRUE TRUE FALSE FALSE TRUE FALSE FALSE TRUE FALSE FALSE
XGA Clostridiales_bacterium_61057 0.0105177109546 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XGA Clostridiales_bacterium_62591 0.00197594981126 TRUE TRUE FALSE TRUE FALSE FALSE TRUE TRUE FALSE TRUE FALSE FALSE
XGA Clostridium_citroniae_62210 0.00160588955208 TRUE TRUE TRUE TRUE TRUE TRUE TRUE FALSE FALSE TRUE FALSE FALSE
XGA Clostridium_hathewayi_61827 0.00113156961858 TRUE TRUE TRUE TRUE TRUE FALSE TRUE FALSE FALSE TRUE FALSE FALSE
XGA Clostridium_leptum_61499 0.00446662552579 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XGA Clostridium_spiroforme_61500 0.0014567791389 TRUE TRUE FALSE TRUE TRUE TRUE TRUE FALSE FALSE FALSE TRUE TRUE
XGA Collinsella_aerofaciens_61484 0.00386708348126 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XGA Collinsella_sp_62205 0.00441702651314 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XGA Coprococcus_catus_62200 0.00104983959076 TRUE FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE TRUE FALSE
XGA Coprococcus_comes_61587 0.0257599202417 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XGA Coprococcus_eutactus_61480 0.0499638388987 TRUE TRUE TRUE TRUE FALSE FALSE TRUE TRUE FALSE TRUE FALSE FALSE
XGA Coriobacteriaceae_bacterium_58375 0.00115953347299 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE FALSE
XGA Dialister_invisus_61905 0.0274770909709 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XGA Dorea_formicigenerans_56346 0.00144294526835 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE FALSE TRUE TRUE TRUE
XGA Dorea_longicatena_59913 0.0016893429053 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE FALSE TRUE FALSE FALSE
XGA Dorea_longicatena_61473 0.0126428434072 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XGA Escherichia_coli_58110 0.00221987268216 TRUE TRUE FALSE TRUE TRUE FALSE TRUE TRUE FALSE TRUE FALSE FALSE
XGA Escherichia_fergusonii_56914 0.0010602120862 TRUE TRUE FALSE TRUE TRUE FALSE TRUE TRUE FALSE TRUE FALSE FALSE
XGA Eubacterium_eligens_61678 0.0225351403179 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XGA Eubacterium_hallii_61477 0.00926471548581 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XGA Eubacterium_ramulus_59802 0.00100821210777 TRUE TRUE TRUE TRUE TRUE FALSE TRUE FALSE TRUE TRUE FALSE FALSE
XGA Eubacterium_rectale_56927 0.145956542513 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XGA Eubacterium_ventriosum_61474 0.00933922155803 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE FALSE
XGA Faecalibacterium_cf_62236 0.0460702943307 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XGA Faecalibacterium_prausnitzii_57453 0.081220320011 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XGA Faecalibacterium_prausnitzii_61481 0.0975631282508 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XGA Faecalibacterium_prausnitzii_62201 0.00876066422257 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XGA Fusobacterium_gonidiaformans_57045 0.0280391169056 TRUE TRUE FALSE TRUE FALSE FALSE TRUE TRUE FALSE TRUE FALSE FALSE
XGA Guyana_massiliensis_60772 0.00508791947355 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE FALSE TRUE TRUE TRUE
XGA Lachnospiraceae_bacterium_62050 0.00140000918354 TRUE TRUE TRUE TRUE TRUE FALSE TRUE FALSE TRUE TRUE FALSE FALSE
XGA Lactococcus_lactis_57073 0.00115608245924 TRUE TRUE TRUE TRUE TRUE FALSE TRUE FALSE FALSE TRUE FALSE FALSE
XGA Oscillibacter_sp_60799 0.018542724264 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XGA Oscillospiraceae_bacterium_54867 0.0110222851704 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XGA Parabacteroides_johnsonii_55217 0.00251156168857 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE FALSE TRUE TRUE TRUE
XGA Parabacteroides_merdae_56972 0.0642087366589 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XGA Peptostreptococcus_anaerobius_55004 0.00147527151626 TRUE TRUE TRUE TRUE FALSE FALSE TRUE TRUE FALSE TRUE FALSE FALSE
XGA Porphyromonas_asaccharolytica_56465 0.00112678472103 TRUE TRUE TRUE TRUE TRUE FALSE TRUE TRUE FALSE TRUE FALSE FALSE
XGA Porphyromonas_somerae_59001 0.00143541519752 TRUE TRUE TRUE TRUE TRUE FALSE TRUE TRUE FALSE TRUE FALSE FALSE
XGA Prevotella_bivia_55194 0.00101588445028 TRUE TRUE TRUE TRUE TRUE FALSE TRUE TRUE FALSE TRUE FALSE FALSE
XGA Prevotella_copri_61740 0.00141742098717 TRUE TRUE TRUE TRUE FALSE FALSE TRUE FALSE TRUE TRUE FALSE FALSE
XGA Propionibacterium_freudenreichii_62075 0.00202215716272 TRUE TRUE TRUE TRUE FALSE FALSE TRUE FALSE FALSE TRUE FALSE FALSE
XGA Roseburia_hominis_61877 0.0308188501208 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XGA Roseburia_intestinalis_56239 0.0226511322537 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XGA Ruminococcaceae_bacterium_61777 0.00138722832041 TRUE TRUE TRUE TRUE TRUE TRUE TRUE FALSE TRUE TRUE FALSE FALSE
XGA Ruminococcus_bicirculans_59300 0.0195542994522 TRUE FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE TRUE TRUE
XGA Ruminococcus_callidus_61479 0.0240706993099 TRUE TRUE FALSE TRUE TRUE TRUE TRUE TRUE FALSE TRUE TRUE TRUE
XGA Ruminococcus_lactaris_55568 0.00759720079895 TRUE TRUE TRUE TRUE FALSE FALSE TRUE TRUE FALSE TRUE FALSE FALSE
XGA Ruminococcus_obeum_61472 0.0155492909881 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE FALSE FALSE
XGA Ruminococcus_sp_55468 0.0048462762596 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XGA Ruminococcus_torques_62045 0.00632082249427 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XGA Subdoligranulum_sp_62068 0.00155926468468 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE FALSE FALSE
XGA Sutterella_wadsworthensis_56828 0.0595930351302 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XGB Adlercreutzia_equolifaciens_60310 0.00194464190098 TRUE TRUE TRUE TRUE TRUE TRUE TRUE FALSE TRUE TRUE FALSE FALSE
XGB Akkermansia_muciniphila_55290 0.0122545725421 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XGB Alistipes_onderdonkii_55464 0.117349054878 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XGB Alistipes_putredinis_61533 0.0657528237989 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XGB Anaerostipes_hadrus_55206 0.0200967500708 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XGB Bacteroides_acidifaciens_59693 0.0011313834801 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE FALSE FALSE
XGB Bacteroides_caccae_53434 0.0304616471534 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XGB Bacteroides_finegoldii_57739 0.027221100969 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XGB Bacteroides_ovatus_58035 0.0339666762423 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XGB Bacteroides_rodentium_59708 0.0474536979292 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XGB Bacteroides_thetaiotaomicron_56941 0.0277948281446 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XGB Bacteroides_uniformis_57318 0.326968170574 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XGB Bacteroides_vulgatus_57955 0.265873974053 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XGB Bacteroides_xylanisolvens_57185 0.0243139258695 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XGB Bifidobacterium_longum_57796 0.018899662301 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XGB Blautia_wexlerae_56130 0.017135484536 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XGB Butyricimonas_virosa_58742 0.00245294456895 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XGB Clostridiales_bacterium_56470 0.00263550474837 TRUE TRUE TRUE TRUE TRUE TRUE TRUE FALSE FALSE FALSE TRUE TRUE
XGB Clostridium_bartlettii_61535 0.00367481948621 TRUE TRUE TRUE TRUE TRUE TRUE TRUE FALSE TRUE TRUE TRUE FALSE
XGB Clostridium_cf_54592 0.00163049584011 TRUE TRUE TRUE TRUE TRUE TRUE TRUE FALSE TRUE TRUE FALSE FALSE
XGB Clostridium_leptum_61499 0.00285319028676 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XGB Collinsella_aerofaciens_61484 0.00582882434256 TRUE TRUE TRUE TRUE TRUE TRUE TRUE FALSE TRUE TRUE TRUE TRUE
XGB Collinsella_sp_62205 0.00752735752354 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XGB Dialister_invisus_61905 0.00718821420561 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XGB Dorea_formicigenerans_56346 0.00192490852233 TRUE TRUE TRUE TRUE TRUE TRUE TRUE FALSE FALSE FALSE TRUE FALSE
XGB Escherichia_coli_58110 0.00267818069946 TRUE TRUE TRUE TRUE TRUE TRUE TRUE FALSE FALSE FALSE TRUE TRUE
XGB Eubacterium_rectale_56927 0.232341677013 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XGB Eubacterium_ventriosum_61474 0.00238518840791 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XGB Faecalibacterium_cf_62236 0.0431337755478 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
