species sample1 sample2 subject1 subject2 hh1 hh2 keyTimepoint sharedStrainFishing
Bacteroides_massiliensis_44749 XHA-036 XHC-036 XHA XHC XH XH post-abx FALSE
Bacteroides_massiliensis_44749 XHA-064 XHB-064 XHA XHB XH XH final TRUE
Bacteroides_massiliensis_44749 XHA-064 XHC-064 XHA XHC XH XH final FALSE
Bacteroides_massiliensis_44749 XHB-001 XHC-001 XHB XHC XH XH initial FALSE
Bacteroides_massiliensis_44749 XHB-029 XHC-029 XHB XHC XH XH pre-abx FALSE
Bacteroides_massiliensis_44749 XHB-036 XHC-036 XHB XHC XH XH post-abx FALSE
Bacteroides_massiliensis_44749 XHB-064 XHC-064 XHB XHC XH XH final FALSE
Bacteroides_massiliensis_44749 XIB-002 XIC-008 XIB XIC XI XI initial FALSE
Bacteroides_massiliensis_44749 XIB-029 XIC-029 XIB XIC XI XI pre-abx FALSE
Bacteroides_massiliensis_44749 XIB-036 XIC-036 XIB XIC XI XI post-abx FALSE
Bacteroides_massiliensis_44749 XIB-064 XIC-064 XIB XIC XI XI final FALSE
Bacteroides_massiliensis_44749 XLA-001 XLB-001 XLA XLB XL XL initial TRUE
Bacteroides_massiliensis_44749 XLA-029 XLB-029 XLA XLB XL XL pre-abx TRUE
Bacteroides_massiliensis_44749 XLA-036 XLB-036 XLA XLB XL XL post-abx TRUE
Bacteroides_massiliensis_44749 XLA-064 XLB-064 XLA XLB XL XL final TRUE
Bacteroides_massiliensis_44749 XNA-001 XNB-001 XNA XNB XN XN initial TRUE
Bacteroides_massiliensis_44749 XNA-029 XNB-029 XNA XNB XN XN pre-abx TRUE
Bacteroides_massiliensis_44749 XNA-064 XNB-064 XNA XNB XN XN final TRUE
Bacteroides_massiliensis_44749 XQA-001 XQB-001 XQA XQB XQ XQ initial TRUE
Bacteroides_massiliensis_44749 XQA-029 XQB-029 XQA XQB XQ XQ pre-abx TRUE
Bacteroides_massiliensis_44749 XQA-036 XQB-036 XQA XQB XQ XQ post-abx TRUE
Bacteroides_massiliensis_44749 XQA-064 XQB-064 XQA XQB XQ XQ final TRUE
Bacteroides_ovatus_58035 XBA-001 XBB-001 XBA XBB XB XB initial TRUE
Bacteroides_ovatus_58035 XBA-029 XBB-029 XBA XBB XB XB pre-abx TRUE
Bacteroides_ovatus_58035 XCA-001 XCB-001 XCA XCB XC XC initial TRUE
Bacteroides_ovatus_58035 XCA-029 XCB-029 XCA XCB XC XC pre-abx TRUE
Bacteroides_ovatus_58035 XDA-001 XDB-001 XDA XDB XD XD initial FALSE
Bacteroides_ovatus_58035 XDA-036 XDB-036 XDA XDB XD XD post-abx TRUE
Bacteroides_ovatus_58035 XDA-064 XDB-064 XDA XDB XD XD final FALSE
Bacteroides_ovatus_58035 XEA-036 XEB-036 XEA XEB XE XE post-abx FALSE
Bacteroides_ovatus_58035 XEA-064 XEB-064 XEA XEB XE XE final FALSE
Bacteroides_ovatus_58035 XGA-001 XGB-001 XGA XGB XG XG initial TRUE
Bacteroides_ovatus_58035 XGA-001 XGC-001 XGA XGC XG XG initial TRUE
Bacteroides_ovatus_58035 XGA-029 XGB-029 XGA XGB XG XG pre-abx TRUE
Bacteroides_ovatus_58035 XGA-029 XGC-029 XGA XGC XG XG pre-abx TRUE
Bacteroides_ovatus_58035 XGA-036 XGB-036 XGA XGB XG XG post-abx TRUE
Bacteroides_ovatus_58035 XGA-036 XGC-037 XGA XGC XG XG post-abx TRUE
Bacteroides_ovatus_58035 XGA-064 XGB-064 XGA XGB XG XG final TRUE
Bacteroides_ovatus_58035 XGA-064 XGC-064 XGA XGC XG XG final TRUE
Bacteroides_ovatus_58035 XGB-001 XGC-001 XGB XGC XG XG initial TRUE
Bacteroides_ovatus_58035 XGB-029 XGC-029 XGB XGC XG XG pre-abx TRUE
Bacteroides_ovatus_58035 XGB-036 XGC-037 XGB XGC XG XG post-abx TRUE
Bacteroides_ovatus_58035 XGB-064 XGC-064 XGB XGC XG XG final TRUE
Bacteroides_ovatus_58035 XIA-064 XIB-064 XIA XIB XI XI final FALSE
Bacteroides_ovatus_58035 XIA-064 XIC-064 XIA XIC XI XI final FALSE
Bacteroides_ovatus_58035 XIB-064 XIC-064 XIB XIC XI XI final FALSE
Bacteroides_ovatus_58035 XLA-001 XLB-001 XLA XLB XL XL initial TRUE
Bacteroides_ovatus_58035 XLA-029 XLB-029 XLA XLB XL XL pre-abx TRUE
Bacteroides_ovatus_58035 XLA-036 XLB-036 XLA XLB XL XL post-abx TRUE
Bacteroides_ovatus_58035 XLA-064 XLB-064 XLA XLB XL XL final TRUE
Bacteroides_ovatus_58035 XNA-001 XNB-001 XNA XNB XN XN initial TRUE
Bacteroides_ovatus_58035 XNA-029 XNB-029 XNA XNB XN XN pre-abx TRUE
Bacteroides_ovatus_58035 XNA-036 XNB-036 XNA XNB XN XN post-abx TRUE
Bacteroides_ovatus_58035 XNA-064 XNB-064 XNA XNB XN XN final FALSE
Bacteroides_ovatus_58035 XOA-064 XOB-064 XOA XOB XO XO final FALSE
Bacteroides_ovatus_58035 XQA-029 XQB-029 XQA XQB XQ XQ pre-abx FALSE
Bacteroides_ovatus_58035 XQA-036 XQB-036 XQA XQB XQ XQ post-abx TRUE
Bacteroides_ovatus_58035 XQA-064 XQB-064 XQA XQB XQ XQ final FALSE
Bacteroides_ovatus_58035 XRA-001 XRB-002 XRA XRB XR XR initial FALSE
Bacteroides_ovatus_58035 XRA-029 XRB-029 XRA XRB XR XR pre-abx FALSE
Bacteroides_ovatus_58035 XRA-064 XRB-059 XRA XRB XR XR final TRUE
Bacteroides_ovatus_58035 XUA-001 XUB-001 XUA XUB XU XU initial FALSE
Bacteroides_ovatus_58035 XUA-029 XUB-029 XUA XUB XU XU pre-abx FALSE
Bacteroides_ovatus_58035 XUA-036 XUB-036 XUA XUB XU XU post-abx FALSE
Bacteroides_ovatus_58035 XUA-064 XUB-064 XUA XUB XU XU final FALSE
Bacteroides_ovatus_58035 XVA-001 XVB-001 XVA XVB XV XV initial TRUE
Bacteroides_ovatus_58035 XVA-029 XVB-027 XVA XVB XV XV initial FALSE
Bacteroides_ovatus_58035 XVA-029 XVB-027 XVA XVB XV XV pre-abx FALSE
Bacteroides_ovatus_58035 XVA-036 XVB-036 XVA XVB XV XV post-abx FALSE
Bacteroides_ovatus_58035 XVA-064 XVB-064 XVA XVB XV XV final TRUE
Bacteroides_ovatus_58035 YBB-029 YBC-001 YBB YBC YB YB initial FALSE
Bacteroides_ovatus_58035 YBB-029 YBC-001 YBB YBC YB YB pre-abx FALSE
Bacteroides_ovatus_58035 YCA-001 YCB-001 YCA YCB YC YC initial TRUE
Bacteroides_ovatus_58035 YFA-002 YFC-064 YFA YFC YF YF final FALSE
Bacteroides_ovatus_58035 ZCA-001 ZCB-001 ZCA ZCB ZC ZC initial TRUE
Bacteroides_ovatus_58035 ZEA-001 ZEC-001 ZEA ZEC ZE ZE initial TRUE
Bacteroides_plebeius_61623 XIA-002 XIB-002 XIA XIB XI XI initial TRUE
Bacteroides_plebeius_61623 XIA-029 XIB-029 XIA XIB XI XI pre-abx TRUE
Bacteroides_plebeius_61623 XIA-029 XIC-029 XIA XIC XI XI pre-abx FALSE
Bacteroides_plebeius_61623 XIA-036 XIB-036 XIA XIB XI XI post-abx TRUE
Bacteroides_plebeius_61623 XIA-036 XIC-036 XIA XIC XI XI post-abx FALSE
Bacteroides_plebeius_61623 XIA-064 XIB-064 XIA XIB XI XI final TRUE
Bacteroides_plebeius_61623 XIB-029 XIC-029 XIB XIC XI XI pre-abx FALSE
Bacteroides_plebeius_61623 XIB-036 XIC-036 XIB XIC XI XI post-abx FALSE
Bacteroides_stercoris_56735 XCA-001 XCB-001 XCA XCB XC XC initial TRUE
Bacteroides_stercoris_56735 XCA-029 XCB-029 XCA XCB XC XC pre-abx TRUE
Bacteroides_stercoris_56735 XCA-036 XCB-036 XCA XCB XC XC post-abx TRUE
Bacteroides_stercoris_56735 XCA-064 XCB-064 XCA XCB XC XC final TRUE
Bacteroides_stercoris_56735 XHA-003 XHC-001 XHA XHC XH XH initial FALSE
Bacteroides_stercoris_56735 XHA-029 XHC-029 XHA XHC XH XH pre-abx FALSE
Bacteroides_stercoris_56735 XHA-036 XHC-036 XHA XHC XH XH post-abx FALSE
Bacteroides_stercoris_56735 XHA-064 XHC-064 XHA XHC XH XH final FALSE
Bacteroides_stercoris_56735 XIA-002 XIB-002 XIA XIB XI XI initial FALSE
Bacteroides_stercoris_56735 XIA-002 XIC-008 XIA XIC XI XI initial TRUE
Bacteroides_stercoris_56735 XIA-029 XIB-029 XIA XIB XI XI pre-abx FALSE
Bacteroides_stercoris_56735 XIA-029 XIC-029 XIA XIC XI XI pre-abx TRUE
Bacteroides_stercoris_56735 XIA-036 XIB-036 XIA XIB XI XI post-abx FALSE
Bacteroides_stercoris_56735 XIA-036 XIC-036 XIA XIC XI XI post-abx TRUE
Bacteroides_stercoris_56735 XIA-064 XIB-064 XIA XIB XI XI final FALSE
Bacteroides_stercoris_56735 XIA-064 XIC-064 XIA XIC XI XI final TRUE
Bacteroides_stercoris_56735 XIB-002 XIC-008 XIB XIC XI XI initial FALSE
Bacteroides_stercoris_56735 XIB-029 XIC-029 XIB XIC XI XI pre-abx FALSE
Bacteroides_stercoris_56735 XIB-036 XIC-036 XIB XIC XI XI post-abx FALSE
Bacteroides_stercoris_56735 XIB-064 XIC-064 XIB XIC XI XI final FALSE
Bacteroides_stercoris_56735 XKA-064 XKB-064 XKA XKB XK XK final TRUE
Bacteroides_stercoris_56735 XMA-001 XMB-001 XMA XMB XM XM initial FALSE
Bacteroides_stercoris_56735 XMA-029 XMB-029 XMA XMB XM XM pre-abx FALSE
Bacteroides_stercoris_56735 XMA-064 XMB-064 XMA XMB XM XM final FALSE
Bacteroides_stercoris_56735 XNA-001 XNB-001 XNA XNB XN XN initial TRUE
Bacteroides_stercoris_56735 XNA-029 XNB-029 XNA XNB XN XN pre-abx TRUE
Bacteroides_stercoris_56735 XNA-064 XNB-064 XNA XNB XN XN final TRUE
Bacteroides_stercoris_56735 XQA-001 XQB-001 XQA XQB XQ XQ initial TRUE
Bacteroides_stercoris_56735 XQA-029 XQB-029 XQA XQB XQ XQ pre-abx TRUE
Bacteroides_stercoris_56735 XQA-036 XQB-036 XQA XQB XQ XQ post-abx TRUE
Bacteroides_stercoris_56735 XQA-064 XQB-064 XQA XQB XQ XQ final FALSE
Bacteroides_stercoris_56735 XUA-001 XUB-001 XUA XUB XU XU initial TRUE
Bacteroides_stercoris_56735 XUA-029 XUB-029 XUA XUB XU XU pre-abx TRUE
Bacteroides_stercoris_56735 XUA-036 XUB-036 XUA XUB XU XU post-abx TRUE
Bacteroides_stercoris_56735 XUA-064 XUB-064 XUA XUB XU XU final TRUE
Bacteroides_stercoris_56735 YBA-004 YBB-029 YBA YBB YB YB initial FALSE
Bacteroides_stercoris_56735 YBA-004 YBB-029 YBA YBB YB YB pre-abx FALSE
Bacteroides_stercoris_56735 YEA-004 YEC-005 YEA YEC YE YE initial FALSE
Bacteroides_stercoris_56735 ZEA-001 ZEB-001 ZEA ZEB ZE ZE initial TRUE
Bacteroides_thetaiotaomicron_56941 XDA-001 XDB-001 XDA XDB XD XD initial FALSE
Bacteroides_thetaiotaomicron_56941 XDA-029 XDB-029 XDA XDB XD XD pre-abx FALSE
Bacteroides_thetaiotaomicron_56941 XDA-036 XDB-036 XDA XDB XD XD post-abx FALSE
Bacteroides_thetaiotaomicron_56941 XDA-064 XDB-064 XDA XDB XD XD final FALSE
Bacteroides_thetaiotaomicron_56941 XFA-001 XFB-001 XFA XFB XF XF initial FALSE
Bacteroides_thetaiotaomicron_56941 XFA-029 XFB-029 XFA XFB XF XF pre-abx FALSE
Bacteroides_thetaiotaomicron_56941 XFA-064 XFB-064 XFA XFB XF XF final FALSE
Bacteroides_thetaiotaomicron_56941 XGA-001 XGB-001 XGA XGB XG XG initial FALSE
Bacteroides_thetaiotaomicron_56941 XGA-001 XGC-001 XGA XGC XG XG initial FALSE
Bacteroides_thetaiotaomicron_56941 XGA-029 XGB-029 XGA XGB XG XG pre-abx FALSE
Bacteroides_thetaiotaomicron_56941 XGA-029 XGC-029 XGA XGC XG XG pre-abx FALSE
Bacteroides_thetaiotaomicron_56941 XGA-036 XGB-036 XGA XGB XG XG post-abx FALSE
Bacteroides_thetaiotaomicron_56941 XGA-036 XGC-037 XGA XGC XG XG post-abx FALSE
Bacteroides_thetaiotaomicron_56941 XGA-064 XGB-064 XGA XGB XG XG final FALSE
Bacteroides_thetaiotaomicron_56941 XGA-064 XGC-064 XGA XGC XG XG final FALSE
Bacteroides_thetaiotaomicron_56941 XGB-001 XGC-001 XGB XGC XG XG initial FALSE
Bacteroides_thetaiotaomicron_56941 XGB-029 XGC-029 XGB XGC XG XG pre-abx FALSE
Bacteroides_thetaiotaomicron_56941 XGB-036 XGC-037 XGB XGC XG XG post-abx FALSE
Bacteroides_thetaiotaomicron_56941 XGB-064 XGC-064 XGB XGC XG XG final FALSE
Bacteroides_thetaiotaomicron_56941 XHA-029 XHC-029 XHA XHC XH XH pre-abx FALSE
Bacteroides_thetaiotaomicron_56941 XHA-064 XHB-064 XHA XHB XH XH final TRUE
Bacteroides_thetaiotaomicron_56941 XHA-064 XHC-064 XHA XHC XH XH final FALSE
Bacteroides_thetaiotaomicron_56941 XHB-064 XHC-064 XHB XHC XH XH final FALSE
Bacteroides_thetaiotaomicron_56941 XMA-001 XMB-001 XMA XMB XM XM initial FALSE
Bacteroides_thetaiotaomicron_56941 XMA-064 XMB-064 XMA XMB XM XM final FALSE
Bacteroides_thetaiotaomicron_56941 XNA-001 XNB-001 XNA XNB XN XN initial FALSE
Bacteroides_thetaiotaomicron_56941 XNA-029 XNB-029 XNA XNB XN XN pre-abx FALSE
Bacteroides_thetaiotaomicron_56941 XNA-064 XNB-064 XNA XNB XN XN final FALSE
Bacteroides_thetaiotaomicron_56941 XOA-064 XOB-064 XOA XOB XO XO final FALSE
Bacteroides_thetaiotaomicron_56941 XPA-002 XPB-008 XPA XPB XP XP initial FALSE
Bacteroides_thetaiotaomicron_56941 XPA-029 XPB-028 XPA XPB XP XP initial FALSE
Bacteroides_thetaiotaomicron_56941 XPA-029 XPB-028 XPA XPB XP XP pre-abx FALSE
Bacteroides_thetaiotaomicron_56941 XPA-036 XPB-036 XPA XPB XP XP post-abx FALSE
Bacteroides_thetaiotaomicron_56941 XPA-072 XPB-063 XPA XPB XP XP final FALSE
Bacteroides_thetaiotaomicron_56941 XQA-036 XQB-036 XQA XQB XQ XQ post-abx FALSE
Bacteroides_thetaiotaomicron_56941 XRA-001 XRB-002 XRA XRB XR XR initial FALSE
Bacteroides_thetaiotaomicron_56941 XRA-029 XRB-029 XRA XRB XR XR pre-abx FALSE
Bacteroides_thetaiotaomicron_56941 XRA-036 XRB-036 XRA XRB XR XR post-abx FALSE
Bacteroides_thetaiotaomicron_56941 XRA-064 XRB-059 XRA XRB XR XR final FALSE
Bacteroides_thetaiotaomicron_56941 XRA-064 XRB-059 XRA XRB XR XR post-abx FALSE
Bacteroides_thetaiotaomicron_56941 XUA-001 XUB-001 XUA XUB XU XU initial FALSE
Bacteroides_thetaiotaomicron_56941 XUA-036 XUB-036 XUA XUB XU XU post-abx FALSE
Bacteroides_thetaiotaomicron_56941 XUA-064 XUB-064 XUA XUB XU XU final FALSE
Bacteroides_thetaiotaomicron_56941 YCA-001 YCB-001 YCA YCB YC YC initial TRUE
Bacteroides_thetaiotaomicron_56941 YEB-001 YEC-005 YEB YEC YE YE initial FALSE
Bacteroides_thetaiotaomicron_56941 ZAA-002 ZAB-002 ZAA ZAB ZA ZA initial FALSE
Bacteroides_uniformis_57318 XAA-002 XAC-002 XAA XAC XA XA initial FALSE
Bacteroides_uniformis_57318 XAA-029 XAC-029 XAA XAC XA XA pre-abx FALSE
Bacteroides_uniformis_57318 XAA-029 XAD-029 XAA XAD XA XA pre-abx FALSE
Bacteroides_uniformis_57318 XAA-064 XAC-064 XAA XAC XA XA final FALSE
Bacteroides_uniformis_57318 XAC-029 XAD-029 XAC XAD XA XA pre-abx FALSE
Bacteroides_uniformis_57318 XBA-001 XBB-001 XBA XBB XB XB initial FALSE
Bacteroides_uniformis_57318 XBA-029 XBB-029 XBA XBB XB XB pre-abx FALSE
Bacteroides_uniformis_57318 XCA-001 XCB-001 XCA XCB XC XC initial FALSE
Bacteroides_uniformis_57318 XCA-029 XCB-029 XCA XCB XC XC pre-abx FALSE
Bacteroides_uniformis_57318 XCA-036 XCB-036 XCA XCB XC XC post-abx FALSE
Bacteroides_uniformis_57318 XCA-064 XCB-064 XCA XCB XC XC final FALSE
Bacteroides_uniformis_57318 XDA-001 XDB-001 XDA XDB XD XD initial FALSE
Bacteroides_uniformis_57318 XDA-029 XDB-029 XDA XDB XD XD pre-abx FALSE
Bacteroides_uniformis_57318 XDA-036 XDB-036 XDA XDB XD XD post-abx FALSE
Bacteroides_uniformis_57318 XDA-064 XDB-064 XDA XDB XD XD final FALSE
Bacteroides_uniformis_57318 XEA-029 XEB-029 XEA XEB XE XE pre-abx FALSE
Bacteroides_uniformis_57318 XEA-036 XEB-036 XEA XEB XE XE post-abx FALSE
Bacteroides_uniformis_57318 XEA-064 XEB-064 XEA XEB XE XE final FALSE
Bacteroides_uniformis_57318 XFA-001 XFB-001 XFA XFB XF XF initial TRUE
Bacteroides_uniformis_57318 XFA-029 XFB-029 XFA XFB XF XF pre-abx TRUE
Bacteroides_uniformis_57318 XFA-064 XFB-064 XFA XFB XF XF final TRUE
Bacteroides_uniformis_57318 XGA-001 XGB-001 XGA XGB XG XG initial TRUE
Bacteroides_uniformis_57318 XGA-001 XGC-001 XGA XGC XG XG initial TRUE
Bacteroides_uniformis_57318 XGA-029 XGB-029 XGA XGB XG XG pre-abx TRUE
Bacteroides_uniformis_57318 XGA-029 XGC-029 XGA XGC XG XG pre-abx TRUE
Bacteroides_uniformis_57318 XGA-036 XGB-036 XGA XGB XG XG post-abx TRUE
Bacteroides_uniformis_57318 XGA-036 XGC-037 XGA XGC XG XG post-abx FALSE
Bacteroides_uniformis_57318 XGA-064 XGB-064 XGA XGB XG XG final TRUE
Bacteroides_uniformis_57318 XGA-064 XGC-064 XGA XGC XG XG final TRUE
Bacteroides_uniformis_57318 XGB-001 XGC-001 XGB XGC XG XG initial TRUE
Bacteroides_uniformis_57318 XGB-029 XGC-029 XGB XGC XG XG pre-abx TRUE
Bacteroides_uniformis_57318 XGB-036 XGC-037 XGB XGC XG XG post-abx TRUE
Bacteroides_uniformis_57318 XGB-064 XGC-064 XGB XGC XG XG final TRUE
Bacteroides_uniformis_57318 XHA-029 XHC-029 XHA XHC XH XH pre-abx FALSE
Bacteroides_uniformis_57318 XHA-036 XHC-036 XHA XHC XH XH post-abx FALSE
Bacteroides_uniformis_57318 XHA-064 XHB-064 XHA XHB XH XH final FALSE
Bacteroides_uniformis_57318 XHA-064 XHC-064 XHA XHC XH XH final FALSE
Bacteroides_uniformis_57318 XHB-001 XHC-001 XHB XHC XH XH initial FALSE
Bacteroides_uniformis_57318 XHB-029 XHC-029 XHB XHC XH XH pre-abx FALSE
Bacteroides_uniformis_57318 XHB-036 XHC-036 XHB XHC XH XH post-abx FALSE
Bacteroides_uniformis_57318 XHB-064 XHC-064 XHB XHC XH XH final FALSE
Bacteroides_uniformis_57318 XIA-002 XIC-008 XIA XIC XI XI initial FALSE
Bacteroides_uniformis_57318 XIA-029 XIB-029 XIA XIB XI XI pre-abx TRUE
Bacteroides_uniformis_57318 XIA-029 XIC-029 XIA XIC XI XI pre-abx FALSE
Bacteroides_uniformis_57318 XIA-036 XIB-036 XIA XIB XI XI post-abx FALSE
Bacteroides_uniformis_57318 XIA-036 XIC-036 XIA XIC XI XI post-abx FALSE
Bacteroides_uniformis_57318 XLA-001 XLB-001 XLA XLB XL XL initial TRUE
Bacteroides_uniformis_57318 XLA-029 XLB-029 XLA XLB XL XL pre-abx TRUE
Bacteroides_uniformis_57318 XLA-036 XLB-036 XLA XLB XL XL post-abx TRUE
Bacteroides_uniformis_57318 XLA-064 XLB-064 XLA XLB XL XL final TRUE
Bacteroides_uniformis_57318 XMA-001 XMB-001 XMA XMB XM XM initial FALSE
Bacteroides_uniformis_57318 XMA-029 XMB-029 XMA XMB XM XM pre-abx FALSE
Bacteroides_uniformis_57318 XMA-064 XMB-064 XMA XMB XM XM final FALSE
Bacteroides_uniformis_57318 XOA-029 XOB-028 XOA XOB XO XO initial FALSE
Bacteroides_uniformis_57318 XOA-036 XOB-036 XOA XOB XO XO post-abx FALSE
Bacteroides_uniformis_57318 XOA-064 XOB-064 XOA XOB XO XO final FALSE
Bacteroides_uniformis_57318 XPA-002 XPB-008 XPA XPB XP XP initial FALSE
Bacteroides_uniformis_57318 XPA-029 XPB-028 XPA XPB XP XP initial FALSE
Bacteroides_uniformis_57318 XPA-029 XPB-028 XPA XPB XP XP pre-abx FALSE
Bacteroides_uniformis_57318 XPA-036 XPB-036 XPA XPB XP XP post-abx FALSE
Bacteroides_uniformis_57318 XPA-072 XPB-063 XPA XPB XP XP final FALSE
Bacteroides_uniformis_57318 XQA-001 XQB-001 XQA XQB XQ XQ initial FALSE
Bacteroides_uniformis_57318 XQA-029 XQB-029 XQA XQB XQ XQ pre-abx FALSE
Bacteroides_uniformis_57318 XQA-036 XQB-036 XQA XQB XQ XQ post-abx FALSE
Bacteroides_uniformis_57318 XQA-064 XQB-064 XQA XQB XQ XQ final FALSE
Bacteroides_uniformis_57318 XRA-001 XRB-002 XRA XRB XR XR initial FALSE
Bacteroides_uniformis_57318 XRA-029 XRB-029 XRA XRB XR XR pre-abx FALSE
Bacteroides_uniformis_57318 XRA-036 XRB-036 XRA XRB XR XR post-abx FALSE
Bacteroides_uniformis_57318 XRA-064 XRB-059 XRA XRB XR XR final FALSE
Bacteroides_uniformis_57318 XTA-064 XTB-065 XTA XTB XT XT final FALSE
Bacteroides_uniformis_57318 XUA-029 XUB-029 XUA XUB XU XU pre-abx FALSE
Bacteroides_uniformis_57318 XUA-036 XUB-036 XUA XUB XU XU post-abx FALSE
Bacteroides_uniformis_57318 XUA-064 XUB-064 XUA XUB XU XU final FALSE
Bacteroides_uniformis_57318 YBA-004 YBB-029 YBA YBB YB YB initial TRUE
Bacteroides_uniformis_57318 YBA-004 YBB-029 YBA YBB YB YB pre-abx TRUE
Bacteroides_uniformis_57318 YBA-004 YBC-001 YBA YBC YB YB initial TRUE
Bacteroides_uniformis_57318 YBB-029 YBC-001 YBB YBC YB YB initial TRUE
Bacteroides_uniformis_57318 YBB-029 YBC-001 YBB YBC YB YB pre-abx TRUE
Bacteroides_uniformis_57318 YEB-001 YEC-005 YEB YEC YE YE initial FALSE
Bacteroides_uniformis_57318 ZAA-002 ZAB-002 ZAA ZAB ZA ZA initial FALSE
Bacteroides_uniformis_57318 ZDA-001 ZDB-001 ZDA ZDB ZD ZD initial FALSE
Bacteroides_uniformis_57318 ZEA-001 ZEB-001 ZEA ZEB ZE ZE initial FALSE
Bacteroides_uniformis_57318 ZEA-001 ZEC-001 ZEA ZEC ZE ZE initial FALSE
Bacteroides_uniformis_57318 ZEB-001 ZEC-001 ZEB ZEC ZE ZE initial FALSE
Bacteroides_vulgatus_57955 XAA-002 XAC-002 XAA XAC XA XA initial FALSE
Bacteroides_vulgatus_57955 XAA-002 XAD-003 XAA XAD XA XA initial FALSE
Bacteroides_vulgatus_57955 XAA-029 XAC-029 XAA XAC XA XA pre-abx FALSE
Bacteroides_vulgatus_57955 XAA-029 XAD-029 XAA XAD XA XA pre-abx FALSE
Bacteroides_vulgatus_57955 XAC-002 XAD-003 XAC XAD XA XA initial FALSE
Bacteroides_vulgatus_57955 XAC-029 XAD-029 XAC XAD XA XA pre-abx FALSE
Bacteroides_vulgatus_57955 XAC-036 XAD-036 XAC XAD XA XA post-abx FALSE
Bacteroides_vulgatus_57955 XAC-064 XAD-063 XAC XAD XA XA final FALSE
Bacteroides_vulgatus_57955 XBA-001 XBB-001 XBA XBB XB XB initial TRUE
Bacteroides_vulgatus_57955 XBA-029 XBB-029 XBA XBB XB XB pre-abx TRUE
Bacteroides_vulgatus_57955 XCA-036 XCB-036 XCA XCB XC XC post-abx TRUE
Bacteroides_vulgatus_57955 XEA-001 XEB-001 XEA XEB XE XE initial FALSE
Bacteroides_vulgatus_57955 XEA-029 XEB-029 XEA XEB XE XE pre-abx FALSE
Bacteroides_vulgatus_57955 XEA-064 XEB-064 XEA XEB XE XE final FALSE
Bacteroides_vulgatus_57955 XFA-001 XFB-001 XFA XFB XF XF initial TRUE
Bacteroides_vulgatus_57955 XFA-029 XFB-029 XFA XFB XF XF pre-abx FALSE
Bacteroides_vulgatus_57955 XFA-036 XFB-036 XFA XFB XF XF post-abx TRUE
Bacteroides_vulgatus_57955 XFA-064 XFB-064 XFA XFB XF XF final TRUE
Bacteroides_vulgatus_57955 XGA-001 XGB-001 XGA XGB XG XG initial TRUE
Bacteroides_vulgatus_57955 XGA-001 XGC-001 XGA XGC XG XG initial TRUE
Bacteroides_vulgatus_57955 XGA-029 XGB-029 XGA XGB XG XG pre-abx TRUE
Bacteroides_vulgatus_57955 XGA-029 XGC-029 XGA XGC XG XG pre-abx TRUE
Bacteroides_vulgatus_57955 XGA-036 XGB-036 XGA XGB XG XG post-abx TRUE
Bacteroides_vulgatus_57955 XGA-036 XGC-037 XGA XGC XG XG post-abx TRUE
Bacteroides_vulgatus_57955 XGA-064 XGB-064 XGA XGB XG XG final TRUE
Bacteroides_vulgatus_57955 XGB-001 XGC-001 XGB XGC XG XG initial TRUE
Bacteroides_vulgatus_57955 XGB-029 XGC-029 XGB XGC XG XG pre-abx TRUE
Bacteroides_vulgatus_57955 XGB-036 XGC-037 XGB XGC XG XG post-abx TRUE
Bacteroides_vulgatus_57955 XGB-064 XGC-064 XGB XGC XG XG final TRUE
Bacteroides_vulgatus_57955 XIA-002 XIC-008 XIA XIC XI XI initial FALSE
Bacteroides_vulgatus_57955 XIA-029 XIB-029 XIA XIB XI XI pre-abx FALSE
Bacteroides_vulgatus_57955 XIA-036 XIB-036 XIA XIB XI XI post-abx FALSE
Bacteroides_vulgatus_57955 XIA-036 XIC-036 XIA XIC XI XI post-abx FALSE
Bacteroides_vulgatus_57955 XIA-064 XIB-064 XIA XIB XI XI final FALSE
Bacteroides_vulgatus_57955 XIB-002 XIC-008 XIB XIC XI XI initial FALSE
Bacteroides_vulgatus_57955 XIB-029 XIC-029 XIB XIC XI XI pre-abx TRUE
Bacteroides_vulgatus_57955 XIB-036 XIC-036 XIB XIC XI XI post-abx TRUE
Bacteroides_vulgatus_57955 XIB-064 XIC-064 XIB XIC XI XI final TRUE
Bacteroides_vulgatus_57955 XKA-001 XKB-001 XKA XKB XK XK initial TRUE
Bacteroides_vulgatus_57955 XKA-029 XKB-029 XKA XKB XK XK pre-abx TRUE
Bacteroides_vulgatus_57955 XKA-064 XKB-064 XKA XKB XK XK final TRUE
Bacteroides_vulgatus_57955 XLA-001 XLB-001 XLA XLB XL XL initial FALSE
Bacteroides_vulgatus_57955 XLA-029 XLB-029 XLA XLB XL XL pre-abx FALSE
Bacteroides_vulgatus_57955 XLA-036 XLB-036 XLA XLB XL XL post-abx FALSE
Bacteroides_vulgatus_57955 XLA-064 XLB-064 XLA XLB XL XL final FALSE
Bacteroides_vulgatus_57955 XMA-001 XMB-001 XMA XMB XM XM initial FALSE
Bacteroides_vulgatus_57955 XMA-029 XMB-029 XMA XMB XM XM pre-abx FALSE
Bacteroides_vulgatus_57955 XOA-001 XOB-001 XOA XOB XO XO initial TRUE
Bacteroides_vulgatus_57955 XPA-002 XPB-008 XPA XPB XP XP initial TRUE
