species_id prevalence medianAbundance meanAbundance maxAbundance
Clostridium_difficile_57608 0.00873362445414847 6.46122682561216e-05 6.46122682561216e-05 0.000100377560668088
Clostridium_difficile_59262 0.00436681222707424 3.43848825202666e-05 3.43848825202666e-05 3.43848825202666e-05
Clostridium_glycolicum_44741 0.0131004366812227 2.12219292228326e-05 3.07664316844762e-05 5.98142935763961e-05
Clostridium_hathewayi_55515 0.344978165938865 5.6614034393827e-05 0.000304593278266296 0.0091095203464992
Clostridium_hathewayi_61827 0.379912663755459 4.72821529394795e-05 0.000498296269642963 0.0338399334093779
Clostridium_hathewayi_62211 0.0655021834061135 3.46754806327516e-05 0.00025638685329692 0.00159488304414219
Clostridium_hiranonis_61655 0.0131004366812227 0.000321588553718499 0.000439764657211275 0.000794664576086734
Clostridium_hylemonae_61789 0.0655021834061135 1.55692904635173e-05 6.24612743258353e-05 0.000611019450821484
Clostridium_lentocellum_62000 0.00436681222707424 3.15974235416584e-05 3.15974235416584e-05 3.15974235416584e-05
Clostridium_leptum_61499 0.877729257641921 0.000241476400504801 0.00117301932085989 0.0561317143070907
Clostridium_methylpentosum_61741 0.122270742358079 2.71388319830468e-05 4.56608088536699e-05 0.000237899489795262
Clostridium_nexile_61654 0.152838427947598 0.000194577293779553 0.00624560001956205 0.142457926237295
Clostridium_paraputrificum_59909 0.0655021834061135 3.99952128161681e-05 0.000103616649186009 0.000989109445814461
Clostridium_perfringens_56840 0.0480349344978166 1.32865591969873e-05 5.17786383788093e-05 0.000404240224314984
Clostridium_scindens_58238 0.358078602620087 4.57046815141146e-05 0.000198791638010085 0.00485887271681691
Clostridium_sordellii_57678 0.0131004366812227 1.65812161615532e-05 1.61746369725892e-05 2.67041642539948e-05
Clostridium_sp_35050 0.0174672489082969 5.80796687918988e-06 4.62146612208659e-05 0.000168419701506357
Clostridium_sp_59546 0.00436681222707424 7.37983562323521e-06 7.37983562323521e-06 7.37983562323521e-06
Clostridium_sp_60465 0.139737991266376 3.57278401503277e-05 0.000245999700284699 0.00360006962793179
Clostridium_sp_60782 0.506550218340611 4.05662102435262e-05 7.42656766411239e-05 0.00133823816052998
Clostridium_sp_61482 0.157205240174672 0.00132250279480392 0.00549871350119638 0.0732339967629866
Clostridium_sp_61556 0.0131004366812227 8.63759284433577e-06 1.19529971758023e-05 2.1272587612903e-05
Clostridium_sp_61799 0.0436681222707424 5.0321348398361e-05 9.55000164941441e-05 0.000297648002969835
Clostridium_sp_62634 0.00873362445414847 3.14414779249935e-06 3.14414779249935e-06 4.33561620062535e-06
Clostridium_spiroforme_61500 0.681222707423581 0.000152687837438263 0.000492095824746313 0.010809608175982
Clostridium_symbiosum_54029 0.253275109170306 0.000108141749266452 0.000426228720979058 0.0132928818383879
Cohnella_laeviribosi_58762 0.00436681222707424 4.33395700102117e-06 4.33395700102117e-06 4.33395700102117e-06
Collinsella_aerofaciens_61484 0.729257641921397 0.000325535115619539 0.000819363472929591 0.00794278691124608
Collinsella_intestinalis_61689 0.104803493449782 0.000133605315987453 0.000656491355261535 0.00447875473678452
Collinsella_sp_60729 0.0393013100436681 0.000105350080179782 0.000186541546704617 0.000469900102378899
Collinsella_sp_62205 0.720524017467249 0.000469575646389024 0.00105292858767773 0.00765934988487638
Collinsella_stercoris_61536 0.0524017467248908 2.04781420122903e-05 0.000277860558863842 0.00127216767927713
Collinsella_tanakaei_62212 0.0393013100436681 8.82961743750936e-05 0.000373722150544994 0.00219904343759768
Comamonas_testosteroni_58338 0.00436681222707424 8.71413656583271e-06 8.71413656583271e-06 8.71413656583271e-06
Coprobacillus_sp_47700 0.196506550218341 8.19206002069538e-05 0.000776750332019055 0.0174738086651612
Coprobacter_fastidiosus_56550 0.248908296943231 0.00218540742561439 0.0050690609054509 0.0390555585734507
Coprobacter_sp_60889 0.148471615720524 0.000653954566094436 0.00129887743271381 0.0079205549648059
Coprococcus_catus_62200 0.602620087336245 0.000133334277784956 0.000372059568837039 0.00438829530119666
Coprococcus_comes_61587 0.777292576419214 0.000595841666272805 0.00160742886421103 0.0208819910000106
Coprococcus_eutactus_61480 0.0960698689956332 0.000269530113009563 0.00467647845711939 0.0776304398420708
Coprococcus_sp_62244 0.296943231441048 0.00173964076819342 0.00374851373961955 0.0391855499222818
Corallococcus_coralloides_59208 0.00436681222707424 1.47106182439817e-06 1.47106182439817e-06 1.47106182439817e-06
Coriobacteriaceae_bacterium_58375 0.100436681222707 7.9455093317792e-05 0.000218009019473127 0.00170405103786958
Coriobacteriaceae_bacterium_58601 0.00436681222707424 0.000137992009822114 0.000137992009822114 0.000137992009822114
Coriobacteriaceae_bacterium_58649 0.0218340611353712 5.06405206106471e-05 0.00043908197879744 0.00160334923685353
Coriobacteriaceae_bacterium_60818 0.00873362445414847 5.95465641342434e-06 5.95465641342434e-06 7.53837592397271e-06
Corynebacterium_accolens_58243 0.0218340611353712 0.000106752434703679 0.00207318215326719 0.0100238375496764
Corynebacterium_amycolatum_61782 0.00436681222707424 6.96492715847302e-06 6.96492715847302e-06 6.96492715847302e-06
Corynebacterium_argentoratense_60209 0.0131004366812227 1.82759919920188e-05 1.73215458604459e-05 2.42350984482343e-05
Corynebacterium_durum_58387 0.0873362445414847 1.90927150235195e-05 2.32126807506986e-05 8.22440215747802e-05
Corynebacterium_glutamicum_56976 0.00873362445414847 2.81020422566243e-05 2.81020422566243e-05 4.76745052023019e-05
Corynebacterium_halotolerans_58773 0.00436681222707424 9.30565783300205e-06 9.30565783300205e-06 9.30565783300205e-06
Corynebacterium_kroppenstedtii_62015 0.0218340611353712 1.42671037482035e-05 1.42209416880434e-05 2.01385980085708e-05
Corynebacterium_maris_59609 0.00436681222707424 5.59117531008602e-06 5.59117531008602e-06 5.59117531008602e-06
Corynebacterium_matruchotii_57066 0.222707423580786 4.12571803748855e-05 0.000457431439263175 0.0203245645019487
Corynebacterium_propinquum_58778 0.00436681222707424 3.82168982320999e-05 3.82168982320999e-05 3.82168982320999e-05
Corynebacterium_pseudogenitalium_61708 0.0131004366812227 2.50188893897297e-05 2.34595013468025e-05 3.10503844354585e-05
Corynebacterium_sp_47185 0.0131004366812227 5.36898825701984e-05 0.000726692086785507 0.00208974409403255
Corynebacterium_sp_48834 0.0349344978165939 2.1392746956025e-05 0.000942687599415881 0.00687687012215787
Corynebacterium_sp_58512 0.00873362445414847 1.32646717028205e-05 1.32646717028205e-05 1.44799069088906e-05
Corynebacterium_sp_59657 0.00436681222707424 2.93719046927418e-05 2.93719046927418e-05 2.93719046927418e-05
Corynebacterium_sp_60464 0.00436681222707424 2.76735363870374e-05 2.76735363870374e-05 2.76735363870374e-05
Corynebacterium_tuberculostearicum_61783 0.0131004366812227 2.33851816664791e-05 1.69891369961356e-05 2.34670861443503e-05
Corynebacterium_ureicelerivorans_61456 0.00873362445414847 1.0993325441675e-05 1.0993325441675e-05 1.2708109935117e-05
Corynebacterium_variabile_62340 0.0218340611353712 4.11704343979781e-06 6.00794199732774e-06 1.31056391079254e-05
Cronobacter_turicensis_57305 0.00436681222707424 1.30682199995747e-05 1.30682199995747e-05 1.30682199995747e-05
Cryptobacterium_curtum_61580 0.00436681222707424 2.45816513514711e-05 2.45816513514711e-05 2.45816513514711e-05
Cupriavidus_basilensis_62132 0.00436681222707424 1.91080353747577e-05 1.91080353747577e-05 1.91080353747577e-05
Curvibacter_gracilis_60147 0.00873362445414847 2.26790936651601e-05 2.26790936651601e-05 2.86515687136059e-05
Dechloromonas_agitata_60048 0.00436681222707424 4.90277681183981e-05 4.90277681183981e-05 4.90277681183981e-05
Dechlorosoma_suillum_61987 0.00436681222707424 2.82525748778508e-05 2.82525748778508e-05 2.82525748778508e-05
Dermacoccus_nishinomiyaensis_56168 0.00873362445414847 1.09457451474156e-05 1.09457451474156e-05 1.28169427270793e-05
Desulfovibrio_aespoeensis_62002 0.00436681222707424 4.49769095738496e-06 4.49769095738496e-06 4.49769095738496e-06
Desulfovibrio_desulfuricans_58813 0.126637554585153 6.3370867293198e-05 0.00027997868936797 0.00345017714057261
Desulfovibrio_desulfuricans_61703 0.0131004366812227 4.31835553373666e-06 5.84501532282046e-06 9.87326725900821e-06
Desulfovibrio_magneticus_59482 0.00436681222707424 1.64531626263713e-06 1.64531626263713e-06 1.64531626263713e-06
Desulfovibrio_piger_61475 0.0873362445414847 0.000459793102748814 0.0008866587583122 0.00431708834136492
Desulfovibrio_sp_53607 0.100436681222707 9.72968632707376e-05 0.000864553363815332 0.00601518250981045
Desulfovibrio_sp_59980 0.00873362445414847 0.000156520195952033 0.000156520195952033 0.00028620517430074
Desulfovibrio_sp_62014 0.00436681222707424 4.76916572008138e-06 4.76916572008138e-06 4.76916572008138e-06
Dialister_invisus_61905 0.558951965065502 0.00932588112255847 0.0179234075157323 0.155922019886713
Dialister_micraerophilus_56703 0.0262008733624454 5.54095845389006e-05 6.10310362686511e-05 0.000108806333401106
Dialister_succinatiphilus_62213 0.0567685589519651 0.000344070605091912 0.00734893758557476 0.0769726442890565
Dolosigranulum_pigrum_62423 0.00873362445414847 1.23517356624642e-05 1.23517356624642e-05 1.41922018743194e-05
Dorea_formicigenerans_56346 0.88646288209607 0.000525547827245049 0.00105061583961252 0.0122343792638983
Dorea_longicatena_59913 0.633187772925764 0.00024395223895881 0.000583428786585157 0.00703809219937729
Dorea_longicatena_61473 0.768558951965066 0.000329454172880203 0.00135625841601815 0.0289039601356471
Dysgonomonas_capnocytophagoides_58828 0.00436681222707424 0.00239662692109939 0.00239662692109939 0.00239662692109939
Dysgonomonas_mossii_62215 0.00873362445414847 2.54318208133402e-05 2.54318208133402e-05 3.57130220519734e-05
Eggerthella_lenta_56463 0.676855895196507 7.9290566918072e-05 0.00023098796558334 0.00492324270542334
Eggerthia_catenaformis_62698 0.00436681222707424 2.48051363700605e-05 2.48051363700605e-05 2.48051363700605e-05
Eikenella_corrodens_58486 0.0174672489082969 5.72028506555078e-05 0.000130560280417568 0.000397597315574272
Eikenella_corrodens_61764 0.0131004366812227 1.7697081766771e-05 0.000174382614988519 0.000492621915907639
Enhydrobacter_aerosaccus_61784 0.00873362445414847 1.5592287776166e-05 1.5592287776166e-05 2.39014782063648e-05
Enterobacter_aerogenes_55704 0.0262008733624454 1.96772263590858e-05 3.23499607567689e-05 7.09262392833622e-05
Enterobacter_asburiae_57214 0.0174672489082969 6.41211057703815e-05 0.000245006390259597 0.000831580125522768
Enterobacter_asburiae_58142 0.0305676855895196 0.000115128181176867 0.000371374206885473 0.00137826378030387
Enterobacter_asburiae_61990 0.0174672489082969 2.51486400067872e-05 2.36902726335949e-05 3.90700890696184e-05
Enterobacter_cancerogenus_61658 0.00436681222707424 3.45362140512818e-05 3.45362140512818e-05 3.45362140512818e-05
Enterobacter_cloacae_38756 0.0174672489082969 5.08121511370181e-05 5.85074986194375e-05 0.000115756480171538
Enterobacter_cloacae_55011 0.0305676855895196 3.32922178468868e-05 3.0527507582209e-05 4.60350531358269e-05
Enterobacter_cloacae_55612 0.0174672489082969 9.23086440221619e-05 0.000113424266511075 0.000245277036619305
Enterobacter_cloacae_57303 0.0305676855895196 7.28681779194481e-05 0.000118314304289174 0.000320867711525434
Enterobacter_cloacae_58148 0.0218340611353712 0.000172113498995064 0.00193140711307665 0.00912856361142461
Enterobacter_cloacae_58287 0.0131004366812227 2.5506092314353e-05 0.000210201813980001 0.000585807156707748
Enterobacter_cloacae_58479 0.0174672489082969 2.80591768711624e-05 2.61754334185153e-05 3.84419944637043e-05
Enterobacter_cloacae_60528 0.00873362445414847 6.23050693067506e-05 6.23050693067506e-05 0.00011301138499979
Enterobacter_cloacae_60571 0.00873362445414847 3.94000579527258e-05 3.94000579527258e-05 6.72515299111851e-05
Enterobacter_hormaechei_50416 0.0262008733624454 2.62667047501075e-05 0.000138816047553863 0.000696451100905917
Enterobacter_pulveris_58832 0.00436681222707424 9.45807948151454e-06 9.45807948151454e-06 9.45807948151454e-06
Enterobacter_radicincitans_53328 0.00436681222707424 2.82171253214775e-05 2.82171253214775e-05 2.82171253214775e-05
Enterobacter_sp_58568 0.00873362445414847 7.03197537786766e-06 7.03197537786766e-06 8.80920563700412e-06
Enterobacter_sp_59441 0.00436681222707424 6.88370464417024e-06 6.88370464417024e-06 6.88370464417024e-06
Enterobacter_sp_61453 0.0393013100436681 1.56400894017104e-05 1.8833885595199e-05 4.10482904579357e-05
Enterobacteriaceae_bacterium_58100 0.00436681222707424 0.000235047366576865 0.000235047366576865 0.000235047366576865
Enterobacteriaceae_bacterium_60920 0.0174672489082969 2.15556351758507e-05 2.22415114744737e-05 3.68528715914229e-05
Enterobacteriaceae_bacterium_62142 0.0131004366812227 1.9555339958914e-05 1.96826764998652e-05 2.55500919007261e-05
Enterococcus_dispar_47077 0.00436681222707424 4.19521828663264e-05 4.19521828663264e-05 4.19521828663264e-05
Enterococcus_faecalis_56297 0.0393013100436681 1.98250256822997e-05 3.77679013036691e-05 0.00016006258082542
Enterococcus_faecium_56710 0.0131004366812227 3.16029625009813e-05 0.000441241585556604 0.00127888333414853
Enterococcus_faecium_56947 0.0305676855895196 2.92623149475124e-05 0.000162291699918301 0.000847841007917863
Enterococcus_hirae_55131 0.00436681222707424 4.23158967745903e-05 4.23158967745903e-05 4.23158967745903e-05
Enterococcus_mundtii_57674 0.00436681222707424 3.00863867916066e-05 3.00863867916066e-05 3.00863867916066e-05
Enterorhabdus_caecimuris_59685 0.0305676855895196 5.23783624458841e-06 9.48523659666735e-06 3.42771511458507e-05
Enterorhabdus_mucosicola_58833 0.00873362445414847 1.18830917847994e-05 1.18830917847994e-05 2.00050552745251e-05
Erysipelotrichaceae_bacterium_55770 0.467248908296943 8.47423645162495e-05 0.00403183261073683 0.376494555041865
Erysipelotrichaceae_bacterium_56596 0.462882096069869 5.0210991038949e-05 0.000333225376478787 0.0162372715835446
Erysipelotrichaceae_bacterium_59516 0.00436681222707424 3.43764975101897e-06 3.43764975101897e-06 3.43764975101897e-06
Erysipelotrichaceae_bacterium_62051 0.165938864628821 2.62674063264288e-05 3.46967321039883e-05 0.000106641281414242
Escherichia_albertii_56276 0.275109170305677 3.52081484181919e-05 0.000109510238029356 0.000993381289629568
Escherichia_coli_53492 0.0480349344978166 2.4072717494501e-05 7.12976694889945e-05 0.000435272821073887
Escherichia_coli_57907 0.344978165938865 3.97105139641193e-05 0.000134605293930042 0.00147078893937331
Escherichia_coli_58110 0.698689956331878 0.000141212890894795 0.00101743438695643 0.0228856373467251
Escherichia_fergusonii_56914 0.502183406113537 7.59599357661424e-05 0.000318294402886779 0.00511276583557909
Eubacterium_biforme_61684 0.174672489082969 0.000138438167700431 0.000709292563822992 0.00470980102333995
Eubacterium_brachy_60105 0.0524017467248908 2.15450407482872e-05 2.84545946759278e-05 9.33649711074635e-05
Eubacterium_cylindroides_56237 0.0567685589519651 0.000314076733519715 0.000446188539002676 0.00198768452522071
Eubacterium_desmolans_60421 0.0393013100436681 1.24024901088091e-05 2.14263504564766e-05 5.00282799935177e-05
Eubacterium_dolichum_61501 0.179039301310044 6.89192454865723e-05 0.000462296274567062 0.00834321439575354
Eubacterium_eligens_61678 0.807860262008734 0.00243738961721252 0.00601866418250914 0.0585256735081516
Eubacterium_hallii_61477 0.842794759825327 0.000170727465654585 0.000525770595446083 0.00595885384329158
Eubacterium_infirmum_62424 0.0218340611353712 1.70070153121131e-05 1.9604226862366e-05 3.98740058169254e-05
Eubacterium_limosum_60946 0.00873362445414847 1.8967269114476e-05 1.8967269114476e-05 2.21660663812114e-05
Eubacterium_limosum_62476 0.0567685589519651 3.36940716349762e-05 8.95388489802647e-05 0.000418129888324757
Eubacterium_plexicaudatum_59692 0.00436681222707424 3.28549320015631e-06 3.28549320015631e-06 3.28549320015631e-06
Eubacterium_ramulus_59802 0.646288209606987 0.000255734989379864 0.000645709018600383 0.0084859229088888
Eubacterium_rectale_56927 0.947598253275109 0.0101336858162611 0.0230378189872423 0.174968255457202
Eubacterium_saphenum_61907 0.0131004366812227 1.96476270133594e-05 1.84729666795304e-05 2.27676666924787e-05
Eubacterium_siraeum_57634 0.62882096069869 0.000527786639676326 0.00657554869597341 0.1690950982747
Eubacterium_sp_60798 0.0567685589519651 4.34011467870374e-05 7.51522332399875e-05 0.000263501343291135
Eubacterium_sulci_62452 0.349344978165939 2.72934672997576e-05 8.01445504844427e-05 0.000818971235867027
Eubacterium_ventriosum_61474 0.589519650655022 0.00102801236075991 0.00186991570783895 0.0193526605246427
Facklamia_hominis_57334 0.00436681222707424 2.18847842057117e-05 2.18847842057117e-05 2.18847842057117e-05
Facklamia_ignava_62425 0.00436681222707424 7.95742038592217e-06 7.95742038592217e-06 7.95742038592217e-06
Facklamia_languida_62426 0.00436681222707424 6.7014036838239e-06 6.7014036838239e-06 6.7014036838239e-06
Faecalibacterium_cf_62236 0.938864628820961 0.00356813771204222 0.00946755991200197 0.130883027599399
Faecalibacterium_prausnitzii_57453 0.851528384279476 0.00429147702692029 0.0105632576353258 0.133615409147195
Faecalibacterium_prausnitzii_61481 0.847161572052402 0.00237473693007813 0.00606726772351137 0.0581937057023121
Faecalibacterium_prausnitzii_62201 0.921397379912664 0.00280087512211408 0.00622832557326605 0.107590339960691
Finegoldia_magna_57293 0.0436681222707424 2.77323107645619e-05 0.000159823679700498 0.00127613093530283
Finegoldia_magna_61710 0.0655021834061135 2.0670100946188e-05 2.23334513238826e-05 4.11538694835816e-05
Firmicutes_bacterium_60256 0.248908296943231 1.39624849120077e-05 2.16678909053509e-05 0.000133255589394759
Fusobacterium_gonidiaformans_57045 0.0305676855895196 2.77009357901075e-05 0.000236384896230917 0.00148042394549406
Fusobacterium_mortiferum_61584 0.0218340611353712 8.93829077339947e-05 0.00147423669660027 0.00705385378665113
Fusobacterium_necrophorum_57474 0.00873362445414847 5.66853327186496e-05 5.66853327186496e-05 9.70559141967717e-05
Fusobacterium_nucleatum_56829 0.0349344978165939 1.47348960549958e-05 6.77309865643436e-05 0.000438699191156731
Fusobacterium_nucleatum_57345 0.0349344978165939 2.95675848415338e-05 4.96608349326957e-05 0.000191121315526852
Fusobacterium_nucleatum_57450 0.0655021834061135 1.42485422718632e-05 5.80903583458804e-05 0.000259923584134044
Fusobacterium_nucleatum_57734 0.0524017467248908 1.5394816211754e-05 2.43118157629064e-05 9.81134459403982e-05
Fusobacterium_nucleatum_57855 0.074235807860262 1.8313052051143e-05 0.000141215551823519 0.00201534745128884
Fusobacterium_periodonticum_58002 0.218340611353712 3.35790010703836e-05 5.4371091348095e-05 0.000414869752528741
Fusobacterium_periodonticum_61765 0.100436681222707 1.22906814054763e-05 2.33940329222517e-05 0.000159754416085257
Fusobacterium_sp_62349 0.0305676855895196 1.40097010445607e-05 2.04646863837203e-05 7.07144592344747e-05
Fusobacterium_ulcerans_55476 0.0174672489082969 0.000498162720592025 0.000648905465367245 0.00153405726677295
Fusobacterium_varium_61585 0.00436681222707424 0.000365454234640723 0.000365454234640723 0.000365454234640723
Gardnerella_vaginalis_57030 0.00436681222707424 3.16019675894913e-06 3.16019675894913e-06 3.16019675894913e-06
Gardnerella_vaginalis_58127 0.0524017467248908 2.01250147576167e-05 8.48352724831761e-05 0.000773333317616722
Gardnerella_vaginalis_58140 0.0567685589519651 2.07676931439785e-05 0.000259950463617242 0.00178420262372249
Gardnerella_vaginalis_58289 0.00436681222707424 9.62704354332644e-06 9.62704354332644e-06 9.62704354332644e-06
Gemella_haemolysans_61762 0.0829694323144105 1.52694706227896e-05 3.8237388731678e-05 0.000227507310438776
Gemella_haemolysans_61816 0.0524017467248908 1.79270633785199e-05 2.13660392375984e-05 4.24434539038913e-05
Gemella_morbillorum_61817 0.074235807860262 1.34742458395183e-05 2.81797548641035e-05 0.000229801207433742
Gemella_sanguinis_57791 0.135371179039301 2.042535044215e-05 2.98115850877362e-05 0.000128363457856968
Geodermatophilaceae_bacterium_60286 0.00873362445414847 3.16458270974497e-06 3.16458270974497e-06 3.71441062967629e-06
Geodermatophilus_obscurus_61728 0.00436681222707424 3.49768716351238e-06 3.49768716351238e-06 3.49768716351238e-06
Glaciibacter_superstes_58864 0.00436681222707424 7.58428656524587e-06 7.58428656524587e-06 7.58428656524587e-06
Gordonia_polyisoprenivorans_56253 0.00436681222707424 2.0891864601365e-05 2.0891864601365e-05 2.0891864601365e-05
Gordonibacter_pamelaeae_62044 0.606986899563319 5.89347404664738e-05 0.000169052355746516 0.00507615530425745
Granulicatella_adiacens_61980 0.240174672489083 1.38614914243727e-05 2.19629031426687e-05 0.000136726568026844
Granulicatella_elegans_61945 0.0480349344978166 1.51505920409611e-05 2.35197062022115e-05 8.6006428189627e-05
Guyana_massiliensis_60772 0.733624454148472 0.000462674764348104 0.0010004816143723 0.020682003904176
Haemophilus_haemolyticus_58348 0.296943231441048 2.71055438965376e-05 5.63059105444555e-05 0.000427967473110437
Haemophilus_haemolyticus_58349 0.213973799126638 2.73062032117617e-05 4.5139763341224e-05 0.00024930868690817
Haemophilus_haemolyticus_58350 0.0436681222707424 1.50204025846384e-05 2.51571090531975e-05 9.11229873346759e-05
Haemophilus_haemolyticus_58351 0.174672489082969 2.18681624406645e-05 3.76531673741672e-05 0.000124710137498998
Haemophilus_haemolyticus_58352 0.279475982532751 3.10658951395388e-05 6.38920135029588e-05 0.00048669916003497
Haemophilus_haemolyticus_58562 0.0873362445414847 1.3197957031176e-05 1.66238277365528e-05 4.71313832091316e-05
Haemophilus_influenzae_58001 0.0218340611353712 1.04000062450423e-05 1.29160506123217e-05 3.11816836701347e-05
Haemophilus_influenzae_60134 0.161572052401747 1.83849658299418e-05 3.60228499095396e-05 0.000158567334378398
Haemophilus_parahaemolyticus_58564 0.0218340611353712 1.27048645912257e-05 1.34286498825419e-05 2.53447259381424e-05
Haemophilus_parahaemolyticus_60505 0.0174672489082969 9.64425071228093e-06 1.13056101925965e-05 2.04558853145081e-05
Haemophilus_parainfluenzae_57123 0.676855895196507 6.04981827767018e-05 0.000195027231526135 0.00246538282483005
Haemophilus_parainfluenzae_62356 0.716157205240175 7.87876741887384e-05 0.000316467891935922 0.00380378380681531
Haemophilus_parainfluenzae_62468 0.7117903930131 7.07456907347835e-05 0.000243210369016484 0.00370735573946389
Haemophilus_paraphrohaemolyticus_58563 0.0305676855895196 1.25472551158383e-05 2.43873834514239e-05 8.37223266067851e-05
Haemophilus_pittmaniae_58383 0.109170305676856 2.11992954652751e-05 9.98215125684126e-05 0.00135722118246871
Haemophilus_sp_62278 0.0829694323144105 1.92613444793513e-05 2.51068858071497e-05 8.62813845729571e-05
Haemophilus_sputorum_53575 0.0960698689956332 1.37477709438077e-05 5.86517709303821e-05 0.000417919967496863
Hafnia_alvei_56921 0.00436681222707424 1.73679504070689e-05 1.73679504070689e-05 1.73679504070689e-05
Helicobacter_pylori_50266 0.00873362445414847 9.90894067830348e-05 9.90894067830348e-05 0.000150496228354273
Herbaspirillum_seropedicae_62261 0.00436681222707424 1.28830459456661e-05 1.28830459456661e-05 1.28830459456661e-05
Herbaspirillum_sp_59232 0.00436681222707424 3.03389304185051e-06 3.03389304185051e-06 3.03389304185051e-06
Holdemania_filiformis_61753 0.720524017467249 0.000115998720376407 0.00025606595781121 0.00200277859282519
Holdemania_sp_59514 0.275109170305677 8.33873252246569e-05 0.000153509077648521 0.00113576255133196
Hymenobacter_aerophilus_58886 0.00436681222707424 3.45553931670672e-06 3.45553931670672e-06 3.45553931670672e-06
Intestinimonas_butyriciproducens_60001 0.703056768558952 0.000135298956683513 0.000604418271902158 0.037458411359301
Jeddahella_massiliensis_35045 0.0218340611353712 0.000236601194213148 0.000350852495330836 0.000898983488397666
Johnsonella_ignava_62102 0.00436681222707424 1.75152958673617e-05 1.75152958673617e-05 1.75152958673617e-05
Kingella_denitrificans_62453 0.0349344978165939 2.08626589642287e-05 2.44937185658001e-05 4.82677656992323e-05
Kingella_oralis_61952 0.104803493449782 1.82961981005878e-05 0.000275323686945509 0.00608051906340119
Klebsiella_oxytoca_54123 0.0218340611353712 3.40399739937241e-05 4.07904943956965e-05 9.94279234597331e-05
Klebsiella_oxytoca_56762 0.0131004366812227 0.00021400310365149 0.000183263710187931 0.000313885953703962
Klebsiella_oxytoca_57801 0.0174672489082969 4.98489001106721e-05 0.000519226753293231 0.00196420897414408
Klebsiella_pneumoniae_54688 0.0655021834061135 3.98822491612557e-05 7.71946720513429e-05 0.000261198744384793
Klebsiella_pneumoniae_54788 0.104803493449782 6.13795984271369e-05 0.000640068416301081 0.00508118605871531
Klebsiella_pneumoniae_57337 0.0524017467248908 0.000114574868217857 0.000140085911242997 0.000378599745730905
Klebsiella_sp_59419 0.0349344978165939 4.24889946776099e-05 7.15025156143266e-05 0.000188749087275004
Kluyvera_ascorbata_58323 0.0131004366812227 1.48076299163057e-05 1.37054432565755e-05 1.89976673855976e-05
Kocuria_polaris_54814 0.0174672489082969 3.6295267229681e-06 3.5953608548788e-06 4.1374029565319e-06
Kocuria_rhizophila_57520 0.00436681222707424 1.62985216487345e-05 1.62985216487345e-05 1.62985216487345e-05
Lachnoanaerobaculum_saburreum_57248 0.00873362445414847 8.93011504265498e-05 8.93011504265498e-05 0.000168286525484503
Lachnospiraceae_bacterium_51870 0.829694323144105 0.000853951022379577 0.00422572904414054 0.0734924608136256
Lachnospiraceae_bacterium_56275 0.0829694323144105 0.000327628464409611 0.000434612466825777 0.00171627895941336
Lachnospiraceae_bacterium_56833 0.419213973799127 7.04281834890596e-05 0.000711318157402089 0.0149499796991595
Lachnospiraceae_bacterium_59690 0.00873362445414847 6.89173572229492e-06 6.89173572229492e-06 8.56661234741105e-06
Lachnospiraceae_bacterium_61441 0.00436681222707424 6.60099305439288e-06 6.60099305439288e-06 6.60099305439288e-06
Lachnospiraceae_bacterium_62050 0.406113537117904 6.06840201796259e-05 0.000151818818875262 0.00255254304243158
Lachnospiraceae_bacterium_62206 0.0131004366812227 0.000482354900777659 0.00113095643316814 0.00290715618954559
Lachnospiraceae_bacterium_62350 0.0611353711790393 1.84801722703725e-05 2.23824675076584e-05 5.4963926178409e-05
Lachnospiraceae_bacterium_62587 0.0218340611353712 1.7132235688787e-05 1.77131613594425e-05 2.73315558151532e-05
Lactobacillus_acidophilus_51143 0.0174672489082969 4.49973650398999e-05 0.000459156449225623 0.00171262411352281
Lactobacillus_casei_50461 0.00436681222707424 1.09427013813167e-05 1.09427013813167e-05 1.09427013813167e-05
Lactobacillus_crispatus_56887 0.174672489082969 3.80573146186491e-05 0.00128996010715198 0.0477911344990684
Lactobacillus_curvatus_54601 0.0131004366812227 1.31321007797767e-05 1.8286216650598e-05 3.11956309341795e-05
Lactobacillus_delbrueckii_56845 0.0262008733624454 1.9102451895249e-05 2.59813473015123e-05 5.06015550903031e-05
Lactobacillus_fermentum_54035 0.0174672489082969 2.23386148544701e-05 3.38188140351578e-05 8.38242545591748e-05
Lactobacillus_gasseri_55553 0.0174672489082969 1.70693342691038e-05 2.05078635673263e-05 4.10290437600986e-05
Lactobacillus_gasseri_55805 0.0305676855895196 1.53503923454516e-05 3.70218968596754e-05 0.000151548588642021
Lactobacillus_helveticus_55908 0.0174672489082969 1.46975759769635e-05 1.68894293784641e-05 3.04418920468599e-05
Lactobacillus_iners_56384 0.0829694323144105 3.6085419352034e-05 7.82784754757953e-05 0.000591120356158319
Lactobacillus_jensenii_51108 0.0218340611353712 8.93561274360107e-05 0.000225913935672844 0.000805168124253097
Lactobacillus_jensenii_61925 0.00436681222707424 2.07846921772173e-05 2.07846921772173e-05 2.07846921772173e-05
Lactobacillus_paracasei_55666 0.0218340611353712 3.69092892209993e-05 3.12671092677646e-05 4.57342853150699e-05
Lactobacillus_plantarum_54610 0.00436681222707424 2.6429611666518e-05 2.6429611666518e-05 2.6429611666518e-05
