site_id after before
870458 0 1
872783 0 1
873334 0 1
873398 0 0.824
873556 0 1
873651 0 1
873884 0 1
873906 0 0.947
874022 0 1
874235 0 1
874250 0 1
874727 0 1
874796 0 1
875318 0 1
875989 0 0.917
876868 0.118 0.85
883286 0 1
883346 1 0.172
883577 0 1
883925 0.0556 1
886010 0.0714 1
886220 0 1
886388 0 1
886749 0 1
886911 0 1
886917 0 1
886929 0 1
886938 0 1
886944 0 1
886947 0 1
886996 0 1
887030 0 1
887035 0 1
887208 0 1
887253 0 1
887364 0 0.944
887436 0 1
887583 0.0556 1
887664 0 1
887847 0 1
887865 0.143 1
888455 0 1
889632 0 1
889644 0 1
889647 0 1
890030 0 1
890031 0 1
890268 0 1
890343 0 1
890367 0 1
890384 0 1
890419 0 1
890495 0 1
890767 0 1
890854 0 1
890902 0 1
890932 0 1
890933 0 1
890935 0 1
890936 0 1
891043 0 1
891159 0.0769 1
891160 0 1
891161 0 1
891358 0.143 1
891372 0 1
891373 0 1
891608 0 1
891673 0 1
891885 0 1
892537 0 1
892688 0 1
892691 0 1
892694 0 1
892696 0 1
892700 0 1
892703 0 1
892709 0 1
892715 0 1
892730 0 1
892801 0 1
893177 0 1
893287 0 1
893288 0 1
893289 0 1
893299 0 1
893422 0 1
893428 0 1
893452 0 1
893461 0 1
893478 0 1
893500 0 1
893543 0 1
894037 0 1
894951 0 1
894954 0 1
895056 0 1
895152 1 0
895230 0 1
895269 0 1
895372 1 0
895442 0 1
895473 0 1
895480 0 1
895494 0 1
895497 0 1
895692 0 1
895776 0 1
895791 0 1
895794 0 1
895806 0 1
895876 0 1
896270 0 1
896376 0 1
896400 0.0426 1
896456 0 1
896523 0 1
896538 0 1
896550 0 1
896558 0 1
896581 0 1
896582 0 1
896861 0 1
896937 0 1
896989 0 1
897122 0 1
897181 0 1
897248 0 1
897392 0 1
897398 0 1
897419 0 1
897448 0 1
897518 0 1
898170 0 1
898321 0 1
898692 0.0588 1
898696 1 0.143
898884 0 1
898907 0 1
898995 0 1
899087 0 1
899199 0 1
899526 0 1
899790 1 0.143
899799 1 0
899805 1 0
900151 1 0
900152 1 0
900154 1 0
900165 1 0
900186 0 1
901507 0 1
901513 0 1
901595 0 1
901621 0 1
901674 0 1
901706 0 1
901890 0 1
902001 1 0.188
902036 0 1
902038 0 1
902053 1 0.125
902056 1 0.133
902116 1 0.111
902122 1 0.0909
902140 1 0
902158 0 1
902173 1 0
920461 0 1
920467 0 1
920494 0 1
920580 0 1
920616 0 1
920617 0 1
920620 0 1
923560 0 1
923854 0 1
923857 1 0.1
923896 0 1
924154 0 1
924178 0 1
925204 0 1
925251 0 1
925253 0 1
925325 0 1
925395 0 1
925578 0.0476 1
925585 0 1
925626 0 1
925947 0 1
926101 1 0
926151 1 0
926242 0 1
926635 0 1
926703 0 1
926951 0 1
927178 1 0.0769
927505 0 1
927568 0 1
927756 1 0.182
927839 1 0.167
927853 1 0.143
927868 1 0.111
927956 0 1
928327 0 1
928332 1 0.04
928399 0 1
928452 1 0.143
928511 1 0.167
928657 0 1
928683 0 1
928692 0.0435 1
928790 0 1
930496 0 1
930538 0 1
930574 1 0.118
930703 1 0.2
930741 0 1
930934 0 1
931128 0 1
931132 0 1
931174 0 1
931213 0 1
931402 0 1
931408 1 0.1
931628 0 1
931868 0 1
931889 1 0.154
931925 0 1
932075 0 1
932097 0 1
932167 0 1
932340 0 1
932548 0 1
932572 0 1
932659 0 1
932758 0.0909 1
932980 0 1
933199 0 1
933208 1 0.111
933552 0 1
933558 0 1
933628 0 1
933873 0 1
933897 0 1
933954 0 1
934053 0 1
934062 0 1
934083 0 1
934131 0 1
934158 0 1
934227 0.118 1
934284 0 1
934764 0 1
934858 1 0.0833
934866 1 0.0667
934872 1 0
934885 1 0
935656 1 0.143
937987 0 1
938343 1 0.2
938469 0 1
938472 0 1
942589 0 1
961165 0 1
973040 0 1
980818 0 1
982618 0 1
982619 0 1
982620 0 1
998718 0.0435 1
1002132 0 1
1078379 0.133 1
1084210 1 0
1089827 1 0
1089965 1 0
1089998 1 0
1091622 1 0
1091760 1 0
1091775 1 0
1094556 1 0
1094779 1 0
1094784 1 0
1094788 1 0
1094968 1 0
1095130 1 0
1095148 1 0
1095271 1 0
1095715 0.176 1
1098706 0.167 1
1102202 1 0
1112589 0 1
1113883 0 1
1118122 0 1
1118203 0 1
1118324 0 1
1118371 0 1
1118372 0 1
1118607 0 1
1119984 0 1
1121392 0.0588 1
1121445 0 1
1121472 0.0118 1
1121495 0 1
1121547 0 1
1121786 0 1
1121789 0 1
1121798 0 1
1121873 0.0556 1
1122510 0 0.833
1123404 0 1
1123935 0 0.833
1123999 0 1
1139233 1 0
1139255 1 0
1139265 1 0
1139266 1 0
1144488 0 1
1148640 1 0
1148950 1 0.167
1148991 1 0.143
1158106 0 1
1158667 1 0
1158778 1 0
1158828 1 0
1158954 1 0
1161713 1 0
1161725 1 0
1161844 1 0.0625
1162100 1 0.154
1162125 1 0.167
1164380 0 1
1164492 0 1
1164501 0.125 1
1164635 0 1
1164690 0 1
1164692 0 1
1164695 0 1
1164749 0 1
1164764 0 1
1164822 0 1
1164830 1 0
1164894 0 1
1164899 0 1
1164900 0 1
1164929 1 0
1164945 1 0
1164998 0 1
1165022 0 1
1165031 0 1
1165091 0 1
1165103 0 1
1165106 1 0
1165107 0 1
1165121 0 1
1165127 0 1
1165208 1 0
1165211 1 0
1165247 0 1
1165256 1 0
1165352 1 0
1165370 0.0909 1
1165386 0.1 1
1165388 0.0909 1
1165423 0 1
1165442 0 1
1165534 1 0
1165535 1 0
1165538 1 0
1165598 1 0
1165664 1 0
1165688 1 0
1165712 1 0
1165718 1 0
1165723 1 0
1165724 1 0
1165784 0 1
1165830 0 1
1165840 0 1
1165859 1 0
1165866 0 1
1165867 0 1
1166187 0 1
1166193 0 1
1166202 1 0
1166232 1 0
1166271 1 0
1166278 0 1
1166283 1 0
1166301 0 1
1166306 0 1
1166316 0 1
1166681 0 1
1166684 0 1
1166735 1 0
1166744 0 1
1166765 0 1
1166773 0 1
1166777 0 1
1166786 0 1
1166808 0 1
1166837 0 1
1166854 0 1
1166855 0 1
1166882 0 1
1166888 0 1
1166918 0 1
1166930 0.048 1
1166948 0 1
1166960 0 1
1166961 0.0590000000000001 1
1166971 0 1
1167046 0 1
1178087 1 0
1178096 1 0
1178118 1 0
1178168 1 0
1178486 1 0
1178505 1 0
1178629 1 0
1178646 1 0
1178665 0 1
1178681 1 0
1178702 1 0
1178788 0 1
1178790 0 1
1178791 0.0196 1
1179407 0 1
1183245 1 0.167
1183487 0 1
1183505 0 1
1183508 0 1
1183532 0 1
1183751 0 0.96
1183784 0 0.95
1183892 0 1
1183979 0 1
1184993 0 1
1185026 0 1
1185062 0 1
1185089 0 1
1185098 0 1
1185101 0 1
1185403 0 0.917
1185406 0 0.917
1185519 0 1
1185525 0 1
1185531 0 1
1185543 0 1
1185661 0 1
1185828 0 1
1185891 0 1
1185893 0 1
1185992 0 1
1186028 0 0.96
1186053 0 1
1186083 0 0.889
1186086 0 0.875
1186164 0 0.846
1186248 0 1
1186284 0.0909 1
1186287 0 1
1186351 0.0714 1
1186352 0 0.857
1186353 0 1
1186365 0 1
1186389 0 1
1186483 0 1
1186488 0 0.909
1186491 0.0312 1
1186846 0 1
1186869 0 1
1186918 0 1
1187006 0 1
1187049 0 1
1187063 0 1
1187083 1 0
1187178 0 1
1187310 0 1
1187675 0 1
1187759 0 1
1188248 0 1
1188260 0 0.9375
1189082 0 1
1190116 0.0455 1
1193117 0 1
1193276 0 1
1193759 1 0.174
1196403 1 0.111
1197997 0 1
1198627 0 1
1199021 0 1
1199113 1 0.125
1199226 0 1
1199486 0 1
1199559 0 1
1199791 0 1
1202873 0 1
1202966 0.0526 1
1204101 0 1
1204419 0 1
1205817 0 1
1206044 0 1
1206946 0 1
1207150 1 0.154
1207330 0 1
1207331 0 1
1207336 0 1
1207342 0 1
1246968 0 1
1246974 0 1
1246977 0 1
1247004 0.0417 1
1247156 0 1
1247187 0 1
1247529 0 1
1247847 0 1
1248190 0 1
1248673 0 1
1248701 0 1
1248757 0 1
1248760 0 1
1248856 0.133 1
1248882 0 1
1249084 0 1
1249150 0 1
1249230 0 1
1249343 0 1
1249486 0 1
1249490 0 1
1249701 0 1
1249781 0 1
1250171 0 1
1250954 0 1
1251041 0 1
1252319 0 1
1253902 0 1
1254079 0 1
1254520 0 1
1255684 1 0
1256060 0 1
1256240 0 1
1256645 0 1
1256675 0 1
1257058 0 1
1257066 0 1
1257113 0 1
1257158 0 1
1257162 0 1
1257230 0 1
1257304 0 1
1257472 0 1
1257540 0 1
1257790 0 1
1257808 0 1
1258219 0 1
1258332 0 1
1258481 0 1
1258638 0 1
1258770 0.1 1
1259221 0 1
1259408 0 1
1260014 0 1
1260113 0 1
1260200 0 1
1261083 0 1
1261250 0.087 1
1261496 0 1
1261897 0 1
1262223 0 1
1262229 0 1
1262250 0 1
1262921 0 1
1263009 0 1
1263038 0 1
1263343 0 1
1263633 0 1
1264403 0 1
1264505 0 1
1264723 0 1
1264821 0 1
1264961 0 1
1265151 0 1
1265369 0.032 1
1265960 0 1
1266419 0 1
1266593 0 1
1266787 0 1
1267169 0 1
1267426 0 1
1267574 0 1
1267592 0 1
1267605 0 1
1267997 1 0
1268168 1 0
1268837 1 0
1268951 1 0
1269167 1 0
1269170 1 0
1269224 1 0
1269447 0 1
1269490 0 1
1269491 0 1
1269747 1 0
1269784 1 0
1270067 0 1
1270433 0 1
1270615 1 0
1273882 1 0
1274125 0 1
1275036 0 1
1275052 1 0
1275163 0 1
1275415 0 1
1275437 1 0
1275501 1 0
1275571 0 1
1275844 0 1
1276276 0 1
1276399 1 0
1276692 1 0
1277025 0 1
1277074 0 1
1277275 1 0
1277285 0 1
1277978 0 1
1278116 0 1
1278590 0 1
1278609 0 1
1278610 0 1
1278612 0 1
1278862 0 1
1279149 0 1
1279717 0 1
1279819 0.013 1
1299885 0 1
1302000 0 1
1302002 0 1
1302028 0 1
1302089 0 1
1304805 1 0.111
1304813 0.833 0
1304915 1 0.125
1305525 1 0.0345
1305534 0.875 0
1305675 0.875 0.2
1306499 0.833 0.182
1306538 0.818 0.19
1306563 1 0.167
1306565 1 0.091
1397590 0 1
1397786 0 1
1398902 0 1
1399389 0 1
1399471 0 1
1399494 0 1
1399551 0 1
1399581 0 0.9167
1399656 0 1
1399659 0 1
1399662 0 1
1399665 0 1
1399674 0 1
1399743 0 1
1399752 0 1
1399842 0 0.9167
1399845 0 1
1400160 0 1
1400166 0 1
1400436 0 1
1400652 0 1
1400804 0 1
1400973 0 1
1401258 0 1
1401273 0 1
1401429 0.167 1
1401450 0 1
1401534 0 1
1401651 0 1
1401836 0 1
1402083 0 1
1402128 0 1
1402302 0 1
1402467 0 1
1402482 0 1
1402575 0 1
1402878 0 1
1402881 0 1
1404608 0 1
1405248 0 1
1405427 0 1
1405655 0 1
1405726 0 1
1405744 0 1
1405804 0.0256 1
1405961 0 1
1406008 0 0.909
1406053 0 0.895
1406123 0 1
1406221 0.04 1
1406248 0 1
1406249 0 1
1406312 0 1
1406326 0 1
1406329 0 1
1406337 0 1
1406346 0 1
1406361 0 1
1406398 0 1
1406436 0 1
1406438 0 1
1406439 0 1
1406470 0 1
1406543 0 1
1406572 0 1
1406629 0 0.952
1406741 0 0.889
1406756 0 0.857
1406785 0 1
1406835 0 1
1406904 0 1
1406963 0 1
1407010 0 1
1407033 0 1
1407037 0 1
1407058 0 1
1407073 0 1
1407106 0 1
1407136 0 1
1407301 0 1
1407338 0 1
1407433 0 1
1407442 0 1
1407448 0 1
1407450 0 1
1407457 0 1
1407763 0 1
1407806 0.0159 1
1407811 0 1
1407812 0 1
1407850 0 1
1407926 0 1
1407963 0 1
1407992 0 1
1407995 0 1
1408058 0 1
1408091 0 1
1408229 0 1
1408232 0 0.909
1408268 0 0.818
1408277 0 0.833
1408588 1 0.143
1408838 0 1
1408894 0 1
1408927 0 1
1409032 0 1
1409033 0 1
1409038 0.0714 1
1409089 0 1
1409120 0.0625 1
1409130 0 1
1409136 0 1
1409161 0.0455 1
1409500 0 1
1409603 0.857 0
1409615 1 0.0833
1409633 1 0.0909
1409636 1 0.0833
1410177 0 1
1411232 1 0
1412923 0 1
1412929 0 1
1413004 0 1
1413235 0 1
1413952 1 0
1413958 1 0
1413982 1 0
1414114 1 0.143
1414465 0 1
1414639 0 1
1415006 0 1
1415008 0 1
1415714 0 1
1415766 0 1
1415782 0 1
1415868 0 1
1416162 0 1
1416282 0 1
1416303 0 1
1416318 0 1
1416329 0 1
1416346 0 1
1416433 0 1
1416453 0 1
1416465 0 1
1416485 0 1
1416491 0 1
1416501 0 1
1416600 0 0.833
1416612 0 0.818
1416645 0 1
1416657 0 1
1416761 0 0.909
1416778 0 1
1416831 0 1
1416865 0 1
1416935 0 1
1416938 0 1
1416941 0 1
1416953 0 1
1416992 0 1
1417031 0 1
1417079 0 1
1417088 0 1
1417172 0 1
1423838 0 1
1424354 0 1
1424802 0 1
1425077 0 1
1425339 0 1
1425529 0 1
1425808 0 1
1428479 0 1
1428562 0 0.889
1428575 0 0.889
1428684 0.0526 1
1428697 0 1
1428753 0 1
1428754 0 1
1428802 0 1
1428836 0 1
1429001 0 1
1429020 0 1
1429110 0.0625 1
1429233 0 1
1429296 0 1
1429371 0 1
1429539 0 1
1429549 0 1
1429611 0 1
1429762 1 0
1429771 1 0
1430945 0 1
1431166 0 1
1431497 0 1
1431498 0 1
1431501 0 1
1431507 0 1
1431514 0 1
1431558 0 1
1431594 0 1
1431612 0 1
1431615 0 1
1431771 0 1
1431822 0 1
1431825 0 1
1431826 0 1
1431834 0 1
1431903 0 1
1432020 0 1
1432095 0 1
1432161 0 0.833
1432234 0 1
1432239 0 1
1432243 0 1
1432245 0 1
1432324 0 0.929
1432359 0 1
1432362 0 1
1432486 0 0.88
1432596 0 1
1432597 0 1
1432599 0 1
1432610 0 1
1432722 0 1
1432998 0.0625 1
1433055 0 1
1433131 0 1
1433209 0 1
1433389 0 1
1433434 0 1
1433596 0 1
1433698 0 1
1433737 0 1
1434273 0 1
1434507 0 1
1435126 0 1
1435539 0 1
1435662 0 1
1435713 0 1
1435743 0 1
1435746 0 0.95
1435747 0 0.95
1436184 0 0.875
1436770 0 1
1436771 0 1
1436852 0 1
1436901 0 1
1436912 0 1
1439283 1 0.143
1439339 0 1
1439793 0 0.9091
1440432 1 0.167
1440690 0 1
1440765 0.0606 1
1440789 0 1
1440843 0 1
1440870 0 0.9
1440876 0 0.846
1440894 0 1
1441527 0 0.882
1442103 0 0.875
1442233 0 1
1442269 0 1
1442271 0 1
1442276 0 1
1442460 0.05 1
1442496 0 1
1442526 0 0.909
1442572 0 1
1442629 1 0.167
1442647 0 1
1442664 0 1
1442983 0 0.944
1443692 0 1
1444448 0 1
1445192 0 1
1446063 0 1
1447292 1 0.0590000000000001
1447533 0 1
1447536 0 1
1447538 0 1
1447788 1 0
1447899 1 0.167
1449493 0 1
1449576 0 1
1449592 0 1
1449595 0 1
1449604 0 1
1449607 0 1
1449637 0 1
1449720 0 1
1449766 0 1
1449784 0 1
1449799 0 1
1449895 0 1
1449898 0 1
1449997 0 1
1450924 0 1
1452482 1 0
1452492 1 0
1452493 1 0
1452494 1 0
1452623 1 0.143
1453261 1 0
1453583 1 0.143
1453589 1 0.13
1453607 1 0
1453622 1 0
1453625 1 0.038
1453631 1 0.08
1453637 1 0.167
1453646 1 0.167
1453685 0 0.885
1454045 1 0.143
1454051 1 0.111
1454244 1 0.182
1455022 1 0.111
1455052 1 0.15
1455065 1 0.182
1455206 1 0.2
1455207 1 0.2
1456975 0 1
1459343 1 0.143
1470783 0 1
1471136 1 0
1471674 0 1
1472016 0 1
1472133 0 1
1472319 1 0
1473645 0 1
1476173 1 0
1476363 1 0
1477202 0 1
1477492 0 1
1477531 0 1
1477570 0 1
1477573 0 1
1477585 0 1
1477630 0 1
1478180 0 1
1478776 0 1
1478827 0 1
1478875 0 1
1479712 1 0
1479773 1 0
1479826 1 0
1479827 1 0
1479833 1 0
1479854 1 0
1479869 1 0
1479881 1 0
1479893 1 0
1479947 1 0
1480130 1 0
1480187 1 0
1480819 1 0
1480827 1 0
1480828 1 0
1480865 1 0
1480900 1 0
1481097 1 0
1481282 1 0
1481383 0 1
1481421 0 1
1481481 0 0.889
1481487 1 0
1481712 1 0
1481807 1 0
1481910 1 0
1481966 0 1
1482226 0 0.833
1482691 1 0
1482766 0 1
1484000 1 0
1484111 0 1
1484123 0 1
1484126 0 1
1484234 0 1
1484302 0 1
1484360 0 1
1484363 0 1
1484421 0.167 1
1484445 0 1
1484553 0 1
1484677 0 1
1484745 0 1
1484746 0 1
1484758 0 1
1484831 0 1
1484860 0 1
1484995 0 1
1485055 0 1
1485070 0 1
1485121 0 1
1485125 0 1
1485288 0 1
1485354 0 1
1485372 0 1
1485373 0 1
1485443 0 1
1485482 0 1
1485541 0 1
1485564 0 1
1485588 0 0.857
1485646 0 1
1485655 0 1
1485796 0 1
1485817 0 1
1485829 0 1
1485875 0 1
1485927 0 1
1485951 0 1
1485973 0 1
1486056 0 1
1486090 0 1
1486133 0 1
1486210 0 1
1486280 0 1
1486371 0 1
1486527 1 0
1486552 0 1
1486721 0 1
1486757 1 0
1486761 0.0278 1
1486796 0.026 1
1486841 0 1
1486871 0 1
1486943 0 1
1487051 0 1
1487063 0 1
1487072 0 1
1487093 0 1
1487102 0 1
1487192 0 1
1487204 0 1
1487225 0 1
1487252 0 1
1487368 0 1
1487389 0 1
1487397 0 1
1487413 0 1
1487481 0 1
1487608 0 1
1487629 0 1
1487632 0 1
1487712 1 0
1487764 0 1
1487797 0 1
1488020 0 0.875
1488023 0 0.889
1488045 0 0.885
1488074 0 1
1488202 0 1
1488277 1 0
1488741 1 0
1488841 1 0
1488991 0 0.933
1489057 1 0
1489105 0 1
1489111 0 1
1489114 0 1
1489117 0 1
1489195 0 1
1489372 0 1
1489972 0 1
1490659 0 1
1490782 0 1
1491625 0 1
1492220 0 1
1492513 0 0.9091
1492769 0 1
1492883 0 1
1492885 0 1
1492891 0 1
1493083 0 1
1493097 0 1
1493100 0 1
1493195 0 1
1493202 0 1
1494729 0 1
1494744 0 1
1494862 0 1
1494904 0 1
1494923 0.0145 1
1497018 0 0.867
1497108 0 1
1497225 0 1
1497761 0 1
1498622 0 1
1498949 0.143 1
1500390 1 0.182
1501316 0 1
1501901 0 0.889
1502326 0 1
1502338 0 1
1502387 0 1
1502498 0 1
1502602 0 1
1502612 0 1
1502654 0 1
1502723 0 1
1502882 1 0.15
1502918 1 0.13
1502921 1 0.136
1502985 1 0.111
1503002 1 0.1
1503005 1 0.1
1503333 1 0.143
1503335 1 0.143
1503479 1 0.143
1503539 0 1
1503716 1 0
1503725 1 0
1503728 1 0
1503734 1 0
1505177 0 1
1505178 0 1
1505193 0 1
1505208 0.021 1
1505250 0.03 1
1505313 0 1
1505325 0 1
1506126 0 0.875
1507837 0 1
1508124 0 1
1508744 0 1
1508785 0 1
1509509 0 1
1509528 0 1
1509533 0 1
1509602 0 1
1509686 0 1
1509710 0 1
1509749 0 1
1509773 0 1
1509803 0 1
1509899 0 1
1510016 0 1
1510595 0 1
1510597 0 1
1510705 0 1
1510712 0 1
1510725 0 1
1510962 0 1
1511247 1 0.0909
1511260 1 0.111
1512466 1 0.111
1512478 1 0.0833
1528456 1 0.143
1528486 1 0.0909
1528495 1 0.111
1528516 1 0.1
1528519 1 0.1
1528528 1 0
1528657 0 1
1528669 0 1
1528690 0 1
1529272 0 0.917
1529296 0 1
1530142 0 1
1530143 0 1
1530149 0 1
1530164 1 0
1530165 1 0.0714
1530167 1 0.0833
1530217 0 1
1530221 0 1
1530262 0 1
1530282 0 0.833
1530283 0 1
1530647 0 0.875
1530659 0 1
1530670 0 1
1530677 0 1
1530710 0 1
1531013 0 0.929
1531053 0 1
1531060 0 1
1531136 0 1
1531277 0 1
1531288 0 1
1531343 0 1
1531418 1 0.125
1531420 1 0.143
1531424 1 0.143
1531436 1 0.143
1531441 1 0.143
1531445 1 0.125
1531454 1 0.143
1531457 1 0
1531537 1 0.0588
1531816 0 1
1532261 0 1
1533801 0 0.938
1533825 0 1
1533828 0 1
1533831 0 1
1533866 1 0
1534828 0 1
1534838 0 1
1535165 0 1
1535167 0 1
1535168 0 1
1535176 0 1
1535348 0 1
1535354 0 1
1535390 0 1
1535550 0.0435 1
1535998 1 0.176
1536663 0 1
1536685 0 1
1537054 0 1
1537173 0 1
1538299 0 1
1538774 0 1
1539077 0 1
1539170 0 1
1539232 0 1
1539243 0 1
1539251 0 1
1539261 0 1
1539316 0 1
1539565 0 1
1539577 0 1
1539591 0 1
1539684 0 1
1539749 0 1
1539777 0 1
1543082 0.818 0
1594392 0 0.9
1597184 1 0.167
1603209 1 0
1606570 1 0.143
1607369 1 0.143
1607384 1 0.125
1607417 1 0.167
1607450 1 0.143
1607453 1 0.125
1607691 1 0.0833
1607769 1 0.0588
1607938 0 1
1608281 0 1
1608415 1 0.133
1608429 1 0.133
1608596 1 0.133
1608605 1 0.1
1608671 0 1
1609032 1 0.176
1609130 0 1
1609136 0 1
1609141 0 1
1609189 0 1
1609190 0 1
1609230 0 1
1609281 0 1
1609617 0 1
1609627 0 1
1609640 0 1
1610841 0 1
1610847 0 1
1610915 0 1
1610972 0 1
1611194 0 1
1611216 0 1
1611241 0 1
1611259 0 1
1611265 0 1
1617883 0 1
1617886 0 1
1618427 0 1
1619935 0 1
1619998 0 1
1620019 0 1
1621174 0 1
1621205 0 1
1621593 0 0.889
1621989 0 1
1622363 0 1
1622429 0 1
1622465 0.05 1
1622474 0 1
1622551 0 1
1622575 0.0312 1
1622672 0 0.933
1622714 0 1
1622741 0 1
1622905 0 1
1622915 0 1
1622954 0 1
1622989 0 1
1623029 0 1
1623111 0 1
1623122 0 1
1623223 0.0167 1
1623363 0 1
1624202 0 1
1624248 0 1
1624250 0 1
1624286 0 1
1624334 0 1
1624371 0 1
1624398 0 1
1624427 0 1
1624429 0 1
1625000 0 1
1625276 0 1
1626178 0 1
1626370 0 1
1626397 0 1
1626838 0 1
1629205 0 1
1629434 0 1
1629503 0 1
1630000 0 1
1631358 1 0.167
1632493 1 0.2
1632557 1 0.111
1632821 0 1
1633609 0 1
1634245 1 0.111
1634269 1 0.08
1634423 0 1
1634857 0 1
1637066 0 1
1637836 0 1
1637859 0 1
1637893 0 1
1637904 0 1
1637908 0.0385 1
1637966 0 1
1637987 0 1
1638183 1 0.167
1638193 0 1
1638298 0 1
1638500 0 1
1638599 0 1
1638604 0 1
1638760 0 1
1639047 0 1
1639349 0 1
1640078 0 1
1640390 0 1
1640767 0 1
1640857 0.0667 1
1640994 0 1
1640998 0 1
1641001 0 1
1641004 1 0.167
1641011 1 0.167
1641012 1 0.143
1641013 1 0.143
1641040 1 0.133
1641046 1 0.0769
1641067 0 1
1641659 0 1
1641668 0 1
1645177 0 0.833
1645381 0 1
1645383 0 1
1647458 1 0
1647907 0.9 0
1648677 1 0
1648939 0 1
1649023 1 0
1649254 0.875 0
1649256 1 0
1649264 0.857 0
1649266 0.833 0
1649269 0.857 0
1649339 0.857 0
1649362 1 0
1649452 0 1
1649476 0 1
1649479 0 1
1649575 1 0
1649697 0 1
1650334 1 0
1650436 1 0
1650468 1 0
1650481 1 0
1650674 1 0
1650689 1 0
1651229 1 0.0417
1651315 1 0
1652030 1 0
1653783 0.923 0
1653926 1 0
1654667 1 0
1654795 1 0
1654999 1 0
1655879 1 0.0590000000000001
1656333 1 0
1656980 1 0
1660023 1 0.0588
1660083 1 0
1660119 1 0
1660143 0.944 0
1660203 0.933 0
1660458 1 0
1662090 0.889 0
1664210 1 0.125
1664230 1 0.143
1664282 0 1
1664353 0 1
1664476 0.0357 1
1664800 0 1
1664806 0 0.857
1664818 0 1
1664828 0.027 0.857
1664836 0 1
1664875 0 1
1664902 0.027 1
1664940 0 1
1664941 0 1
1664953 0 1
1664962 0 1
1664971 0 1
1665134 0 1
1665406 1 0.0909
1665450 1 0.0833
1665460 1 0.083
1665731 0 1
1665767 0 1
1665802 0 1
1665881 0 1
1665882 0 1
1666007 1 0.077
1673120 1 0
1673886 1 0
1674546 1 0
1677284 0 1
1677526 0 1
1677556 0 1
1677721 0 1
1677859 0 1
1677967 0 1
1678073 0 1
1678258 0 1
1678507 0 1
1678600 0 1
1678699 0 1
1678700 0 1
1679032 0 1
1679038 0 1
1679080 0 1
1679093 0 1
1679098 0 1
1679119 0 1
1679164 0 1
1679303 0 1
1679311 0 1
1679830 0 1
1680202 0 1
1680571 0 1
1680650 0 1
1680739 0 1
1681604 1 0
1681632 1 0.2
1681658 1 0
1681664 1 0
1681940 1 0
1682035 1 0
1682248 0.889 0.0385
1682333 0.857 0.0526
1683281 0.909 0
1685060 1 0
1685061 1 0
1686476 1 0
1687778 1 0
1688156 0.875 0
1688464 0.812 0
1688593 0.833 0
1689801 1 0.143
1689804 1 0.143
1689813 1 0.143
1689816 1 0.143
1689909 1 0.111
1690661 0 1
1692641 1 0
1692884 1 0
1692965 1 0
1692997 0 1
1693508 1 0
1693592 1 0
1693921 0.01 1
1694029 1 0
1703995 1 0
1704446 0 1
1704458 0 1
1704503 0 1
1704531 0 1
1704539 0 1
1704542 0 1
1704544 0 1
1704644 0 1
1704671 0 1
1704839 0 1
1705013 1 0
1705016 1 0
1705037 1 0
1705133 1 0
1705202 1 0
1705217 1 0
1705230 1 0
1705304 1 0
1705328 1 0
1705442 1 0
1707176 0 1
1707211 0 1
1707219 0 1
1707797 0 1
1709586 1 0
1709745 1 0
1712675 1 0.0312
1714020 0 1
1714149 0 1
1714456 0 1
1714487 0 1
1714550 1 0.182
1714936 1 0.176
1715194 0 1
1715241 0 1
1715381 0 1
1715881 0 1
1716106 0 1
1716117 0 1
1716130 0.0312 1
1716162 0 1
1716177 0 1
1716186 0.867 0
1716384 0 1
1716404 1 0
1716407 1 0.143
1716420 1 0.0625
1716423 1 0.0625
1716437 1 0.143
1718056 0 1
1718095 0 1
1718097 0 1
1718322 0 1
1718448 0 1
1719141 0 1
1719718 0 1
1719779 0 1
1719823 0 0.833
1719843 0 1
1719896 0 0.909
1720065 0 1
1721504 0 1
1721506 0 1
1721758 0 1
1721788 0 1
1721804 0 1
1721823 0 1
1721825 0 1
1721828 0 1
1721930 0 1
1722005 0 1
1722049 0 1
1722239 1 0.2
1722276 1 0.2
1722277 1 0.2
1722293 1 0.2
1722476 1 0.036
1722503 1 0.036
1722506 1 0.034
1722515 1 0.04
1722530 1 0
1722533 1 0
1722542 1 0
1722554 1 0.0833
1722590 1 0.091
1722593 1 0.125
1722608 1 0.125
1723370 0 0.875
1724122 0 1
1724323 0 1
1724339 0 1
1724352 0 1
1724401 0 1
1724404 0 1
1724452 0 1
1724527 0 1
1724533 0 1
1724542 0 0.9
1724571 0 0.875
1724800 0 1
1725436 0 0.875
1725469 1 0
1725987 0 1
1726041 1 0.167
1726044 1 0.167
1726170 0 1
1726573 0 1
1734918 0 1
1734996 0 0.842
1735149 1 0
1735326 0 1
1735785 0 1
1735824 0 1
1736100 0 1
1736124 0 0.923
1736127 0 0.917
1736133 0 0.909
1736355 0 1
1736370 0 1
1736457 0.933 0
1736700 1 0
1738104 1 0
1738153 0 1
1738623 0 1
1738673 0 0.9
1738676 0 0.917
1738736 0 0.909
1739093 1 0.143
1739108 0 1
1739174 0.923 0
1739316 1 0
1741141 1 0.0968
1741203 1 0
1742005 1 0
1745774 0.861 0
1746692 0 0.857
1746694 0.0135 0.857
1753401 0.833 0
1753433 0.88 0
1753456 0.833 0
1753578 0.9 0
1753604 1 0
1753646 1 0
1753982 1 0
1753994 0.875 0
1754051 1 0
