sample	subject	hh	timepoint	species_id	relative_abundance	totalReads	speciesColonizedTransientlyMain	speciesColonizedTransientlyAll	timeOfRecoveryColonizationTurnover	typeOfRecoveryColonizationTurnover	r	K	tstar	closest_t_before_tstar	closest_t_after_star	inferred_tau	inferred_f0	Reason	tstarTimepoint	timepointIndex	timepointIndexTstar	lastUndetectableTimepointIndexBeforeTstar	lastUndetectableTimepointBeforeTstar	lastTimepointBeforeTstar	numTimepointsToReachK	timeIntervalToReachK
XBA-025	XBA	XB	25	Oscillospiraceae_bacterium_54867	0.000278356664527	20406	NA	NA	871	unknown strain	0.652949	0.00106562	835	828	835	800.291	1.53151e-13	SUCCESS	835	7	98	97	828	828	1	7
XBA-026	XBA	XB	26	Oscillospiraceae_bacterium_54867	0.00187923817342	12169	NA	NA	871	unknown strain	0.652949	0.00106562	835	828	835	800.291	1.53151e-13	SUCCESS	835	8	98	97	828	828	1	7
XBA-027	XBA	XB	27	Oscillospiraceae_bacterium_54867	0.000629343415128	12242	NA	NA	871	unknown strain	0.652949	0.00106562	835	828	835	800.291	1.53151e-13	SUCCESS	835	9	98	97	828	828	1	7
XBA-028	XBA	XB	28	Oscillospiraceae_bacterium_54867	0.00250831140253	19366	NA	NA	871	unknown strain	0.652949	0.00106562	835	828	835	800.291	1.53151e-13	SUCCESS	835	10	98	97	828	828	1	7
XBA-029	XBA	XB	29	Oscillospiraceae_bacterium_54867	0.007522916558	74029	NA	NA	871	unknown strain	0.652949	0.00106562	835	828	835	800.291	1.53151e-13	SUCCESS	835	11	98	97	828	828	1	7
XBA-030	XBA	XB	30	Oscillospiraceae_bacterium_54867	0.00286154065167	10346	NA	NA	871	unknown strain	0.652949	0.00106562	835	828	835	800.291	1.53151e-13	SUCCESS	835	12	98	97	828	828	1	7
XBA-036	XBA	XB	36	Oscillospiraceae_bacterium_54867	0	31783	NA	NA	871	unknown strain	0.652949	0.00106562	835	828	835	800.291	1.53151e-13	SUCCESS	835	13	98	97	828	828	1	7
XBA-037	XBA	XB	37	Oscillospiraceae_bacterium_54867	0	18316	NA	NA	871	unknown strain	0.652949	0.00106562	835	828	835	800.291	1.53151e-13	SUCCESS	835	14	98	97	828	828	1	7
XBA-039	XBA	XB	39	Oscillospiraceae_bacterium_54867	0	9494	NA	NA	871	unknown strain	0.652949	0.00106562	835	828	835	800.291	1.53151e-13	SUCCESS	835	15	98	97	828	828	1	7
XBA-040	XBA	XB	40	Oscillospiraceae_bacterium_54867	0	12206	NA	NA	871	unknown strain	0.652949	0.00106562	835	828	835	800.291	1.53151e-13	SUCCESS	835	16	98	97	828	828	1	7
XBA-041	XBA	XB	41	Oscillospiraceae_bacterium_54867	0	6507	NA	NA	871	unknown strain	0.652949	0.00106562	835	828	835	800.291	1.53151e-13	SUCCESS	835	17	98	97	828	828	1	7
XBA-042	XBA	XB	42	Oscillospiraceae_bacterium_54867	0	8473	NA	NA	871	unknown strain	0.652949	0.00106562	835	828	835	800.291	1.53151e-13	SUCCESS	835	18	98	97	828	828	1	7
XBA-044	XBA	XB	44	Oscillospiraceae_bacterium_54867	0	18268	NA	NA	871	unknown strain	0.652949	0.00106562	835	828	835	800.291	1.53151e-13	SUCCESS	835	19	98	97	828	828	1	7
XBA-045	XBA	XB	45	Oscillospiraceae_bacterium_54867	0	60573	NA	NA	871	unknown strain	0.652949	0.00106562	835	828	835	800.291	1.53151e-13	SUCCESS	835	20	98	97	828	828	1	7
XBA-046	XBA	XB	46	Oscillospiraceae_bacterium_54867	0	87712	NA	NA	871	unknown strain	0.652949	0.00106562	835	828	835	800.291	1.53151e-13	SUCCESS	835	21	98	97	828	828	1	7
XBA-047	XBA	XB	47	Oscillospiraceae_bacterium_54867	0	51761	NA	NA	871	unknown strain	0.652949	0.00106562	835	828	835	800.291	1.53151e-13	SUCCESS	835	22	98	97	828	828	1	7
XBA-048	XBA	XB	48	Oscillospiraceae_bacterium_54867	0	97435	NA	NA	871	unknown strain	0.652949	0.00106562	835	828	835	800.291	1.53151e-13	SUCCESS	835	23	98	97	828	828	1	7
XBA-049	XBA	XB	49	Oscillospiraceae_bacterium_54867	0	109011	NA	NA	871	unknown strain	0.652949	0.00106562	835	828	835	800.291	1.53151e-13	SUCCESS	835	24	98	97	828	828	1	7
XBA-050	XBA	XB	50	Oscillospiraceae_bacterium_54867	0	10728	NA	NA	871	unknown strain	0.652949	0.00106562	835	828	835	800.291	1.53151e-13	SUCCESS	835	25	98	97	828	828	1	7
XBA-053	XBA	XB	53	Oscillospiraceae_bacterium_54867	0	133757	NA	NA	871	unknown strain	0.652949	0.00106562	835	828	835	800.291	1.53151e-13	SUCCESS	835	26	98	97	828	828	1	7
XBA-058	XBA	XB	58	Oscillospiraceae_bacterium_54867	0	11407	NA	NA	871	unknown strain	0.652949	0.00106562	835	828	835	800.291	1.53151e-13	SUCCESS	835	27	98	97	828	828	1	7
XBA-064	XBA	XB	64	Oscillospiraceae_bacterium_54867	0	140335	NA	NA	871	unknown strain	0.652949	0.00106562	835	828	835	800.291	1.53151e-13	SUCCESS	835	28	98	97	828	828	1	7
XBA-106	XBA	XB	106	Oscillospiraceae_bacterium_54867	0	30270	NA	NA	871	unknown strain	0.652949	0.00106562	835	828	835	800.291	1.53151e-13	SUCCESS	835	29	98	97	828	828	1	7
XBA-134	XBA	XB	134	Oscillospiraceae_bacterium_54867	0	28487	NA	NA	871	unknown strain	0.652949	0.00106562	835	828	835	800.291	1.53151e-13	SUCCESS	835	30	98	97	828	828	1	7
XBA-171	XBA	XB	171	Oscillospiraceae_bacterium_54867	0	48800	NA	NA	871	unknown strain	0.652949	0.00106562	835	828	835	800.291	1.53151e-13	SUCCESS	835	31	98	97	828	828	1	7
XBA-240	XBA	XB	240	Oscillospiraceae_bacterium_54867	0	169787	NA	NA	871	unknown strain	0.652949	0.00106562	835	828	835	800.291	1.53151e-13	SUCCESS	835	32	98	97	828	828	1	7
XBA-272	XBA	XB	272	Oscillospiraceae_bacterium_54867	0	93216	NA	NA	871	unknown strain	0.652949	0.00106562	835	828	835	800.291	1.53151e-13	SUCCESS	835	33	98	97	828	828	1	7
XBA-303	XBA	XB	303	Oscillospiraceae_bacterium_54867	0	66760	NA	NA	871	unknown strain	0.652949	0.00106562	835	828	835	800.291	1.53151e-13	SUCCESS	835	34	98	97	828	828	1	7
XBA-330	XBA	XB	330	Oscillospiraceae_bacterium_54867	0	92817	NA	NA	871	unknown strain	0.652949	0.00106562	835	828	835	800.291	1.53151e-13	SUCCESS	835	35	98	97	828	828	1	7
XBA-351	XBA	XB	351	Oscillospiraceae_bacterium_54867	0	67169	NA	NA	871	unknown strain	0.652949	0.00106562	835	828	835	800.291	1.53151e-13	SUCCESS	835	36	98	97	828	828	1	7
XBA-358	XBA	XB	358	Oscillospiraceae_bacterium_54867	0	8710	NA	NA	871	unknown strain	0.652949	0.00106562	835	828	835	800.291	1.53151e-13	SUCCESS	835	37	98	97	828	828	1	7
XBA-364	XBA	XB	364	Oscillospiraceae_bacterium_54867	0	14221	NA	NA	871	unknown strain	0.652949	0.00106562	835	828	835	800.291	1.53151e-13	SUCCESS	835	38	98	97	828	828	1	7
XBA-374	XBA	XB	374	Oscillospiraceae_bacterium_54867	0	15262	NA	NA	871	unknown strain	0.652949	0.00106562	835	828	835	800.291	1.53151e-13	SUCCESS	835	39	98	97	828	828	1	7
XBA-380	XBA	XB	380	Oscillospiraceae_bacterium_54867	0	41285	NA	NA	871	unknown strain	0.652949	0.00106562	835	828	835	800.291	1.53151e-13	SUCCESS	835	40	98	97	828	828	1	7
XBA-388	XBA	XB	388	Oscillospiraceae_bacterium_54867	0	10177	NA	NA	871	unknown strain	0.652949	0.00106562	835	828	835	800.291	1.53151e-13	SUCCESS	835	41	98	97	828	828	1	7
XBA-401	XBA	XB	401	Oscillospiraceae_bacterium_54867	0	12546	NA	NA	871	unknown strain	0.652949	0.00106562	835	828	835	800.291	1.53151e-13	SUCCESS	835	42	98	97	828	828	1	7
XBA-408	XBA	XB	408	Oscillospiraceae_bacterium_54867	0	12286	NA	NA	871	unknown strain	0.652949	0.00106562	835	828	835	800.291	1.53151e-13	SUCCESS	835	43	98	97	828	828	1	7
XBA-415	XBA	XB	415	Oscillospiraceae_bacterium_54867	0	10259	NA	NA	871	unknown strain	0.652949	0.00106562	835	828	835	800.291	1.53151e-13	SUCCESS	835	44	98	97	828	828	1	7
XBA-422	XBA	XB	422	Oscillospiraceae_bacterium_54867	0	16159	NA	NA	871	unknown strain	0.652949	0.00106562	835	828	835	800.291	1.53151e-13	SUCCESS	835	45	98	97	828	828	1	7
XBA-430	XBA	XB	430	Oscillospiraceae_bacterium_54867	0	14946	NA	NA	871	unknown strain	0.652949	0.00106562	835	828	835	800.291	1.53151e-13	SUCCESS	835	46	98	97	828	828	1	7
XBA-436	XBA	XB	436	Oscillospiraceae_bacterium_54867	0.000562712885582	13715	NA	NA	871	unknown strain	0.652949	0.00106562	835	828	835	800.291	1.53151e-13	SUCCESS	835	47	98	97	828	828	1	7
XBA-442	XBA	XB	442	Oscillospiraceae_bacterium_54867	0	18171	NA	NA	871	unknown strain	0.652949	0.00106562	835	828	835	800.291	1.53151e-13	SUCCESS	835	48	98	97	828	828	1	7
XBA-455	XBA	XB	455	Oscillospiraceae_bacterium_54867	4.43958593264e-05	26538	NA	NA	871	unknown strain	0.652949	0.00106562	835	828	835	800.291	1.53151e-13	SUCCESS	835	49	98	97	828	828	1	7
XBA-463	XBA	XB	463	Oscillospiraceae_bacterium_54867	0	13588	NA	NA	871	unknown strain	0.652949	0.00106562	835	828	835	800.291	1.53151e-13	SUCCESS	835	50	98	97	828	828	1	7
XBA-470	XBA	XB	470	Oscillospiraceae_bacterium_54867	0	12468	NA	NA	871	unknown strain	0.652949	0.00106562	835	828	835	800.291	1.53151e-13	SUCCESS	835	51	98	97	828	828	1	7
XBA-478	XBA	XB	478	Oscillospiraceae_bacterium_54867	0.000295204684761	17346	NA	NA	871	unknown strain	0.652949	0.00106562	835	828	835	800.291	1.53151e-13	SUCCESS	835	52	98	97	828	828	1	7
XBA-482	XBA	XB	482	Oscillospiraceae_bacterium_54867	0	22468	NA	NA	871	unknown strain	0.652949	0.00106562	835	828	835	800.291	1.53151e-13	SUCCESS	835	53	98	97	828	828	1	7
XBA-491	XBA	XB	491	Oscillospiraceae_bacterium_54867	0	11316	NA	NA	871	unknown strain	0.652949	0.00106562	835	828	835	800.291	1.53151e-13	SUCCESS	835	54	98	97	828	828	1	7
XBA-513	XBA	XB	513	Oscillospiraceae_bacterium_54867	0	16845	NA	NA	871	unknown strain	0.652949	0.00106562	835	828	835	800.291	1.53151e-13	SUCCESS	835	55	98	97	828	828	1	7
XBA-519	XBA	XB	519	Oscillospiraceae_bacterium_54867	0.000116053114734	30418	NA	NA	871	unknown strain	0.652949	0.00106562	835	828	835	800.291	1.53151e-13	SUCCESS	835	56	98	97	828	828	1	7
XBA-534	XBA	XB	534	Oscillospiraceae_bacterium_54867	8.98818769523e-05	12373	NA	NA	871	unknown strain	0.652949	0.00106562	835	828	835	800.291	1.53151e-13	SUCCESS	835	57	98	97	828	828	1	7
XBA-541	XBA	XB	541	Oscillospiraceae_bacterium_54867	0	13747	NA	NA	871	unknown strain	0.652949	0.00106562	835	828	835	800.291	1.53151e-13	SUCCESS	835	58	98	97	828	828	1	7
XBA-550	XBA	XB	550	Oscillospiraceae_bacterium_54867	0	15505	NA	NA	871	unknown strain	0.652949	0.00106562	835	828	835	800.291	1.53151e-13	SUCCESS	835	59	98	97	828	828	1	7
XBA-557	XBA	XB	557	Oscillospiraceae_bacterium_54867	0	65018	NA	NA	871	unknown strain	0.652949	0.00106562	835	828	835	800.291	1.53151e-13	SUCCESS	835	60	98	97	828	828	1	7
XBA-568	XBA	XB	568	Oscillospiraceae_bacterium_54867	0	20555	NA	NA	871	unknown strain	0.652949	0.00106562	835	828	835	800.291	1.53151e-13	SUCCESS	835	61	98	97	828	828	1	7
XBA-577	XBA	XB	577	Oscillospiraceae_bacterium_54867	0	16838	NA	NA	871	unknown strain	0.652949	0.00106562	835	828	835	800.291	1.53151e-13	SUCCESS	835	62	98	97	828	828	1	7
XBA-582	XBA	XB	582	Oscillospiraceae_bacterium_54867	0	16043	NA	NA	871	unknown strain	0.652949	0.00106562	835	828	835	800.291	1.53151e-13	SUCCESS	835	63	98	97	828	828	1	7
XBA-589	XBA	XB	589	Oscillospiraceae_bacterium_54867	0	16590	NA	NA	871	unknown strain	0.652949	0.00106562	835	828	835	800.291	1.53151e-13	SUCCESS	835	64	98	97	828	828	1	7
XBA-597	XBA	XB	597	Oscillospiraceae_bacterium_54867	1.64528197714e-05	47914	NA	NA	871	unknown strain	0.652949	0.00106562	835	828	835	800.291	1.53151e-13	SUCCESS	835	65	98	97	828	828	1	7
XBA-610	XBA	XB	610	Oscillospiraceae_bacterium_54867	0	21597	NA	NA	871	unknown strain	0.652949	0.00106562	835	828	835	800.291	1.53151e-13	SUCCESS	835	66	98	97	828	828	1	7
XBA-617	XBA	XB	617	Oscillospiraceae_bacterium_54867	0	15987	NA	NA	871	unknown strain	0.652949	0.00106562	835	828	835	800.291	1.53151e-13	SUCCESS	835	67	98	97	828	828	1	7
XBA-625	XBA	XB	625	Oscillospiraceae_bacterium_54867	0.000165819743008	19014	NA	NA	871	unknown strain	0.652949	0.00106562	835	828	835	800.291	1.53151e-13	SUCCESS	835	68	98	97	828	828	1	7
XBA-641	XBA	XB	641	Oscillospiraceae_bacterium_54867	0	15103	NA	NA	871	unknown strain	0.652949	0.00106562	835	828	835	800.291	1.53151e-13	SUCCESS	835	69	98	97	828	828	1	7
XBA-650	XBA	XB	650	Oscillospiraceae_bacterium_54867	0	12408	NA	NA	871	unknown strain	0.652949	0.00106562	835	828	835	800.291	1.53151e-13	SUCCESS	835	70	98	97	828	828	1	7
XBA-653	XBA	XB	653	Oscillospiraceae_bacterium_54867	0	13848	NA	NA	871	unknown strain	0.652949	0.00106562	835	828	835	800.291	1.53151e-13	SUCCESS	835	71	98	97	828	828	1	7
XBA-677	XBA	XB	677	Oscillospiraceae_bacterium_54867	0	11458	NA	NA	871	unknown strain	0.652949	0.00106562	835	828	835	800.291	1.53151e-13	SUCCESS	835	72	98	97	828	828	1	7
XBA-698	XBA	XB	698	Oscillospiraceae_bacterium_54867	0	26449	NA	NA	871	unknown strain	0.652949	0.00106562	835	828	835	800.291	1.53151e-13	SUCCESS	835	73	98	97	828	828	1	7
XBA-705	XBA	XB	705	Oscillospiraceae_bacterium_54867	0	14390	NA	NA	871	unknown strain	0.652949	0.00106562	835	828	835	800.291	1.53151e-13	SUCCESS	835	74	98	97	828	828	1	7
XBA-706	XBA	XB	706	Oscillospiraceae_bacterium_54867	0	6961	NA	NA	871	unknown strain	0.652949	0.00106562	835	828	835	800.291	1.53151e-13	SUCCESS	835	75	98	97	828	828	1	7
XBA-707	XBA	XB	707	Oscillospiraceae_bacterium_54867	0	12269	NA	NA	871	unknown strain	0.652949	0.00106562	835	828	835	800.291	1.53151e-13	SUCCESS	835	76	98	97	828	828	1	7
XBA-709	XBA	XB	709	Oscillospiraceae_bacterium_54867	0	12365	NA	NA	871	unknown strain	0.652949	0.00106562	835	828	835	800.291	1.53151e-13	SUCCESS	835	77	98	97	828	828	1	7
XBA-710	XBA	XB	710	Oscillospiraceae_bacterium_54867	0	15995	NA	NA	871	unknown strain	0.652949	0.00106562	835	828	835	800.291	1.53151e-13	SUCCESS	835	78	98	97	828	828	1	7
XBA-712	XBA	XB	712	Oscillospiraceae_bacterium_54867	0	11386	NA	NA	871	unknown strain	0.652949	0.00106562	835	828	835	800.291	1.53151e-13	SUCCESS	835	79	98	97	828	828	1	7
XBA-713	XBA	XB	713	Oscillospiraceae_bacterium_54867	0	13748	NA	NA	871	unknown strain	0.652949	0.00106562	835	828	835	800.291	1.53151e-13	SUCCESS	835	80	98	97	828	828	1	7
XBA-714	XBA	XB	714	Oscillospiraceae_bacterium_54867	0	18668	NA	NA	871	unknown strain	0.652949	0.00106562	835	828	835	800.291	1.53151e-13	SUCCESS	835	81	98	97	828	828	1	7
XBA-716	XBA	XB	716	Oscillospiraceae_bacterium_54867	0	13099	NA	NA	871	unknown strain	0.652949	0.00106562	835	828	835	800.291	1.53151e-13	SUCCESS	835	82	98	97	828	828	1	7
XBA-718	XBA	XB	718	Oscillospiraceae_bacterium_54867	0	15457	NA	NA	871	unknown strain	0.652949	0.00106562	835	828	835	800.291	1.53151e-13	SUCCESS	835	83	98	97	828	828	1	7
XBA-722	XBA	XB	722	Oscillospiraceae_bacterium_54867	0	11283	NA	NA	871	unknown strain	0.652949	0.00106562	835	828	835	800.291	1.53151e-13	SUCCESS	835	84	98	97	828	828	1	7
XBA-727	XBA	XB	727	Oscillospiraceae_bacterium_54867	0.000315950264077	7121	NA	NA	871	unknown strain	0.652949	0.00106562	835	828	835	800.291	1.53151e-13	SUCCESS	835	85	98	97	828	828	1	7
XBA-734	XBA	XB	734	Oscillospiraceae_bacterium_54867	0	11183	NA	NA	871	unknown strain	0.652949	0.00106562	835	828	835	800.291	1.53151e-13	SUCCESS	835	86	98	97	828	828	1	7
XBA-742	XBA	XB	742	Oscillospiraceae_bacterium_54867	0	14761	NA	NA	871	unknown strain	0.652949	0.00106562	835	828	835	800.291	1.53151e-13	SUCCESS	835	87	98	97	828	828	1	7
XBA-749	XBA	XB	749	Oscillospiraceae_bacterium_54867	0	16053	NA	NA	871	unknown strain	0.652949	0.00106562	835	828	835	800.291	1.53151e-13	SUCCESS	835	88	98	97	828	828	1	7
XBA-754	XBA	XB	754	Oscillospiraceae_bacterium_54867	0	10516	NA	NA	871	unknown strain	0.652949	0.00106562	835	828	835	800.291	1.53151e-13	SUCCESS	835	89	98	97	828	828	1	7
XBA-767	XBA	XB	767	Oscillospiraceae_bacterium_54867	0	16026	NA	NA	871	unknown strain	0.652949	0.00106562	835	828	835	800.291	1.53151e-13	SUCCESS	835	90	98	97	828	828	1	7
XBA-779	XBA	XB	779	Oscillospiraceae_bacterium_54867	0	13416	NA	NA	871	unknown strain	0.652949	0.00106562	835	828	835	800.291	1.53151e-13	SUCCESS	835	91	98	97	828	828	1	7
XBA-787	XBA	XB	787	Oscillospiraceae_bacterium_54867	0	15201	NA	NA	871	unknown strain	0.652949	0.00106562	835	828	835	800.291	1.53151e-13	SUCCESS	835	92	98	97	828	828	1	7
XBA-794	XBA	XB	794	Oscillospiraceae_bacterium_54867	0	16711	NA	NA	871	unknown strain	0.652949	0.00106562	835	828	835	800.291	1.53151e-13	SUCCESS	835	93	98	97	828	828	1	7
XBA-806	XBA	XB	806	Oscillospiraceae_bacterium_54867	0	14045	NA	NA	871	unknown strain	0.652949	0.00106562	835	828	835	800.291	1.53151e-13	SUCCESS	835	94	98	97	828	828	1	7
XBA-813	XBA	XB	813	Oscillospiraceae_bacterium_54867	9.51432114045e-05	22977	NA	NA	871	unknown strain	0.652949	0.00106562	835	828	835	800.291	1.53151e-13	SUCCESS	835	95	98	97	828	828	1	7
XBA-821	XBA	XB	821	Oscillospiraceae_bacterium_54867	0	29341	NA	NA	871	unknown strain	0.652949	0.00106562	835	828	835	800.291	1.53151e-13	SUCCESS	835	96	98	97	828	828	1	7
XBA-828	XBA	XB	828	Oscillospiraceae_bacterium_54867	0	45827	NA	NA	871	unknown strain	0.652949	0.00106562	835	828	835	800.291	1.53151e-13	SUCCESS	835	97	98	97	828	828	1	7
XBA-835	XBA	XB	835	Oscillospiraceae_bacterium_54867	0.00107845447812	23735	NA	NA	871	unknown strain	0.652949	0.00106562	835	828	835	800.291	1.53151e-13	SUCCESS	835	98	98	97	828	828	1	7
XBA-849	XBA	XB	849	Oscillospiraceae_bacterium_54867	0	13986	NA	NA	871	unknown strain	0.652949	0.00106562	835	828	835	800.291	1.53151e-13	SUCCESS	835	99	98	97	828	828	1	7
XBA-871	XBA	XB	871	Oscillospiraceae_bacterium_54867	0	10251	NA	NA	871	unknown strain	0.652949	0.00106562	835	828	835	800.291	1.53151e-13	SUCCESS	835	100	98	97	828	828	1	7
XBA-897	XBA	XB	897	Oscillospiraceae_bacterium_54867	0.00120362384097	15532	NA	NA	871	unknown strain	0.652949	0.00106562	835	828	835	800.291	1.53151e-13	SUCCESS	835	101	98	97	828	828	1	7
XBA-898	XBA	XB	898	Oscillospiraceae_bacterium_54867	0.00512379716913	16032	NA	NA	871	unknown strain	0.652949	0.00106562	835	828	835	800.291	1.53151e-13	SUCCESS	835	102	98	97	828	828	1	7
XBA-901	XBA	XB	901	Oscillospiraceae_bacterium_54867	0.00449793191366	13596	NA	NA	871	unknown strain	0.652949	0.00106562	835	828	835	800.291	1.53151e-13	SUCCESS	835	103	98	97	828	828	1	7
XBA-907	XBA	XB	907	Oscillospiraceae_bacterium_54867	0.0013898407308	16100	NA	NA	871	unknown strain	0.652949	0.00106562	835	828	835	800.291	1.53151e-13	SUCCESS	835	104	98	97	828	828	1	7
XBA-910	XBA	XB	910	Oscillospiraceae_bacterium_54867	0.000635290585929	14887	NA	NA	871	unknown strain	0.652949	0.00106562	835	828	835	800.291	1.53151e-13	SUCCESS	835	105	98	97	828	828	1	7
XBA-001	XBA	XB	1	Prevotella_oris_57058	0	103177	TRUE	TRUE	47	new species	2.88704	0.0739536	47.8247	47	48	37.9913	3.46376e-14	SUCCESS	48	1	23	19	44	47	4	4
XBA-008	XBA	XB	8	Prevotella_oris_57058	0	18657	TRUE	TRUE	47	new species	2.88704	0.0739536	47.8247	47	48	37.9913	3.46376e-14	SUCCESS	48	2	23	19	44	47	4	4
XBA-015	XBA	XB	15	Prevotella_oris_57058	0	9569	TRUE	TRUE	47	new species	2.88704	0.0739536	47.8247	47	48	37.9913	3.46376e-14	SUCCESS	48	3	23	19	44	47	4	4
XBA-022	XBA	XB	22	Prevotella_oris_57058	0	8947	TRUE	TRUE	47	new species	2.88704	0.0739536	47.8247	47	48	37.9913	3.46376e-14	SUCCESS	48	4	23	19	44	47	4	4
XBA-023	XBA	XB	23	Prevotella_oris_57058	0	8117	TRUE	TRUE	47	new species	2.88704	0.0739536	47.8247	47	48	37.9913	3.46376e-14	SUCCESS	48	5	23	19	44	47	4	4
XBA-024	XBA	XB	24	Prevotella_oris_57058	0	24527	TRUE	TRUE	47	new species	2.88704	0.0739536	47.8247	47	48	37.9913	3.46376e-14	SUCCESS	48	6	23	19	44	47	4	4
XBA-025	XBA	XB	25	Prevotella_oris_57058	0	20406	TRUE	TRUE	47	new species	2.88704	0.0739536	47.8247	47	48	37.9913	3.46376e-14	SUCCESS	48	7	23	19	44	47	4	4
XBA-026	XBA	XB	26	Prevotella_oris_57058	0	12169	TRUE	TRUE	47	new species	2.88704	0.0739536	47.8247	47	48	37.9913	3.46376e-14	SUCCESS	48	8	23	19	44	47	4	4
XBA-027	XBA	XB	27	Prevotella_oris_57058	0	12242	TRUE	TRUE	47	new species	2.88704	0.0739536	47.8247	47	48	37.9913	3.46376e-14	SUCCESS	48	9	23	19	44	47	4	4
XBA-028	XBA	XB	28	Prevotella_oris_57058	0	19366	TRUE	TRUE	47	new species	2.88704	0.0739536	47.8247	47	48	37.9913	3.46376e-14	SUCCESS	48	10	23	19	44	47	4	4
XBA-029	XBA	XB	29	Prevotella_oris_57058	0	74029	TRUE	TRUE	47	new species	2.88704	0.0739536	47.8247	47	48	37.9913	3.46376e-14	SUCCESS	48	11	23	19	44	47	4	4
XBA-030	XBA	XB	30	Prevotella_oris_57058	0	10346	TRUE	TRUE	47	new species	2.88704	0.0739536	47.8247	47	48	37.9913	3.46376e-14	SUCCESS	48	12	23	19	44	47	4	4
XBA-036	XBA	XB	36	Prevotella_oris_57058	0	31783	TRUE	TRUE	47	new species	2.88704	0.0739536	47.8247	47	48	37.9913	3.46376e-14	SUCCESS	48	13	23	19	44	47	4	4
XBA-037	XBA	XB	37	Prevotella_oris_57058	0	18316	TRUE	TRUE	47	new species	2.88704	0.0739536	47.8247	47	48	37.9913	3.46376e-14	SUCCESS	48	14	23	19	44	47	4	4
XBA-039	XBA	XB	39	Prevotella_oris_57058	0	9494	TRUE	TRUE	47	new species	2.88704	0.0739536	47.8247	47	48	37.9913	3.46376e-14	SUCCESS	48	15	23	19	44	47	4	4
XBA-040	XBA	XB	40	Prevotella_oris_57058	0	12206	TRUE	TRUE	47	new species	2.88704	0.0739536	47.8247	47	48	37.9913	3.46376e-14	SUCCESS	48	16	23	19	44	47	4	4
XBA-041	XBA	XB	41	Prevotella_oris_57058	0	6507	TRUE	TRUE	47	new species	2.88704	0.0739536	47.8247	47	48	37.9913	3.46376e-14	SUCCESS	48	17	23	19	44	47	4	4
XBA-042	XBA	XB	42	Prevotella_oris_57058	0	8473	TRUE	TRUE	47	new species	2.88704	0.0739536	47.8247	47	48	37.9913	3.46376e-14	SUCCESS	48	18	23	19	44	47	4	4
XBA-044	XBA	XB	44	Prevotella_oris_57058	0	18268	TRUE	TRUE	47	new species	2.88704	0.0739536	47.8247	47	48	37.9913	3.46376e-14	SUCCESS	48	19	23	19	44	47	4	4
XBA-045	XBA	XB	45	Prevotella_oris_57058	1.71447221347e-05	60573	TRUE	TRUE	47	new species	2.88704	0.0739536	47.8247	47	48	37.9913	3.46376e-14	SUCCESS	48	20	23	19	44	47	4	4
XBA-046	XBA	XB	46	Prevotella_oris_57058	0.000575147738626	87712	TRUE	TRUE	47	new species	2.88704	0.0739536	47.8247	47	48	37.9913	3.46376e-14	SUCCESS	48	21	23	19	44	47	4	4
XBA-047	XBA	XB	47	Prevotella_oris_57058	0.00561436236379	51761	TRUE	TRUE	47	new species	2.88704	0.0739536	47.8247	47	48	37.9913	3.46376e-14	SUCCESS	48	22	23	19	44	47	4	4
XBA-048	XBA	XB	48	Prevotella_oris_57058	0.0907582152917	97435	TRUE	TRUE	47	new species	2.88704	0.0739536	47.8247	47	48	37.9913	3.46376e-14	SUCCESS	48	23	23	19	44	47	4	4
XBA-049	XBA	XB	49	Prevotella_oris_57058	0.266744957529	109011	TRUE	TRUE	47	new species	2.88704	0.0739536	47.8247	47	48	37.9913	3.46376e-14	SUCCESS	48	24	23	19	44	47	4	4
XBA-050	XBA	XB	50	Prevotella_oris_57058	0.0167416802262	10728	TRUE	TRUE	47	new species	2.88704	0.0739536	47.8247	47	48	37.9913	3.46376e-14	SUCCESS	48	25	23	19	44	47	4	4
XBA-053	XBA	XB	53	Prevotella_oris_57058	0	133757	TRUE	TRUE	47	new species	2.88704	0.0739536	47.8247	47	48	37.9913	3.46376e-14	SUCCESS	48	26	23	19	44	47	4	4
XBA-058	XBA	XB	58	Prevotella_oris_57058	0	11407	TRUE	TRUE	47	new species	2.88704	0.0739536	47.8247	47	48	37.9913	3.46376e-14	SUCCESS	48	27	23	19	44	47	4	4
XBA-064	XBA	XB	64	Prevotella_oris_57058	0	140335	TRUE	TRUE	47	new species	2.88704	0.0739536	47.8247	47	48	37.9913	3.46376e-14	SUCCESS	48	28	23	19	44	47	4	4
XBA-106	XBA	XB	106	Prevotella_oris_57058	0	30270	TRUE	TRUE	47	new species	2.88704	0.0739536	47.8247	47	48	37.9913	3.46376e-14	SUCCESS	48	29	23	19	44	47	4	4
XBA-134	XBA	XB	134	Prevotella_oris_57058	0	28487	TRUE	TRUE	47	new species	2.88704	0.0739536	47.8247	47	48	37.9913	3.46376e-14	SUCCESS	48	30	23	19	44	47	4	4
XBA-171	XBA	XB	171	Prevotella_oris_57058	0	48800	TRUE	TRUE	47	new species	2.88704	0.0739536	47.8247	47	48	37.9913	3.46376e-14	SUCCESS	48	31	23	19	44	47	4	4
