"subject" "species_id" "kingdom" "phylum" "class" "order" "family" "genus" "species" "speciesStatusAbxAllTimepoints" "speciesStatusColonizationAllTimepoints" "timeOfRecoveryAllTimepoints" "timeOfColonizationAllTimepoints" "speciesStatusAbxKTfollowup" "speciesStatusColonizationKTfollowup" "timeOfRecoveryKTfollowup" "timeOfColonizationKTfollowup" "strainTurnover" "timeOfStrainTurnover" "speciesColonizedTransientlyMain" "speciesColonizedTransientlyAll" "sharingHhAnyTimepoint" "sharingHhPreAbx" "sharingHhPostAbx" "sharingHhMain" "sharingHhFollowup" "sharingHhPostAbxFollowup" "sharingSubjectPreAbx" "sharingSubjectPostAbx" "sharingSubjectFollowup" "sharingSubjectPostAbxFollowup" "sharingSubjectFinal"
"XEB" "Bilophila_wadsworthia_57364" "Bacteria" "delta/epsilon subdivisions" "Deltaproteobacteria" "Desulfovibrionales" "Desulfovibrionaceae" "Bilophila" "Bilophila wadsworthia" "speciesNotDisrupted" "speciesNotColonized" NA NA "speciesNotDisrupted" "speciesNotColonized" NA NA NA NA NA NA "strainsNotShared" "strainsUnknown" "speciesNotShared" "strainsUnknown" "strainsUnknown" "strainsNotShared" "strainsUnknown" "strainsUnknown" "speciesAbsent" "strainsUnknown" "speciesAbsent"
"XEB" "Blautia_wexlerae_56130" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Lachnospiraceae" "Blautia" "Blautia wexlerae" "speciesNotDisrupted" "speciesNotColonized" NA NA "speciesNotDisrupted" "speciesNotColonized" NA NA FALSE NA NA NA "strainsShared" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsShared" "strainsShared" "strainsUnknown" "strainsShared" "strainsShared" "strainsShared" "strainsUnknown"
"XEB" "Burkholderiales_bacterium_56577" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Burkholderiales" "" "" "Burkholderiales bacterium 1_1_47" "speciesNotDisrupted" "speciesNotColonized" NA NA "speciesNotDisrupted" "speciesNotColonized" NA NA NA NA NA NA "strainsUnknown" "strainsUnknown" "speciesNotShared" "strainsUnknown" "speciesNotShared" "speciesNotShared" "strainsUnknown" "strainsUnknown" "speciesAbsent" "strainsUnknown" "speciesAbsent"
"XEB" "Clostridiales_bacterium_52743" "Bacteria" "Firmicutes" "Erysipelotrichia" "Erysipelotrichales" "Erysipelotrichaceae" "Coprobacillus" "Coprobacillus sp. 3_3_56FAA" NA "followup" NA 293 NA "followup" NA 293 NA NA NA TRUE "strainsUnknown" "speciesNotShared" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "speciesAbsent" "speciesAbsent" "strainsUnknown" "strainsUnknown" "speciesAbsent"
"XEB" "Clostridiales_bacterium_56470" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "" "" "Clostridiales bacterium VE202-03" NA "speciesNotColonized" NA NA NA "speciesNotColonized" NA NA NA NA NA NA "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown"
"XEB" "Clostridiales_bacterium_61057" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "" "" "butyrate-producing bacterium SS3/4" "speciesNotDisrupted" "speciesNotColonized" NA NA "speciesNotDisrupted" "speciesNotColonized" NA NA NA NA NA NA "strainsNotShared" "strainsNotShared" "strainsUnknown" "strainsNotShared" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown"
"XEB" "Collinsella_aerofaciens_61484" "Bacteria" "Actinobacteria" "Coriobacteridae" "Coriobacterineae" "Coriobacteriaceae" "Collinsella" "Collinsella aerofaciens" NA "followup" NA 389 NA "followup" NA 389 NA NA NA FALSE "strainsUnknown" "strainsUnknown" "speciesNotShared" "strainsUnknown" "speciesNotShared" "speciesNotShared" "speciesAbsent" "speciesAbsent" "strainsUnknown" "strainsUnknown" "strainsUnknown"
"XEB" "Collinsella_sp_62205" "Bacteria" "Actinobacteria" "Coriobacteridae" "Coriobacterineae" "Coriobacteriaceae" "Collinsella" "Collinsella sp. 4_8_47FAA" NA "followup" NA 389 NA "followup" NA 389 NA NA NA FALSE "strainsUnknown" "strainsUnknown" "speciesNotShared" "strainsUnknown" "speciesNotShared" "speciesNotShared" "speciesAbsent" "speciesAbsent" "strainsUnknown" "strainsUnknown" "strainsUnknown"
"XEB" "Coprococcus_catus_62200" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Lachnospiraceae" "Coprococcus" "Coprococcus catus" NA "speciesNotColonized" NA NA NA "speciesNotColonized" NA NA NA NA NA NA "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown"
"XEB" "Coprococcus_comes_61587" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Lachnospiraceae" "Coprococcus" "Coprococcus comes" "speciesNotDisrupted" "speciesNotColonized" NA NA "speciesNotDisrupted" "speciesNotColonized" NA NA NA NA NA NA "strainsNotShared" "strainsNotShared" "strainsNotShared" "strainsNotShared" "strainsUnknown" "strainsNotShared" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown"
"XEB" "Coprococcus_eutactus_61480" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Lachnospiraceae" "Coprococcus" "Coprococcus eutactus" "speciesNotDisrupted" "speciesNotColonized" NA NA "speciesNotDisrupted" "speciesNotColonized" NA NA FALSE NA NA NA "strainsShared" "strainsShared" "speciesNotShared" "strainsShared" "speciesNotShared" "speciesNotShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared" "speciesAbsent"
"XEB" "Dorea_formicigenerans_56346" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Lachnospiraceae" "Dorea" "Dorea formicigenerans" "speciesNotDisrupted" "speciesNotColonized" NA NA "speciesNotDisrupted" "speciesNotColonized" NA NA NA NA NA NA "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown"
"XEB" "Dorea_longicatena_61473" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Lachnospiraceae" "Dorea" "Dorea longicatena" "speciesNotDisrupted" "speciesNotColonized" NA NA "speciesNotDisrupted" "speciesNotColonized" NA NA NA NA NA NA "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown"
"XEB" "Eubacterium_eligens_61678" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Eubacteriaceae" "Eubacterium" "[Eubacterium] eligens" "speciesNotDisrupted" "speciesNotColonized" NA NA "speciesNotDisrupted" "speciesNotColonized" NA NA FALSE NA NA NA "strainsNotShared" "strainsNotShared" "speciesNotShared" "strainsNotShared" "speciesNotShared" "speciesNotShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared"
"XEB" "Eubacterium_hallii_61477" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Eubacteriaceae" "Eubacterium" "[Eubacterium] hallii" NA "speciesNotColonized" NA NA NA "speciesNotColonized" NA NA NA NA NA NA "strainsNotShared" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsNotShared" "strainsNotShared" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown"
"XEB" "Eubacterium_ramulus_59802" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Eubacteriaceae" "Eubacterium" "Eubacterium ramulus" NA "speciesNotColonized" NA NA NA "speciesNotColonized" NA NA NA NA NA NA "strainsNotShared" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsNotShared" "strainsNotShared" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown"
"XEB" "Eubacterium_rectale_56927" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Eubacteriaceae" "Eubacterium" "Eubacterium rectale" "speciesNotDisrupted" "speciesNotColonized" NA NA "speciesNotDisrupted" "speciesNotColonized" NA NA FALSE NA NA NA "strainsNotShared" "strainsNotShared" "strainsNotShared" "strainsNotShared" "strainsNotShared" "strainsNotShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared"
"XEB" "Faecalibacterium_cf_62236" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" "Faecalibacterium" "Faecalibacterium prausnitzii" "speciesNotDisrupted" "speciesNotColonized" NA NA "speciesNotDisrupted" "speciesNotColonized" NA NA FALSE NA NA NA "strainsNotShared" "strainsNotShared" "speciesNotShared" "strainsNotShared" "strainsUnknown" "strainsUnknown" "strainsShared" "strainsShared" "strainsUnknown" "strainsShared" "strainsShared"
"XEB" "Faecalibacterium_prausnitzii_57453" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" "Faecalibacterium" "Faecalibacterium prausnitzii" "speciesNotDisrupted" "speciesNotColonized" NA NA "speciesNotDisrupted" "speciesNotColonized" NA NA FALSE NA NA NA "strainsNotShared" "strainsNotShared" "speciesNotShared" "strainsNotShared" "strainsUnknown" "strainsUnknown" "strainsShared" "strainsShared" "strainsUnknown" "strainsShared" "speciesAbsent"
"XEB" "Faecalibacterium_prausnitzii_61481" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" "Faecalibacterium" "Faecalibacterium prausnitzii" "speciesNotDisrupted" "speciesNotColonized" NA NA "speciesNotDisrupted" "speciesNotColonized" NA NA FALSE NA NA NA "strainsNotShared" "strainsNotShared" "speciesNotShared" "strainsNotShared" "strainsNotShared" "strainsNotShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared"
"XEB" "Faecalibacterium_prausnitzii_62201" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" "Faecalibacterium" "Faecalibacterium prausnitzii" "speciesNotDisrupted" "speciesNotColonized" NA NA "speciesNotDisrupted" "speciesNotColonized" NA NA FALSE NA NA NA "strainsShared" "strainsShared" "speciesNotShared" "strainsShared" "strainsUnknown" "strainsUnknown" "strainsShared" "strainsShared" "strainsUnknown" "strainsShared" "speciesAbsent"
"XEB" "Guyana_massiliensis_60772" "Bacteria" "" "" "" "" "" "bacterium LF-3" "speciesNotDisrupted" "speciesNotColonized" NA NA "speciesNotDisrupted" "speciesNotColonized" NA NA FALSE NA NA NA "strainsNotShared" "strainsNotShared" "speciesNotShared" "strainsNotShared" "strainsUnknown" "strainsUnknown" "strainsShared" "strainsShared" "speciesAbsent" "strainsShared" "speciesAbsent"
"XEB" "Lachnospiraceae_bacterium_51870" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Lachnospiraceae" "" "Lachnospiraceae bacterium 8_1_57FAA" "speciesNotDisrupted" "speciesNotColonized" NA NA "speciesNotDisrupted" "speciesNotColonized" NA NA FALSE NA NA NA "strainsNotShared" "speciesNotShared" "speciesNotShared" "speciesNotShared" "strainsNotShared" "strainsNotShared" "strainsUnknown" "strainsUnknown" "strainsShared" "strainsShared" "strainsUnknown"
"XEB" "Odoribacter_splanchnicus_62174" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Porphyromonadaceae" "Odoribacter" "Odoribacter splanchnicus" "speciesNotDisrupted" "speciesNotColonized" NA NA "speciesNotDisrupted" "speciesNotColonized" NA NA FALSE NA NA NA "strainsNotShared" "strainsNotShared" "speciesNotShared" "strainsNotShared" "strainsUnknown" "strainsNotShared" "strainsShared" "strainsShared" "speciesAbsent" "strainsShared" "speciesAbsent"
"XEB" "Oscillibacter_sp_60799" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Oscillospiraceae" "Oscillibacter" "Oscillibacter sp. ER4" "speciesNotDisrupted" "speciesNotColonized" NA NA "speciesNotDisrupted" "speciesNotColonized" NA NA FALSE NA NA NA "strainsNotShared" "strainsNotShared" "strainsUnknown" "strainsNotShared" "strainsUnknown" "strainsNotShared" "strainsShared" "strainsUnknown" "speciesAbsent" "strainsUnknown" "speciesAbsent"
"XEB" "Oscillospiraceae_bacterium_54867" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Oscillospiraceae" "Oscillibacter" "Oscillibacter sp. KLE 1728" NA "speciesNotColonized" NA NA NA "speciesNotColonized" NA NA NA NA NA NA "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown"
"XEB" "Parabacteroides_distasonis_56985" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Porphyromonadaceae" "Porphyromonas" "Porphyromonas sp. 31_2" "speciesNotDisrupted" "speciesNotColonized" NA NA "speciesNotDisrupted" "speciesNotColonized" NA NA FALSE NA NA NA "strainsUnknown" "strainsUnknown" "speciesNotShared" "strainsUnknown" "speciesNotShared" "speciesNotShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared"
"XEB" "Parabacteroides_johnsonii_55217" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Porphyromonadaceae" "Parabacteroides" "Parabacteroides johnsonii" NA "speciesNotColonized" NA NA NA "speciesNotColonized" NA NA NA NA NA NA "speciesNotShared" "speciesNotShared" "speciesNotShared" "speciesNotShared" "speciesNotShared" "speciesNotShared" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown"
"XEB" "Parabacteroides_merdae_56972" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Porphyromonadaceae" "Parabacteroides" "Parabacteroides merdae" "speciesNotDisrupted" "speciesNotColonized" NA NA "speciesNotDisrupted" "speciesNotColonized" NA NA FALSE NA NA NA "strainsUnknown" "strainsUnknown" "speciesNotShared" "strainsUnknown" "speciesNotShared" "speciesNotShared" "strainsShared" "strainsShared" "strainsUnknown" "strainsShared" "strainsShared"
"XEB" "Phascolarctobacterium_sp_59817" "Bacteria" "Firmicutes" "Negativicutes" "Selenomonadales" "Acidaminococcaceae" "Phascolarctobacterium" "Phascolarctobacterium sp. CAG" "speciesNotDisrupted" "speciesNotColonized" NA NA "speciesNotDisrupted" "speciesNotColonized" NA NA FALSE NA NA NA "speciesNotShared" "speciesNotShared" "speciesNotShared" "speciesNotShared" "speciesNotShared" "speciesNotShared" "strainsUnknown" "strainsUnknown" "strainsShared" "strainsShared" "strainsUnknown"
"XEB" "Roseburia_hominis_61877" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Lachnospiraceae" "Roseburia" "Roseburia hominis" "speciesNotDisrupted" "speciesNotColonized" NA NA "speciesNotDisrupted" "speciesNotColonized" NA NA FALSE NA NA NA "strainsNotShared" "strainsNotShared" "strainsNotShared" "strainsNotShared" "strainsNotShared" "strainsNotShared" "strainsUnknown" "strainsShared" "strainsShared" "strainsShared" "strainsShared"
"XEB" "Roseburia_inulinivorans_61943" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Lachnospiraceae" "Roseburia" "Roseburia inulinivorans" "speciesNotDisrupted" "speciesNotColonized" NA NA "speciesNotDisrupted" "speciesNotColonized" NA NA FALSE NA NA NA "strainsNotShared" "strainsNotShared" "strainsNotShared" "strainsNotShared" "strainsNotShared" "strainsNotShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared"
"XEB" "Ruminococcus_bicirculans_59300" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" "Ruminococcus" "Ruminococcus bicirculans" "speciesNotDisrupted" "speciesNotColonized" NA NA "speciesNotDisrupted" "speciesNotColonized" NA NA FALSE NA NA NA "strainsNotShared" "strainsNotShared" "speciesNotShared" "strainsNotShared" "speciesNotShared" "speciesNotShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared"
"XEB" "Ruminococcus_bromii_62047" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" "Ruminococcus" "Ruminococcus bromii" "speciesNotDisrupted" "speciesNotColonized" NA NA "speciesNotDisrupted" "speciesNotColonized" NA NA FALSE NA NA NA "strainsUnknown" "speciesNotShared" "speciesNotShared" "speciesNotShared" "strainsUnknown" "strainsUnknown" "strainsShared" "strainsShared" "speciesAbsent" "strainsShared" "speciesAbsent"
"XEB" "Ruminococcus_callidus_61479" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" "Ruminococcus" "Ruminococcus callidus" "speciesNotDisrupted" "speciesNotColonized" NA NA "speciesNotDisrupted" "speciesNotColonized" NA NA FALSE NA NA NA "speciesNotShared" "speciesNotShared" "speciesNotShared" "speciesNotShared" "speciesNotShared" "speciesNotShared" "strainsShared" "strainsShared" "speciesAbsent" "strainsShared" "speciesAbsent"
"XEB" "Ruminococcus_gnavus_57638" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Lachnospiraceae" "" "Lachnospiraceae bacterium 2_1_58FAA" NA "speciesNotColonized" NA NA NA "speciesNotColonized" NA NA NA NA NA NA "strainsUnknown" "speciesNotShared" "speciesNotShared" "speciesNotShared" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown"
"XEB" "Ruminococcus_lactaris_55568" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" "Ruminococcus" "Ruminococcus lactaris" "speciesNotDisrupted" "speciesNotColonized" NA NA "speciesNotDisrupted" "speciesNotColonized" NA NA FALSE NA NA NA "speciesNotShared" "speciesNotShared" "speciesNotShared" "speciesNotShared" "speciesNotShared" "speciesNotShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared"
"XEB" "Ruminococcus_obeum_61472" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Lachnospiraceae" "Blautia" "[Ruminococcus] obeum" "speciesNotDisrupted" "speciesNotColonized" NA NA "speciesNotDisrupted" "speciesNotColonized" NA NA NA NA NA NA "strainsNotShared" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsNotShared" "strainsNotShared" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown"
"XEB" "Ruminococcus_sp_55468" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Lachnospiraceae" "Blautia" "Blautia sp. KLE 1732" NA "speciesNotColonized" NA NA NA "speciesNotColonized" NA NA NA NA NA NA "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown"
"XEB" "Ruminococcus_torques_62045" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Lachnospiraceae" "Blautia" "[Ruminococcus] torques" "speciesNotDisrupted" "speciesNotColonized" NA NA "speciesNotDisrupted" "speciesNotColonized" NA NA NA NA NA NA "strainsNotShared" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsNotShared" "strainsNotShared" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown"
"XEB" "Streptococcus_thermophilus_54772" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Streptococcaceae" "Streptococcus" "Streptococcus thermophilus" NA "speciesNotColonized" NA NA NA "speciesNotColonized" NA NA NA NA NA NA "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown"
"XEB" "Subdoligranulum_sp_62068" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" "Subdoligranulum" "Subdoligranulum sp. 4_3_54A2FAA" NA "speciesNotColonized" NA NA NA "speciesNotColonized" NA NA NA NA NA NA "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown"
"XEB" "Sutterella_wadsworthensis_56828" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Burkholderiales" "Sutterellaceae" "Sutterella" "Sutterella wadsworthensis" "speciesNotDisrupted" "speciesNotColonized" NA NA "speciesNotDisrupted" "speciesNotColonized" NA NA FALSE NA NA NA "strainsNotShared" "strainsNotShared" "speciesNotShared" "strainsNotShared" "speciesNotShared" "speciesNotShared" "strainsShared" "strainsShared" "speciesAbsent" "strainsShared" "speciesAbsent"
"XFA" "Adlercreutzia_equolifaciens_60310" "Bacteria" "Actinobacteria" "Coriobacteridae" "Coriobacterineae" "Coriobacteriaceae" "Adlercreutzia" "Adlercreutzia equolifaciens" "speciesNotDisrupted" "speciesNotColonized" NA NA NA NA NA NA NA NA NA NA "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown"
"XFA" "Akkermansia_muciniphila_55290" "Bacteria" "Verrucomicrobia" "Verrucomicrobiae" "Verrucomicrobiales" "Verrucomicrobiaceae" "Akkermansia" "Akkermansia muciniphila" "speciesNotRecovered" "speciesNotColonized" NA NA "speciesNotRecovered" "speciesNotColonized" NA NA NA NA NA NA "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "speciesAbsent" "strainsUnknown" "speciesAbsent"
"XFA" "Alistipes_finegoldii_56071" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Rikenellaceae" "Alistipes" "Alistipes sp. HGB5" "speciesNotRecovered" "speciesNotColonized" NA NA "speciesNotRecovered" "speciesNotColonized" NA NA FALSE NA NA NA "strainsNotShared" "strainsNotShared" "strainsUnknown" "strainsNotShared" "strainsUnknown" "strainsUnknown" "strainsShared" "speciesAbsent" "speciesAbsent" "speciesAbsent" "speciesAbsent"
"XFA" "Alistipes_onderdonkii_55464" "" "" "" "" "" "" "" "speciesNotRecovered" "speciesNotColonized" NA NA "speciesNotRecovered" "speciesNotColonized" NA NA FALSE NA NA NA "strainsShared" "strainsShared" "strainsUnknown" "strainsShared" "strainsUnknown" "strainsUnknown" "strainsShared" "speciesAbsent" "speciesAbsent" "speciesAbsent" "speciesAbsent"
"XFA" "Alistipes_putredinis_61533" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Rikenellaceae" "Alistipes" "Alistipes putredinis" "speciesRecoveredMain" "speciesNotColonized" 44 NA "speciesRecoveredMain" "speciesNotColonized" 64 NA FALSE NA NA NA "strainsShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared"
"XFA" "Alistipes_senegalensis_58364" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Rikenellaceae" "Alistipes" "Alistipes senegalensis" "speciesNotRecovered" "speciesNotColonized" NA NA "speciesNotRecovered" "speciesNotColonized" NA NA NA NA NA NA "strainsShared" "strainsShared" "strainsUnknown" "strainsShared" "strainsUnknown" "strainsUnknown" "strainsUnknown" "speciesAbsent" "speciesAbsent" "speciesAbsent" "speciesAbsent"
"XFA" "Alistipes_shahii_62199" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Rikenellaceae" "Alistipes" "Alistipes shahii" "speciesNotRecovered" "speciesNotColonized" NA NA "speciesNotRecovered" "speciesNotColonized" NA NA FALSE NA NA NA "strainsNotShared" "strainsNotShared" "strainsUnknown" "strainsNotShared" "strainsUnknown" "strainsUnknown" "strainsShared" "speciesAbsent" "speciesAbsent" "speciesAbsent" "speciesAbsent"
"XFA" "Anaerostipes_hadrus_55206" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "" "" "butyrate-producing bacterium SSC/2" "speciesNotDisrupted" "speciesNotColonized" NA NA "speciesNotDisrupted" "speciesNotColonized" NA NA FALSE NA NA NA "strainsNotShared" "strainsNotShared" "strainsNotShared" "strainsNotShared" "strainsNotShared" "strainsNotShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared"
"XFA" "Bacteroides_acidifaciens_59693" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Bacteroidaceae" "Bacteroides" "Bacteroides acidifaciens" NA "speciesNotColonized" NA NA NA "speciesNotColonized" NA NA NA NA NA NA "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown"
"XFA" "Bacteroides_caccae_53434" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Bacteroidaceae" "Bacteroides" "Bacteroides caccae" "speciesRecoveredMain" "speciesNotColonized" 39 NA "speciesRecoveredMain" "speciesNotColonized" 64 NA FALSE NA NA NA "strainsNotShared" "strainsNotShared" "strainsNotShared" "strainsNotShared" "strainsNotShared" "strainsNotShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared"
"XFA" "Bacteroides_cellulosilyticus_58046" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Bacteroidaceae" "Bacteroides" "Bacteroides cellulosilyticus" "speciesNotDisrupted" "speciesNotColonized" NA NA "speciesNotDisrupted" "speciesNotColonized" NA NA FALSE NA NA NA "strainsNotShared" "strainsNotShared" "strainsNotShared" "strainsNotShared" "strainsNotShared" "strainsNotShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared"
"XFA" "Bacteroides_fragilis_54507" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Bacteroidaceae" "Bacteroides" "Bacteroides fragilis" "speciesRecoveredFollowup" "speciesNotColonized" 242 NA "speciesRecoveredFollowup" "speciesNotColonized" 242 NA FALSE NA NA NA "strainsUnknown" "speciesNotShared" "speciesNotShared" "speciesNotShared" "strainsUnknown" "strainsUnknown" "strainsUnknown" "speciesAbsent" "strainsShared" "strainsShared" "strainsUnknown"
"XFA" "Bacteroides_intestinalis_61596" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Bacteroidaceae" "Bacteroides" "Bacteroides intestinalis" "speciesNotDisrupted" "speciesNotColonized" NA NA "speciesNotDisrupted" "speciesNotColonized" NA NA NA NA NA NA "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown"
"XFA" "Bacteroides_nordii_55557" "" "" "" "" "" "" "" "speciesNotRecovered" "speciesNotColonized" NA NA "speciesNotRecovered" "speciesNotColonized" NA NA NA NA NA NA "strainsNotShared" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "speciesAbsent" "speciesAbsent" "speciesAbsent" "speciesAbsent"
