subject species_id maxRelAbundance speciesSharedHhAnyTimepointPresence speciesSharedHhPreAbxPresence speciesSharedHhPostAbxPresence speciesSharedHhMainStudyPresence speciesSharedHhFollowupPresence speciesSharedHhAnyTimepointLOD speciesSharedHhPreAbxLOD speciesSharedHhPostAbxLOD speciesSharedHhMainStudyLOD speciesSharedHhFollowupLOD
XCB Ruminococcus_torques_62045 0.00361477020086 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XCB Subdoligranulum_sp_62068 0.00112089993375 TRUE TRUE TRUE TRUE TRUE FALSE FALSE FALSE FALSE FALSE
XCB Sutterella_wadsworthensis_62218 0.0443563819453 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE
XDA Adlercreutzia_equolifaciens_60310 0.00591595544856 TRUE TRUE TRUE TRUE TRUE TRUE FALSE FALSE FALSE TRUE
XDA Akkermansia_muciniphila_55290 0.0622415919341 TRUE FALSE TRUE TRUE TRUE TRUE FALSE TRUE TRUE TRUE
XDA Alistipes_finegoldii_56071 0.0916925121198 TRUE FALSE FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE
XDA Alistipes_indistinctus_62207 0.0270111974664 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XDA Alistipes_onderdonkii_55464 0.190517170636 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE
XDA Alistipes_putredinis_61533 0.137425749225 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XDA Alistipes_shahii_62199 0.0223284350385 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XDA Alistipes_sp_59510 0.0105746185389 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE
XDA Anaerostipes_hadrus_55206 0.0200755098575 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XDA Bacteroides_acidifaciens_59693 0.00385191009611 TRUE TRUE TRUE TRUE TRUE TRUE FALSE FALSE FALSE TRUE
XDA Bacteroides_caccae_53434 0.0174173075459 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XDA Bacteroides_cellulosilyticus_58046 0.00304273263298 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XDA Bacteroides_clarus_62282 0.11281352807 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XDA Bacteroides_faecis_58503 0.00398930610886 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XDA Bacteroides_finegoldii_57739 0.00321740918975 TRUE TRUE TRUE TRUE TRUE FALSE FALSE FALSE FALSE FALSE
XDA Bacteroides_fragilis_54507 0.165078998127 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XDA Bacteroides_ovatus_58035 0.673765320087 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XDA Bacteroides_rodentium_59708 0.115495747637 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XDA Bacteroides_salyersiae_54873 0.0149056694874 TRUE TRUE TRUE TRUE TRUE FALSE FALSE FALSE FALSE FALSE
XDA Bacteroides_sartorii_54642 0.00720569769659 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XDA Bacteroides_thetaiotaomicron_56941 0.25405489769 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XDA Bacteroides_uniformis_57318 0.411802716367 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XDA Bacteroides_vulgatus_57955 0.237188968548 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XDA Bacteroides_xylanisolvens_57185 0.0651867579104 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XDA Bifidobacterium_adolescentis_56815 0.0454259433069 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE
XDA Bifidobacterium_catenulatum_58257 0.00201139239725 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE
XDA Bifidobacterium_longum_57796 0.0528139470151 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XDA Bifidobacterium_pseudocatenulatum_57754 0.0101877035938 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE
XDA Bilophila_wadsworthia_57364 0.00597760839798 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XDA Blautia_wexlerae_56130 0.0598068334116 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XDA Catenibacterium_mitsuokai_61547 0.00461545366957 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE
XDA Clostridiaceae_bacterium_58376 0.00107703343833 TRUE TRUE TRUE TRUE TRUE TRUE FALSE FALSE FALSE TRUE
XDA Clostridiales_bacterium_52743 0.00769505209667 TRUE TRUE TRUE TRUE TRUE TRUE FALSE FALSE FALSE TRUE
XDA Clostridiales_bacterium_52957 0.00123350466478 TRUE TRUE TRUE TRUE TRUE FALSE FALSE FALSE FALSE FALSE
XDA Clostridiales_bacterium_55367 0.00285733490376 TRUE TRUE TRUE TRUE TRUE FALSE FALSE FALSE FALSE FALSE
XDA Clostridiales_bacterium_56470 0.032736449494 TRUE TRUE TRUE TRUE TRUE TRUE FALSE FALSE FALSE TRUE
XDA Clostridiales_bacterium_58120 0.00147846389909 TRUE TRUE TRUE TRUE TRUE TRUE TRUE FALSE TRUE TRUE
XDA Clostridiales_bacterium_61057 0.0153189815723 TRUE TRUE TRUE TRUE TRUE TRUE TRUE FALSE TRUE TRUE
XDA Clostridium_bolteae_57158 0.0031806680021 TRUE TRUE TRUE TRUE TRUE TRUE TRUE FALSE TRUE TRUE
XDA Clostridium_hathewayi_55515 0.00214108165653 TRUE TRUE TRUE TRUE TRUE FALSE FALSE FALSE FALSE FALSE
XDA Clostridium_hathewayi_62211 0.00165650657499 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE
XDA Clostridium_leptum_61499 0.014218662343 TRUE TRUE TRUE TRUE TRUE FALSE FALSE FALSE FALSE FALSE
XDA Clostridium_sp_61482 0.0739416370831 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE
XDA Clostridium_symbiosum_54029 0.00111371710432 TRUE TRUE TRUE TRUE TRUE FALSE FALSE FALSE FALSE FALSE
XDA Collinsella_aerofaciens_61484 0.0353779078213 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE
XDA Collinsella_sp_62205 0.0663246837092 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE
XDA Coprococcus_catus_62200 0.00549404314271 TRUE TRUE TRUE TRUE TRUE TRUE FALSE FALSE FALSE TRUE
XDA Coprococcus_comes_61587 0.0127571332273 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE
XDA Coprococcus_sp_62244 0.0226621086853 TRUE FALSE TRUE TRUE FALSE FALSE FALSE FALSE FALSE FALSE
XDA Dialister_invisus_61905 0.0341062063301 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE
XDA Dorea_formicigenerans_56346 0.01439503036 TRUE TRUE TRUE TRUE TRUE TRUE FALSE TRUE TRUE TRUE
XDA Dorea_longicatena_59913 0.00389124950688 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE
XDA Dorea_longicatena_61473 0.0310782882966 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XDA Enterobacter_cloacae_55612 0.00216883689597 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE
XDA Escherichia_coli_58110 0.0174647692182 TRUE FALSE FALSE FALSE TRUE TRUE FALSE FALSE FALSE TRUE
XDA Escherichia_fergusonii_56914 0.00303954950599 TRUE FALSE FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE
XDA Eubacterium_biforme_61684 0.00614164648885 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE
XDA Eubacterium_dolichum_61501 0.00146663701122 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE
XDA Eubacterium_eligens_61678 0.0562241893541 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XDA Eubacterium_hallii_61477 0.012498815894 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XDA Eubacterium_ramulus_59802 0.0399815368603 TRUE TRUE TRUE TRUE TRUE TRUE FALSE FALSE FALSE TRUE
XDA Eubacterium_rectale_56927 0.233631481329 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XDA Eubacterium_ventriosum_61474 0.0244408123212 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE
XDA Faecalibacterium_cf_62236 0.048421284515 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XDA Faecalibacterium_prausnitzii_57453 0.0335074914515 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XDA Faecalibacterium_prausnitzii_61481 0.0188024541702 TRUE TRUE TRUE TRUE TRUE FALSE FALSE FALSE FALSE FALSE
XDA Faecalibacterium_prausnitzii_62201 0.0964722940202 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XDA Guyana_massiliensis_60772 0.034424569391 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XDA Haemophilus_parainfluenzae_57123 0.00131088515549 TRUE TRUE TRUE TRUE TRUE FALSE FALSE FALSE FALSE FALSE
XDA Haemophilus_parainfluenzae_62356 0.00265848282428 TRUE TRUE TRUE TRUE TRUE FALSE FALSE FALSE FALSE FALSE
XDA Haemophilus_parainfluenzae_62468 0.00247843455592 TRUE TRUE TRUE TRUE TRUE FALSE FALSE FALSE FALSE FALSE
XDA Lachnospiraceae_bacterium_51870 0.00682783297722 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XDA Lachnospiraceae_bacterium_56833 0.00220254739246 TRUE TRUE TRUE TRUE TRUE FALSE FALSE FALSE FALSE FALSE
XDA Lactobacillus_paracasei_55666 0.00340008609562 TRUE FALSE FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE
XDA Odoribacter_splanchnicus_62174 0.0104257165841 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XDA Oscillibacter_sp_60799 0.020046675403 TRUE FALSE FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE
XDA Oscillospiraceae_bacterium_54867 0.00154179771032 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XDA Parabacteroides_distasonis_56985 0.0146320946955 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XDA Parabacteroides_johnsonii_55217 0.0094434157302 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XDA Paraprevotella_clara_33712 0.0676954030108 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE
XDA Paraprevotella_xylaniphila_62280 0.00452719667271 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE
XDA Phascolarctobacterium_sp_59817 0.00203034606869 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE
XDA Prevotella_copri_61740 0.512666640139 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE
XDA Roseburia_hominis_61877 0.0596636403747 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XDA Roseburia_intestinalis_56239 0.0525627999772 TRUE FALSE TRUE TRUE FALSE FALSE FALSE FALSE FALSE FALSE
XDA Roseburia_inulinivorans_61943 0.012667577191 TRUE TRUE TRUE TRUE TRUE TRUE FALSE FALSE FALSE TRUE
XDA Ruminococcus_bicirculans_59300 0.0189449616212 TRUE TRUE TRUE TRUE TRUE TRUE FALSE TRUE TRUE TRUE
XDA Ruminococcus_callidus_61479 0.0415490681108 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE
XDA Ruminococcus_gnavus_57638 0.00197615843606 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XDA Ruminococcus_lactaris_55568 0.00132017987766 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XDA Ruminococcus_obeum_61472 0.0073568169829 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XDA Ruminococcus_obeum_62046 0.00137709353092 TRUE TRUE TRUE TRUE TRUE FALSE FALSE FALSE FALSE FALSE
XDA Ruminococcus_sp_55468 0.0553197192578 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XDA Ruminococcus_sp_58571 0.00105845149626 TRUE TRUE TRUE TRUE TRUE TRUE FALSE FALSE FALSE TRUE
XDA Ruminococcus_torques_62045 0.0796400592707 TRUE FALSE FALSE FALSE TRUE TRUE FALSE FALSE FALSE TRUE
XDA Streptococcus_salivarius_58037 0.00176317998519 TRUE TRUE TRUE TRUE TRUE TRUE FALSE FALSE FALSE TRUE
XDA Streptococcus_thermophilus_54772 0.0057805416406 TRUE TRUE TRUE TRUE TRUE TRUE FALSE FALSE FALSE TRUE
XDA Subdoligranulum_sp_62068 0.00518634559849 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XDA Sutterella_wadsworthensis_56828 0.0206648665659 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE
XDA Sutterella_wadsworthensis_62218 0.0356993453049 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE
XDB Adlercreutzia_equolifaciens_60310 0.00345578244536 TRUE TRUE TRUE TRUE TRUE TRUE FALSE TRUE TRUE TRUE
XDB Akkermansia_muciniphila_55290 0.0388706482089 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XDB Alistipes_indistinctus_62207 0.00173012896412 TRUE TRUE TRUE TRUE FALSE TRUE TRUE FALSE TRUE FALSE
XDB Alistipes_putredinis_61533 0.118004832457 TRUE TRUE TRUE TRUE TRUE TRUE TRUE FALSE TRUE TRUE
XDB Alistipes_shahii_62199 0.0508479554143 TRUE TRUE TRUE TRUE TRUE TRUE TRUE FALSE TRUE FALSE
XDB Anaerostipes_hadrus_55206 0.023531102077 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XDB Bacteroidales_bacterium_58650 0.00451384468919 TRUE TRUE FALSE TRUE FALSE FALSE FALSE FALSE FALSE FALSE
XDB Bacteroides_acidifaciens_59693 0.00124821118668 TRUE TRUE TRUE TRUE TRUE TRUE FALSE TRUE TRUE TRUE
XDB Bacteroides_caccae_53434 0.0235269922645 TRUE TRUE TRUE TRUE TRUE TRUE TRUE FALSE TRUE TRUE
XDB Bacteroides_cellulosilyticus_58046 0.0921860551001 TRUE TRUE FALSE TRUE TRUE TRUE TRUE FALSE TRUE FALSE
XDB Bacteroides_clarus_62282 0.120869875553 TRUE FALSE FALSE FALSE TRUE TRUE FALSE FALSE FALSE TRUE
XDB Bacteroides_faecis_58503 0.0633627728795 TRUE TRUE TRUE TRUE TRUE TRUE FALSE TRUE TRUE FALSE
XDB Bacteroides_fragilis_54507 0.0701134843614 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XDB Bacteroides_intestinalis_61596 0.0344799279374 TRUE TRUE FALSE TRUE FALSE FALSE FALSE FALSE FALSE FALSE
XDB Bacteroides_nordii_55557 0.0106173853779 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE
XDB Bacteroides_ovatus_58035 0.032676808827 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XDB Bacteroides_rodentium_59708 0.0560283254681 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XDB Bacteroides_sartorii_54642 0.00301367681775 TRUE TRUE TRUE TRUE TRUE TRUE TRUE FALSE TRUE TRUE
XDB Bacteroides_thetaiotaomicron_56941 0.0700419407584 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XDB Bacteroides_uniformis_57318 0.201714665302 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XDB Bacteroides_vulgatus_57955 0.155753763748 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XDB Bacteroides_xylanisolvens_57185 0.0187460243817 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XDB Bifidobacterium_animalis_58116 0.0016139891768 TRUE TRUE TRUE TRUE TRUE FALSE FALSE FALSE FALSE FALSE
XDB Bifidobacterium_longum_57796 0.0224680970204 TRUE TRUE TRUE TRUE TRUE TRUE FALSE TRUE TRUE TRUE
XDB Bilophila_wadsworthia_57364 0.00545674741813 TRUE TRUE FALSE TRUE TRUE TRUE TRUE FALSE TRUE TRUE
XDB Blautia_wexlerae_56130 0.0316544820347 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XDB Butyricimonas_virosa_58742 0.00149699767296 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE
XDB Clostridiaceae_bacterium_58376 0.00538107526464 TRUE FALSE FALSE FALSE TRUE TRUE FALSE FALSE FALSE TRUE
XDB Clostridiales_bacterium_52743 0.00166084553643 TRUE TRUE TRUE TRUE TRUE TRUE FALSE TRUE TRUE FALSE
XDB Clostridiales_bacterium_56470 0.00910708615636 TRUE TRUE TRUE TRUE TRUE TRUE FALSE TRUE TRUE TRUE
XDB Clostridiales_bacterium_58120 0.00307891037167 TRUE FALSE TRUE TRUE TRUE TRUE FALSE TRUE TRUE TRUE
XDB Clostridiales_bacterium_59664 0.00158722362867 TRUE TRUE TRUE TRUE TRUE FALSE FALSE FALSE FALSE FALSE
XDB Clostridiales_bacterium_61057 0.00304630455177 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XDB Clostridium_bolteae_57158 0.0032475768538 TRUE TRUE TRUE TRUE TRUE TRUE FALSE TRUE TRUE TRUE
XDB Clostridium_cf_54592 0.00166313687748 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE
XDB Coprobacter_fastidiosus_56550 0.0165001783673 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE
XDB Coprococcus_catus_62200 0.00229775300645 TRUE TRUE TRUE TRUE TRUE TRUE FALSE TRUE TRUE TRUE
XDB Coriobacteriaceae_bacterium_58649 0.00381249742334 TRUE TRUE TRUE TRUE TRUE FALSE FALSE FALSE FALSE FALSE
XDB Dorea_formicigenerans_56346 0.00478953875455 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XDB Dorea_longicatena_61473 0.015638110004 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XDB Eggerthella_lenta_56463 0.00405776143325 TRUE TRUE FALSE TRUE TRUE FALSE FALSE FALSE FALSE FALSE
XDB Escherichia_coli_58110 0.00152192568542 TRUE TRUE FALSE TRUE TRUE TRUE TRUE FALSE TRUE TRUE
XDB Eubacterium_eligens_61678 0.0552757677434 TRUE TRUE TRUE TRUE FALSE TRUE TRUE FALSE TRUE FALSE
XDB Eubacterium_hallii_61477 0.00343913682373 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XDB Eubacterium_ramulus_59802 0.00295351737575 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XDB Eubacterium_rectale_56927 0.115083854283 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XDB Eubacterium_siraeum_57634 0.221433247622 TRUE FALSE FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE
XDB Faecalibacterium_cf_62236 0.0118293155486 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XDB Faecalibacterium_prausnitzii_57453 0.0251922918019 TRUE TRUE FALSE TRUE TRUE TRUE TRUE FALSE TRUE TRUE
XDB Faecalibacterium_prausnitzii_62201 0.12554971696 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XDB Guyana_massiliensis_60772 0.0181376007859 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XDB Intestinimonas_butyriciproducens_60001 0.00741760500224 TRUE TRUE FALSE TRUE TRUE FALSE FALSE FALSE FALSE FALSE
XDB Lachnospiraceae_bacterium_51870 0.0131049005926 TRUE TRUE FALSE TRUE TRUE TRUE FALSE FALSE FALSE TRUE
XDB Lactobacillus_rhamnosus_57549 0.00105158755799 TRUE TRUE TRUE TRUE TRUE FALSE FALSE FALSE FALSE FALSE
XDB Odoribacter_splanchnicus_62174 0.00978165807863 TRUE TRUE TRUE TRUE FALSE TRUE TRUE FALSE TRUE FALSE
XDB Oscillospiraceae_bacterium_54867 0.00533388675814 TRUE TRUE FALSE TRUE TRUE TRUE FALSE FALSE TRUE FALSE
XDB Parabacteroides_distasonis_56985 0.0226482596216 TRUE TRUE FALSE TRUE TRUE TRUE TRUE FALSE TRUE TRUE
XDB Parabacteroides_gordonii_58986 0.00135896226599 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE
XDB Parabacteroides_johnsonii_55217 0.0176227622207 TRUE TRUE FALSE TRUE TRUE TRUE TRUE FALSE TRUE TRUE
XDB Roseburia_hominis_61877 0.0287235916604 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XDB Roseburia_inulinivorans_61943 0.00261923927368 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XDB Ruminococcaceae_bacterium_61777 0.00435701884204 TRUE FALSE FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE
XDB Ruminococcus_bicirculans_59300 0.0385638848408 TRUE FALSE FALSE FALSE TRUE TRUE FALSE FALSE FALSE TRUE
XDB Ruminococcus_bromii_62047 0.0159464107721 TRUE TRUE FALSE TRUE FALSE FALSE FALSE FALSE FALSE FALSE
XDB Ruminococcus_gnavus_57638 0.0100487594835 TRUE TRUE TRUE TRUE TRUE TRUE FALSE TRUE TRUE TRUE
XDB Ruminococcus_lactaris_55568 0.00915214351595 TRUE FALSE TRUE TRUE TRUE TRUE FALSE FALSE FALSE TRUE
XDB Ruminococcus_obeum_61472 0.0151185667151 TRUE TRUE TRUE TRUE TRUE TRUE TRUE FALSE TRUE TRUE
XDB Ruminococcus_sp_55468 0.00675476253153 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XDB Ruminococcus_sp_58571 0.003375791403 TRUE TRUE TRUE TRUE TRUE TRUE FALSE FALSE TRUE FALSE
XDB Ruminococcus_torques_62045 0.0122728275318 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XDB Streptococcus_gallolyticus_57748 0.0101964686799 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE
XDB Streptococcus_salivarius_58037 0.00151989288615 TRUE TRUE TRUE TRUE TRUE TRUE FALSE FALSE FALSE TRUE
XDB Streptococcus_thermophilus_54772 0.0115085596858 TRUE TRUE TRUE TRUE TRUE TRUE TRUE FALSE TRUE TRUE
XDB Subdoligranulum_sp_62068 0.00853184840883 TRUE TRUE TRUE TRUE TRUE TRUE FALSE TRUE TRUE TRUE
XEA Actinomyces_urogenitalis_53864 0.00664781371929 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE
XEA Adlercreutzia_equolifaciens_60310 0.00633488229383 TRUE TRUE TRUE TRUE TRUE TRUE FALSE TRUE TRUE TRUE
XEA Akkermansia_muciniphila_55290 0.234362115891 TRUE TRUE TRUE TRUE FALSE TRUE TRUE TRUE TRUE FALSE
XEA Alistipes_finegoldii_56071 0.00443090882687 TRUE TRUE TRUE TRUE FALSE TRUE TRUE TRUE TRUE FALSE
XEA Alistipes_onderdonkii_55464 0.231815280229 TRUE TRUE TRUE TRUE FALSE TRUE TRUE TRUE TRUE FALSE
XEA Alistipes_putredinis_61533 0.0112594534526 TRUE TRUE TRUE TRUE FALSE TRUE TRUE TRUE TRUE FALSE
XEA Alistipes_senegalensis_58364 0.00151048939242 TRUE TRUE FALSE TRUE FALSE FALSE FALSE FALSE FALSE FALSE
XEA Alistipes_shahii_62199 0.00368972219095 TRUE TRUE TRUE TRUE FALSE TRUE TRUE TRUE TRUE FALSE
XEA Alistipes_sp_59510 0.00786922517229 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE
XEA Anaerostipes_hadrus_55206 0.0202149147511 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XEA Bacillus_thermoamylovorans_61325 0.00159272346131 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE
XEA Bacteroidales_bacterium_58650 0.0229219218741 TRUE TRUE TRUE TRUE FALSE TRUE TRUE TRUE TRUE FALSE
XEA Bacteroides_acidifaciens_59693 0.00665905795902 TRUE TRUE TRUE TRUE TRUE FALSE FALSE FALSE FALSE FALSE
XEA Bacteroides_caccae_53434 0.00615855525135 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XEA Bacteroides_finegoldii_57739 0.00514363156789 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XEA Bacteroides_massiliensis_44749 0.0406766961145 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XEA Bacteroides_ovatus_58035 0.734921668655 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XEA Bacteroides_rodentium_59708 0.0467654799022 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XEA Bacteroides_sartorii_54642 0.00231003182467 TRUE TRUE TRUE TRUE TRUE FALSE FALSE FALSE FALSE FALSE
XEA Bacteroides_stercoris_56735 0.00471057696654 TRUE TRUE TRUE TRUE TRUE FALSE FALSE FALSE FALSE FALSE
XEA Bacteroides_thetaiotaomicron_56941 0.00242815588837 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XEA Bacteroides_uniformis_57318 0.207730986092 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XEA Bacteroides_vulgatus_57955 0.274418803906 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XEA Bacteroides_xylanisolvens_57185 0.134317698525 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XEA Barnesiella_intestinihominis_62208 0.0171891460924 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XEA Bifidobacterium_adolescentis_56815 0.0196341527951 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE
XEA Bifidobacterium_animalis_58116 0.00194236332506 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE
XEA Bifidobacterium_dentium_55719 0.055661998495 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE
