genome_id	genome_name	rep_genome	length	contigs	species_id
1267364.3	Mycobacterium tuberculosis TKK-01-0080	0	4402947	16	Mycobacterium_tuberculosis_57439
126738.3	Thermotoga sp. RQ7	0	1851618	1	Thermotoga_neapolitana_53289
126740.6	Thermotoga sp. RQ2	0	1877693	0	Thermotoga_sp_57715
1267533.3	Acidobacteriaceae bacterium KBS 83	1	6247660	24	Acidobacteriaceae_bacterium_59850
1267534.3	Acidobacteriaceae bacterium KBS 89	1	6008759	13	Acidobacteriaceae_bacterium_59851
1267535.3	Acidobacteriaceae bacterium KBS 96	1	6685036	13	Acidobacteriaceae_bacterium_59852
1267547.3	Bacillus subtilis MB73/2	0	4160065	13	Bacillus_subtilis_58172
1267577.3	Candidatus Kinetoplastibacterium crithidii (ex Angomonas deanei ATCC 30255)	0	821813	0	Kinetoplastibacterium_crithidii_49839
1267580.3	Anoxybacillus flavithermus TNO-09.006	1	2651725	68	Anoxybacillus_flavithermus_59853
1267600.3	Pantoea sp. IMH	1	4089564	7	Pantoea_sp_59854
1267753.3	Salmonella enterica subsp. enterica serovar Javiana str. CFSAN001992	0	4675267	0	Salmonella_enterica_58156
1267754.3	Corynebacterium urealyticum DSM 7111	1	2316065	0	Corynebacterium_urealyticum_55994
1267897.3	Klebsiella pneumoniae hvKP1	0	5342107	211	Klebsiella_pneumoniae_54788
1267973.3	Arthrobacter sp. H5	1	4287721	367	Arthrobacter_sp_59855
1267981.3	Arthrobacter sp. H20	1	3413467	240	Arthrobacter_sp_59856
1268061.3	Streptococcus thermophilus DGCC7710	0	1793297	16	Streptococcus_thermophilus_54772
1268068.3	Pseudomonas sp. G5(2012)	1	7186858	209	Pseudomonas_sp_59857
1268072.3	Paenibacillus sabinae T27	1	5270570	1	Paenibacillus_sabinae_59858
1268074.3	Aeromonas hydrophila 14	0	4663361	66	Aeromonas_hydrophila_57540
1268075.3	Aeromonas hydrophila 113	1	4669048	39	Aeromonas_hydrophila_57540
1268076.3	Aeromonas hydrophila 173	0	4777705	68	Aeromonas_hydrophila_57540
1268077.3	Aeromonas hydrophila 187	0	4775666	53	Aeromonas_hydrophila_57540
1268078.3	Aeromonas hydrophila 226	0	5097345	119	Aeromonas_hydrophila_57782
1268079.3	Aeromonas hydrophila 259	0	4690803	73	Aeromonas_hydrophila_57540
1268080.3	Aeromonas hydrophila 277	0	4781713	35	Aeromonas_hydrophila_57540
1268236.3	Aeromonas molluscorum 848	1	4224725	300	Aeromonas_molluscorum_59859
1268237.3	Aeromonas diversa 2478-85	0	4022111	100	Aeromonas_diversa_43116
1268238.3	Escherichia coli O5:K4(L):H4 str. ATCC 23502	0	4656733	106	Escherichia_coli_58110
1268239.3	Pseudoalteromonas luteoviolacea B = ATCC 29581	1	4036382	41	Pseudoalteromonas_luteoviolacea_59860
1268240.3	Bacteroides cellulosilyticus WH2	0	7076197	23	Bacteroides_cellulosilyticus_58046
1268285.3	Burkholderia kururiensis M130	1	7128857	9	Burkholderia_kururiensis_59861
1268298.3	beta proteobacterium JGI 0001001-A11	0	4649481	125	Ralstonia_pickettii_56648
1268303.4	Rhodococcus sp. AW25M09	1	5625593	157	Rhodococcus_sp_59862
1268314.3	Ralstonia sp. JGI 0001001-A05	1	5240226	75	Ralstonia_pickettii_56648
1268318.3	Ralstonia sp. JGI 0001001-C06	0	5678576	192	Ralstonia_pickettii_56648
1268341.3	Ralstonia sp. JGI 0001001-B07	0	5431001	116	Ralstonia_pickettii_56648
1268622.3	Acidovorax sp. MR-S7	1	4992809	103	Acidovorax_sp_59863
1268635.3	Legionella oakridgensis ATCC 33761 = DSM 21215	1	2773209	0	Legionella_oakridgensis_52372
1268668.3	Escherichia coli O174:H21	0	4980330	288	Escherichia_coli_58110
1268975.3	Escherichia coli 110957	0	5270611	244	Escherichia_coli_58110
1268976.3	Escherichia coli 113290	0	5327174	215	Escherichia_coli_58110
1268977.3	Escherichia coli 113302	0	4845056	260	Escherichia_coli_58110
1268978.3	Escherichia coli 113303	0	4999753	124	Escherichia_coli_58110
1268979.3	Escherichia coli 907357	0	4936867	152	Escherichia_coli_58110
1268980.3	Escherichia coli 907391	0	5045780	152	Escherichia_coli_58110
1268981.3	Escherichia coli 907446	0	5023837	168	Escherichia_coli_58110
1268982.3	Escherichia coli 907672	0	4922576	94	Escherichia_coli_58110
1268983.3	Escherichia coli 907700	0	5018961	159	Escherichia_coli_58110
1268984.3	Escherichia coli 907701	0	4994548	215	Escherichia_coli_58110
1268985.3	Escherichia coli 907710	0	4739305	214	Escherichia_coli_58110
1268986.3	Escherichia coli 907713	0	5436806	214	Escherichia_coli_58110
1268987.3	Escherichia coli 907715	0	5171319	193	Escherichia_coli_58110
1268988.3	Escherichia coli 907779	0	5120934	163	Escherichia_coli_58110
1268989.3	Escherichia coli 907889	0	5243699	262	Escherichia_coli_58110
1268990.3	Escherichia coli 907892	0	5128702	209	Escherichia_coli_58110
1268991.3	Escherichia coli 908519	0	5226613	209	Escherichia_coli_58110
1268992.3	Escherichia coli 908521	0	5133601	191	Escherichia_coli_58110
1268993.3	Escherichia coli 908522	0	5155003	213	Escherichia_coli_58110
1268994.3	Escherichia coli 908524	0	4970930	163	Escherichia_coli_58110
1268995.3	Escherichia coli 908525	0	4968901	309	Escherichia_coli_58110
1268996.3	Escherichia coli 908541	0	4929711	258	Escherichia_coli_58110
1268997.3	Escherichia coli 908555	0	4754386	151	Escherichia_coli_58110
1268998.3	Escherichia coli 908573	0	5293227	234	Escherichia_coli_58110
1268999.3	Escherichia coli 908585	0	5004573	241	Escherichia_coli_58110
1269000.3	Escherichia coli 908616	0	5231603	238	Escherichia_coli_58110
1269001.3	Escherichia coli 908624	0	4993961	220	Escherichia_coli_58110
1269002.3	Escherichia coli 908632	0	5011877	185	Escherichia_coli_58110
1269003.3	Escherichia coli 908658	0	4935464	202	Escherichia_coli_58110
1269004.3	Escherichia coli 908675	0	5040426	202	Escherichia_coli_58110
1269005.3	Escherichia coli 908691	0	5094817	171	Escherichia_coli_58110
1269006.3	Escherichia coli 909957	0	5613654	236	Klebsiella_pneumoniae_54788
1269007.3	Escherichia coli 909945-2	0	4929857	235	Escherichia_coli_58110
1269008.3	Escherichia coli A25922R	0	5002039	180	Escherichia_coli_58110
1269009.3	Escherichia coli A35218R	0	4990815	145	Escherichia_coli_58110
1269010.3	Escherichia coli 910096-2	0	4974438	178	Escherichia_coli_58110
1269275.4	Anaplasma phagocytophilum CRT38	0	1506545	2	Anaplasma_phagocytophilum_56954
1269334.5	Rickettsia monacensis IrR/Munich	0	1268385	88	Rickettsia_tamurae_56215
1269760.3	Lactobacillus delbrueckii subsp. lactis CRL581	0	1892264	219	Lactobacillus_delbrueckii_56845
1269813.3	Thioalkalivibrio sp. ALR17-21	1	2994472	62	Thioalkalivibrio_sp_57499
1270.13	Micrococcus luteus SEN31	0	4017420	112	Bacillus_subtilis_58172
1270193.7	Flavobacterium sp. KJJ	1	4603120	11	Flavobacterium_sp_59864
1270196.5	Pedobacter sp. R20-19	1	5011860	16	Pedobacter_sp_59865
1271528.3	Propionibacterium acnes HL201PA1	0	2563560	52	Propionibacterium_acnes_57367
1271533.3	Propionibacterium acnes HL202PA1	0	2482420	44	Propionibacterium_acnes_57367
1271752.3	Riemerella anatipestifer RA-CH-2	0	2166321	0	Riemerella_anatipestifer_54399
1271862.5	Salmonella enterica subsp. enterica serovar Typhimurium var. 5- str. CFSAN001921	0	5089224	0	Salmonella_enterica_58156
1271863.3	Salmonella enterica subsp. enterica serovar Cubana str. CFSAN002050	0	5267011	0	Salmonella_enterica_58156
1271864.3	Salmonella enterica subsp. enterica serovar Heidelberg str. CFSAN002069	0	4932086	0	Salmonella_enterica_58156
1272951.3	Streptococcus pneumoniae DAR831	0	2018970	52	Streptococcus_pneumoniae_57684
1272954.3	Streptococcus pneumoniae DAR3264	0	2096010	55	Streptococcus_pneumoniae_57684
1273103.4	Megasphaera sp. NM10	1	2581588	135	Megasphaera_sp_50408
1273125.3	Rhodococcus rhodnii LMG 5362	1	4369336	117	Rhodococcus_rhodnii_59866
1273133.3	Lactobacillus salivarius cp400	0	2138177	74	Lactobacillus_salivarius_56672
1273135.3	Aeromonas hydrophila 145	0	4846656	88	Aeromonas_hydrophila_57540
1273173.3	Campylobacter coli CVM N29710	0	1732055	0	Campylobacter_coli_58237
1273538.3	Planomicrobium glaciei CHR43	1	3884090	91	Planomicrobium_glaciei_59867
1273540.3	Listeria monocytogenes FSL F6-684	0	2836404	26	Listeria_monocytogenes_56580
1273686.4	Mycobacterium sp. VKM Ac-1816D	1	5371633	51	Mycobacterium_sp_43088
1273687.4	Mycobacterium sp. VKM Ac-1817D	1	6301093	116	Mycobacterium_fortuitum_45540
1274.3	Dermacoccus nishinomiyaensis	0	3113640	2	Dermacoccus_nishinomiyaensis_56168
1274399.3	Enterobacter sp. Bisph1	1	4578459	54	Enterobacter_sp_59868
1274400.3	Enterobacter sp. Bisph2	1	5535634	46	Enterobacter_sp_59869
1274402.6	Candidatus Hepatobacter penaei	1	1115610	5	Hepatobacter_penaei_59870
1274403.3	Legionella oakridgensis RV-2-2007	0	2862378	112	Legionella_oakridgensis_52372
1274431.3	Mycobacterium tuberculosis SP21	0	4212157	370	Mycobacterium_tuberculosis_57439
1274524.3	Bacillus sonorensis L12	1	4636921	23	Bacillus_sonorensis_59871
1274722.3	Erwinia toletana DAPP-PG 735	1	5192065	80	Erwinia_toletana_59872
1274814.3	Escherichia coli APEC O78	0	4798435	0	Escherichia_coli_58110
1274985.3	Staphylococcus aureus subsp. aureus SK1585	0	2859210	29	Staphylococcus_aureus_56630
1275969.3	Haemophilus parasuis 84-15995	0	2087025	70	Haemophilus_parasuis_57880
1275974.3	Salmonella enterica subsp. enterica serovar Newport str. SH111077	0	4863684	70	Salmonella_enterica_58156
1275975.3	Salmonella enterica subsp. enterica serovar Newport str. Henan_3	0	4806075	58	Salmonella_enterica_58156
1275976.3	Salmonella enterica subsp. enterica serovar Newport str. JS09102	0	5071359	70	Salmonella_enterica_58156
1275977.3	Salmonella enterica subsp. enterica serovar Newport str. Shandong_3	0	4745740	44	Salmonella_enterica_58156
1276227.3	Spiroplasma chrysopicola DF-1	1	1123322	0	Spiroplasma_chrysopicola_59873
1276229.3	Spiroplasma syrphidicola EA-1	1	1107344	0	Spiroplasma_syrphidicola_59874
1276282.3	Staphylococcus pasteuri SP1	0	2559946	0	Staphylococcus_warneri_58053
1276647.3	Streptococcus suis TL13	1	2038146	0	Streptococcus_suis_57883
1276648.3	Propionibacterium acnes hdn-1	0	2494560	1	Propionibacterium_acnes_57367
1276649.3	Propionibacterium acnes FZ1/2/0	0	2476044	23	Propionibacterium_acnes_57367
1276652.3	Klebsiella pneumoniae ATCC BAA-1705	0	5635135	115	Klebsiella_pneumoniae_54788
1276653.3	Klebsiella pneumoniae 700603	0	5435163	66	Klebsiella_pneumoniae_57337
1276755.3	Acidovorax sp. JHL-3	1	3987984	4	Acidovorax_sp_59875
1276756.3	Acidovorax sp. JHL-9	1	4190383	63	Acidovorax_sp_59876
1276919.3	Vibrio parahaemolyticus PCV08-7	0	5171210	52	Vibrio_parahaemolyticus_57034
1276920.7	Arthrobacter gangotriensis Lz1y	1	4310970	18	Arthrobacter_gangotriensis_59877
1278070.3	Acinetobacter baumannii MSP4-16	0	3933299	40	Acinetobacter_baumannii_57014
1278071.4	Staphylococcus aureus 3957	0	2799081	32	Staphylococcus_aureus_56630
1278072.4	Staphylococcus aureus LVP2	0	2848383	54	Staphylococcus_aureus_56630
1278073.3	Myxococcus stipitatus DSM 14675	1	10350586	0	Myxococcus_stipitatus_59878
1278074.4	Staphylococcus aureus VH221	0	2732146	88	Staphylococcus_aureus_56630
1278075.4	Staphylococcus aureus LVP5	0	2749219	18	Staphylococcus_aureus_56630
1278076.4	Rhodococcus ruber BKS 20-38	0	6109910	96	Rhodococcus_ruber_58245
1278077.4	Rhodococcus qingshengii BKS 20-40	0	6586944	81	Rhodococcus_erythropolis_58072
1278078.4	Rhodococcus triatomae BKS 15-14	1	5816918	66	Rhodococcus_triatomae_59879
1278298.3	Actinomyces slackii ATCC 49928	1	3150683	52	Actinomyces_slackii_59880
1278302.3	Psychromonas hadalis ATCC BAA-638	1	3977303	349	Psychromonas_hadalis_59881
1278304.3	Acholeplasma granularum ATCC 19168	1	1452497	13	Acholeplasma_granularum_59882
1278306.3	Fusobacterium russii ATCC 25533	1	1923811	42	Fusobacterium_russii_59883
1278307.3	Psychromonas ossibalaenae ATCC BAA-1528	1	5200577	111	Psychromonas_ossibalaenae_59884
1278308.3	Zimmermannella faecalis ATCC 13722	1	2845562	17	Zimmermannella_faecalis_59885
1278309.3	Amphritea japonica ATCC BAA-1530	1	3789611	22	Amphritea_japonica_59886
1278311.3	Acholeplasma axanthum ATCC 25176	1	1805214	60	Acholeplasma_axanthum_59887
1278312.3	Psychromonas aquimarina ATCC BAA-1526	1	5523293	139	Psychromonas_aquimarina_59888
1278971.3	Avibacterium paragallinarum 221	0	2654786	114	Avibacterium_paragallinarum_58029
1279005.3	Escherichia coli KTE172	0	5223191	66	Escherichia_coli_58110
1279007.3	Pseudomonas aeruginosa PA1	0	6528877	0	Pseudomonas_aeruginosa_57148
1279008.3	Pseudomonas aeruginosa PA1R	0	6309305	0	Pseudomonas_aeruginosa_57148
1279009.4	Cesiribacter andamanensis AMV16	1	4740666	228	Cesiribacter_andamanensis_59889
1279010.3	Proteus mirabilis PR03	0	3831240	72	Proteus_mirabilis_55046
1279011.3	Mycobacterium tuberculosis PR05	0	4278335	155	Mycobacterium_tuberculosis_57439
1279012.3	Streptococcus agalactiae PR06	0	2113291	54	Streptococcus_agalactiae_55593
1279015.3	Oceanimonas smirnovii ATCC BAA-899	1	3280796	27	Oceanimonas_smirnovii_59890
1279016.3	Pseudoalteromonas piscicida ATCC 15057	1	5271618	74	Pseudoalteromonas_piscicida_58042
1279017.3	Microbulbifer variabilis ATCC 700307	1	4832477	27	Microbulbifer_variabilis_59891
1279018.3	Stenotrophomonas maltophilia ATCC 19867	1	4418697	18	Stenotrophomonas_maltophilia_56584
1279019.3	Thioalkalivibrio thiocyanoxidans ARh2	1	2765337	61	Thioalkalivibrio_thiocyanoxidans_56652
1279031.4	Agrobacterium sp. 33MFTa1.1	1	5304660	15	Agrobacterium_sp_56572
1279038.3	Novispirillum itersonii subsp. itersonii ATCC 12639	1	4288059	37	Novispirillum_itersonii_59892
1279039.3	Mycobacterium tuberculosis 1034	0	4239443	267	Mycobacterium_tuberculosis_57439
1279040.3	Klebsiella pneumoniae PR04	0	5252906	257	Klebsiella_pneumoniae_54788
1279365.3	Bacillus thuringiensis serovar kurstaki str. HD73	0	5908575	0	Bacillus_cereus_57918
1279999.3	Vibrio campbellii 200612B	1	5782398	133	Vibrio_campbellii_57463
1280.2176	Staphylococcus aureus SAU060112	0	2675315	17	Staphylococcus_aureus_56630
1280.2179	Staphylococcus aureus 327	0	2854358	107	Staphylococcus_aureus_56630
1280.2180	Staphylococcus aureus 337	0	2763391	95	Staphylococcus_aureus_56630
1280.2181	Staphylococcus aureus 346	0	3014582	168	Staphylococcus_aureus_56630
1280.2194	Staphylococcus aureus K12PJN53	0	2880108	44	Staphylococcus_aureus_56630
1280.2203	Staphylococcus aureus PB1-1	0	2810242	273	Staphylococcus_aureus_56630
1280.2204	Staphylococcus aureus PB1-15-1	0	2811017	427	Staphylococcus_aureus_56630
1280.2205	Staphylococcus aureus PB1-15-2	0	2804024	288	Staphylococcus_aureus_56630
1280.2206	Staphylococcus aureus PB3-1	0	2842167	454	Staphylococcus_aureus_56630
1280.2208	Staphylococcus aureus PB3-32-1	0	2839604	495	Staphylococcus_aureus_56630
1280.2209	Staphylococcus aureus PB3-32-2	0	2842447	306	Staphylococcus_aureus_56630
1280.2210	Staphylococcus aureus PB3-72	0	2839719	452	Staphylococcus_aureus_56630
1280.2211	Staphylococcus aureus PB3-74	0	2843328	358	Staphylococcus_aureus_56630
1280.2212	Staphylococcus aureus RB1	0	2855004	306	Staphylococcus_aureus_56630
1280.2213	Staphylococcus aureus RB4	0	2823576	880	Staphylococcus_aureus_56630
1280.2215	Staphylococcus aureus 29b_MRSA	0	2872768	1	Staphylococcus_aureus_56630
1280.2216	Staphylococcus aureus 31b_MRSA	0	2872779	1	Staphylococcus_aureus_56630
1280.2217	Staphylococcus aureus 33b	0	2872764	1	Staphylococcus_aureus_56630
1280.2218	Staphylococcus aureus 26b_MRSA	0	2872779	1	Staphylococcus_aureus_56630
1280.2219	Staphylococcus aureus 25b_MRSA	0	2872781	1	Staphylococcus_aureus_56630
1280.2220	Staphylococcus aureus 27b_MRSA	0	2872771	1	Staphylococcus_aureus_56630
1280000.3	Vibrio owensii ATCC 25919	0	5762318	75	Vibrio_owensii_57591
1280001.3	Vibrio jasicida MWB 21	0	5927294	171	Vibrio_jasicida_57763
1280002.3	Vibrio jasicida 090810c	0	5919781	96	Vibrio_jasicida_57763
1280004.3	Vibrio owensii LMG 25430	1	5755322	175	Vibrio_owensii_57591
1280380.3	Synechococcus sp. KORDI-100	1	2789000	1	Synechococcus_sp_59893
1280390.3	Paenibacillaceae bacterium G5	1	5532282	177	Paenibacillaceae_bacterium_59894
1280663.3	Butyrivibrio sp. AE2015	1	3708899	71	Butyrivibrio_sp_59895
1280664.3	Butyrivibrio sp. VCD2006	1	4693337	75	Butyrivibrio_sp_59896
1280665.3	Butyrivibrio sp. XPD2002	0	4435437	50	Butyrivibrio_sp_56129
1280666.3	Butyrivibrio sp. AE3009	1	4215096	101	Butyrivibrio_sp_59897
1280667.3	Butyrivibrio sp. VCB2001	1	4014020	42	Butyrivibrio_sp_59898
1280668.3	Butyrivibrio sp. XPD2006	1	3883582	28	Butyrivibrio_sp_59899
1280669.3	Dorea sp. AGR2135	0	3509498	73	Dorea_formicigenerans_56346
1280670.3	Butyrivibrio sp. AD3002	1	4314360	71	Butyrivibrio_sp_54783
1280671.3	Butyrivibrio sp. FC2001	1	4571347	43	Butyrivibrio_sp_56129
1280672.3	Butyrivibrio sp. AC2005	1	5121939	84	Butyrivibrio_sp_59900
1280673.3	Butyrivibrio sp. AE3006	1	4142292	42	Butyrivibrio_sp_57178
1280674.3	Prevotella sp. AGR2160	1	2903657	47	Prevotella_sp_59901
1280675.3	Bifidobacterium sp. AGR2158	1	2182562	17	Bifidobacterium_sp_59902
1280676.3	Butyrivibrio sp. WCD3002	1	4245941	50	Butyrivibrio_sp_59903
1280678.3	Butyrivibrio sp. MB2005	0	4175298	46	Butyrivibrio_sp_57178
1280679.3	Butyrivibrio sp. VCB2006	1	3946703	39	Butyrivibrio_sp_59904
1280680.3	Butyrivibrio sp. LC3010	0	4586203	68	Butyrivibrio_sp_54823
1280681.3	Butyrivibrio sp. WCD2001	0	4271942	57	Butyrivibrio_sp_54783
1280682.3	Butyrivibrio sp. XBB1001	1	3909339	41	Butyrivibrio_sp_59905
1280683.3	Butyrivibrio sp. NC2007	1	3995776	50	Butyrivibrio_sp_57321
1280684.3	Butyrivibrio sp. FCS006	0	3791818	14	Butyrivibrio_sp_57321
1280685.3	Butyrivibrio sp. NC3005	1	3869538	96	Butyrivibrio_sp_59906
1280686.3	Butyrivibrio sp. MC2013	1	3812613	50	Butyrivibrio_sp_59907
1280687.3	Butyrivibrio fibrisolvens YRB2005	0	4648949	80	Butyrivibrio_fibrisolvens_57284
1280688.3	Pseudobutyrivibrio ruminis CF1b	1	3270570	17	Pseudobutyrivibrio_ruminis_59908
1280689.3	Clostridium paraputrificum AGR2156	1	3555426	31	Clostridium_paraputrificum_59909
1280690.3	Streptococcus bovis B315	0	1778780	9	Streptococcus_equinus_57951
1280691.4	Blautia wexlerae AGR2146	0	3563898	184	Blautia_wexlerae_56130
1280692.3	Clostridium cadaveris AGR2141	1	3538661	45	Clostridium_cadaveris_59910
1280693.3	Clostridium butyricum AGR2140	0	4549957	41	Clostridium_butyricum_56361
1280694.3	Pseudobutyrivibrio ruminis AD2017	1	2911787	22	Pseudobutyrivibrio_ruminis_59911
1280695.3	Clostridium clostridioforme AGR2157	1	4935802	136	Clostridium_clostridioforme_59912
1280696.3	Butyrivibrio fibrisolvens ND3005	0	4457845	157	Butyrivibrio_fibrisolvens_57284
1280697.3	Butyrivibrio fibrisolvens AB2020	0	4735565	170	Butyrivibrio_fibrisolvens_57284
1280698.3	Dorea longicatena AGR2136	1	3576940	135	Dorea_longicatena_59913
1280699.3	Butyrivibrio fibrisolvens WTE3004	1	4659605	88	Butyrivibrio_fibrisolvens_57284
1280700.3	Butyrivibrio fibrisolvens FE2007	0	4313530	66	Butyrivibrio_fibrisolvens_57284
1280701.3	Bifidobacterium pseudolongum AGR2145	0	1988929	28	Bifidobacterium_pseudolongum_57709
1280702.3	Bifidobacterium longum AGR2137	0	2267335	47	Bifidobacterium_longum_57796
1280703.3	Butyrivibrio fibrisolvens MD2001	0	4734602	63	Butyrivibrio_fibrisolvens_57284
1280704.3	Streptococcus bovis SN033	0	1838986	11	Streptococcus_equinus_57951
1280705.3	Prevotella bryantii C21a	0	3245069	27	Prevotella_bryantii_53955
1280706.4	Selenomonas ruminantium subsp. ruminantium ATCC 12561	1	3385771	71	Selenomonas_ruminantium_59914
1280936.3	Candidatus Liberibacter americanus PW_SP	0	1176071	22	Liberibacter_americanus_57665
1280937.3	Escherichia coli EC096/10	0	4731573	47	Escherichia_coli_58110
1280938.3	Pseudomonas aeruginosa B136-33	0	6421010	0	Pseudomonas_aeruginosa_57148
1280941.3	Hyphomonas sp. T16B2	1	3418700	93	Hyphomonas_sp_59915
1280944.3	Hyphomonas sp. CY54-11-8	1	3897450	38	Hyphomonas_sp_59916
1280946.3	Hyphomonas sp. 25B14_1	1	3802760	119	Hyphomonas_sp_59917
1280947.3	Hyphomonas sp. BH-BN04-4	1	3857630	106	Hyphomonas_sp_59918
1280948.3	Hyphomonas sp. 22II1-22F38	1	3604440	63	Hyphomonas_sp_59919
1280949.3	Hyphomonas adhaerens MHS-3	1	3668570	9	Hyphomonas_adhaerens_59920
1280950.3	Hyphomonas johnsonii MHS-2	1	3618770	18	Hyphomonas_johnsonii_59921
1280951.3	Hyphomonas hirschiana VP5	0	3690520	38	Hyphomonas_neptunium_43067
1280952.3	Hyphomonas jannaschiana VP2	1	3640840	30	Hyphomonas_jannaschiana_59922
1280953.3	Hyphomonas oceanitis SCH89	1	4280170	188	Hyphomonas_oceanitis_59923
1280954.3	Hyphomonas polymorpha PS728	1	4050960	71	Hyphomonas_polymorpha_59924
1280956.3	Escherichia coli HVH 1 (4-6876161)	0	5249403	39	Escherichia_coli_58110
1280957.3	Escherichia coli HVH 2 (4-6943160)	0	5161125	41	Escherichia_coli_58110
1280958.3	Escherichia coli HVH 3 (4-7276001)	0	5330997	71	Escherichia_coli_58110
1280959.3	Escherichia coli HVH 4 (4-7276109)	0	5329825	44	Escherichia_coli_58110
1280960.3	Escherichia coli HVH 5 (4-7148410)	0	5064719	31	Escherichia_coli_58110
1280961.3	Escherichia coli HVH 6 (3-8296502)	0	5368543	47	Escherichia_coli_58110
1280962.3	Escherichia coli HVH 7 (4-7315031)	0	5256100	52	Escherichia_coli_58110
1280963.3	Escherichia coli HVH 9 (4-6942539)	0	4869025	31	Escherichia_coli_58110
1280964.3	Escherichia coli HVH 10 (4-6832164)	0	5219195	22	Escherichia_coli_58110
1280965.3	Escherichia coli HVH 12 (4-7653042)	0	5193849	53	Escherichia_coli_58110
1280966.3	Escherichia coli HVH 13 (4-7634056)	0	5127308	64	Escherichia_coli_58110
1280967.3	Escherichia coli HVH 16 (4-7649002)	0	5123792	43	Escherichia_coli_58110
1280968.3	Escherichia coli HVH 17 (4-7473087)	0	5183962	56	Escherichia_coli_58110
1280969.3	Escherichia coli HVH 18 (4-8589585)	0	4998784	82	Escherichia_coli_58110
1280970.3	Escherichia coli HVH 19 (4-7154984)	0	5399924	84	Escherichia_coli_58110
1280971.3	Escherichia coli HVH 20 (4-5865042)	0	5178253	46	Escherichia_coli_58110
1280972.3	Escherichia coli HVH 21 (4-4517873)	0	5304209	52	Escherichia_coli_58110
1280973.3	Escherichia coli HVH 22 (4-2258986)	0	5051154	16	Escherichia_coli_58110
1280974.3	Escherichia coli HVH 23 (4-6066488)	0	5023500	33	Escherichia_coli_58110
1280975.3	Escherichia coli HVH 24 (4-5985145)	0	4859607	28	Escherichia_coli_58110
1280976.3	Escherichia coli HVH 25 (4-5851939)	0	5585267	89	Escherichia_coli_58110
1280977.3	Escherichia coli HVH 26 (4-5703913)	0	5214296	71	Escherichia_coli_58110
1280978.3	Escherichia coli HVH 27 (4-7449267)	0	5088846	40	Escherichia_coli_58110
1280979.3	Escherichia coli HVH 28 (4-0907367)	0	5297466	34	Escherichia_coli_58110
1280980.3	Escherichia coli HVH 29 (4-3418073)	0	5261066	13	Escherichia_coli_58110
1280981.3	Escherichia coli HVH 30 (4-2661829)	0	5131349	41	Escherichia_coli_58110
1280982.3	Escherichia coli HVH 31 (4-2602156)	0	5020837	42	Escherichia_coli_58110
1280983.3	Escherichia coli HVH 32 (4-3773988)	0	5147817	37	Escherichia_coli_58110
1280984.3	Escherichia coli HVH 33 (4-2174936)	0	5149963	27	Escherichia_coli_58110
1280985.3	Escherichia coli HVH 35 (4-2962667)	0	5156201	36	Escherichia_coli_58110
1280986.3	Escherichia coli HVH 36 (4-5675286)	0	5356089	57	Escherichia_coli_58110
1280987.3	Escherichia coli HVH 37 (4-2773848)	0	5128563	37	Escherichia_coli_58110
1280988.3	Escherichia coli HVH 38 (4-2774682)	0	5178186	64	Escherichia_coli_58110
1280989.3	Escherichia coli HVH 39 (4-2679949)	0	5039947	41	Escherichia_coli_58110
1280990.3	Escherichia coli HVH 40 (4-1219782)	0	5200646	30	Escherichia_coli_58110
1280991.3	Escherichia coli HVH 41 (4-2677849)	0	5332243	73	Escherichia_coli_58110
1280992.3	Escherichia coli HVH 42 (4-2100061)	0	5289822	35	Escherichia_coli_58110
1280993.3	Escherichia coli HVH 43 (4-2173468)	0	5273838	52	Escherichia_coli_58110
1280994.3	Escherichia coli HVH 44 (4-2298570)	0	5164684	37	Escherichia_coli_58110
1280995.3	Escherichia coli HVH 45 (4-3129918)	0	5511351	29	Escherichia_coli_58110
1280996.3	Escherichia coli HVH 46 (4-2758776)	0	5237971	42	Escherichia_coli_58110
1280997.3	Escherichia coli HVH 48 (4-2658593)	0	5127193	24	Escherichia_coli_58110
1280998.3	Escherichia coli HVH 50 (4-2593475)	0	5033380	81	Escherichia_coli_58110
1280999.3	Escherichia coli HVH 51 (4-2172526)	0	5118952	46	Escherichia_coli_58110
1281000.3	Escherichia coli HVH 53 (4-0631051)	0	5265717	75	Escherichia_coli_58110
1281002.3	Escherichia coli HVH 55 (4-2646161)	0	5249644	39	Escherichia_coli_58110
1281003.3	Escherichia coli HVH 56 (4-2153033)	0	4982345	32	Escherichia_coli_58110
1281004.3	Escherichia coli HVH 58 (4-2839709)	0	5209638	28	Escherichia_coli_58110
1281005.3	Escherichia coli HVH 59 (4-1119338)	0	5204964	56	Escherichia_coli_58110
1281006.3	Escherichia coli HVH 61 (4-2736020)	0	5206027	27	Escherichia_coli_58110
1281007.3	Escherichia coli HVH 63 (4-2542528)	0	5374450	27	Escherichia_coli_58110
1281008.3	Escherichia coli HVH 65 (4-2262045)	0	5245084	51	Escherichia_coli_58110
1281009.3	Escherichia coli HVH 68 (4-0888028)	0	5131793	38	Escherichia_coli_58110
1281010.3	Escherichia coli HVH 69 (4-2837072)	0	5330172	19	Escherichia_coli_58110
1281011.3	Escherichia coli HVH 70 (4-2963531)	0	5511047	58	Escherichia_coli_58110
1281012.3	Escherichia coli HVH 73 (4-2393174)	0	5301572	47	Escherichia_coli_58110
