sample subject hh timepoint species_id relative_abundance totalReads speciesStatusColonizationAllTimepoints timeOfColonizationAllTimepoints strainTurnover timeOfStrainTurnover
XAA-039 XAA XA 39 Butyricicoccus_pullicaecorum_59455 0 69701 followup 225 NA NA
XAA-039 XAA XA 39 Campylobacter_concisus_59753 0.000100288644956 69701 abx 35 NA NA
XAA-039 XAA XA 39 Campylobacter_concisus_62542 0.000367474972236 69701 abx 35 NA NA
XAA-039 XAA XA 39 Campylobacter_gracilis_61787 0.00148761627773 69701 post-abx 37 NA NA
XAA-039 XAA XA 39 Campylobacter_sp_62066 0.000243233694336 69701 abx 35 NA NA
XAA-039 XAA XA 39 Clostridium_lentocellum_62000 0 69701 post-abx 50 NA NA
XAA-039 XAA XA 39 Clostridium_nexile_61654 0 69701 followup 488 NA NA
XAA-039 XAA XA 39 Clostridium_sp_61556 0 69701 post-abx 57 NA NA
XAA-039 XAA XA 39 Collinsella_aerofaciens_61484 0 69701 followup 522 NA NA
XAA-039 XAA XA 39 Collinsella_sp_62205 0 69701 followup 555 NA NA
XAA-039 XAA XA 39 Dialister_invisus_61905 0.000458704334379 69701 post-abx 42 NA NA
XAA-039 XAA XA 39 Enterococcus_casseliflavus_56514 0.0034366069498 69701 post-abx 39 NA NA
XAA-039 XAA XA 39 Escherichia_coli_57907 0 69701 followup 652 NA NA
XAA-039 XAA XA 39 Eubacterium_eligens_61678 0 69701 followup 225 NA NA
XAA-039 XAA XA 39 Faecalibacterium_cf_62236 0 69701 speciesNotColonized NA TRUE 623
XAA-039 XAA XA 39 Fusobacterium_nucleatum_57450 0.00713952442466 69701 post-abx 39 NA NA
XAA-039 XAA XA 39 Fusobacterium_nucleatum_57855 0.0109567175209 69701 post-abx 36 NA NA
XAA-039 XAA XA 39 Intestinimonas_butyriciproducens_60001 0 69701 followup 623 NA NA
XAA-039 XAA XA 39 Klebsiella_pneumoniae_54788 0 69701 post-abx 50 NA NA
XAA-039 XAA XA 39 Megasphaera_micronuciformis_62167 0.0057166755671 69701 post-abx 37 NA NA
XAA-039 XAA XA 39 Parabacteroides_distasonis_56985 0 69701 speciesNotColonized NA TRUE 590
XAA-039 XAA XA 39 Prevotella_buccae_56058 0.000732116259593 69701 post-abx 39 NA NA
XAA-039 XAA XA 39 Ruminococcus_callidus_61479 0 69701 followup 590 NA NA
XAA-039 XAA XA 39 Ruminococcus_sp_55468 0.00102529614573 69701 speciesNotColonized NA TRUE 623
XAA-039 XAA XA 39 Streptococcus_australis_62469 2.76489915097e-05 69701 abx 30 NA NA
XAA-039 XAA XA 39 Streptococcus_salivarius_58037 1.49517432111e-05 69701 followup 623 NA NA
XAA-039 XAA XA 39 Streptococcus_sp_57750 0 69701 abx 30 NA NA
XAA-042 XAA XA 42 Adlercreutzia_equolifaciens_60310 0 22791 followup 555 NA NA
XAA-042 XAA XA 42 Alistipes_onderdonkii_55464 0 22791 speciesNotColonized NA TRUE 623
XAA-042 XAA XA 42 Alistipes_putredinis_61533 0 22791 followup 623 NA NA
XAA-042 XAA XA 42 Alistipes_shahii_62199 0 22791 followup 623 NA NA
XAA-042 XAA XA 42 Anaeroglobus_geminatus_62348 0 22791 post-abx 50 NA NA
XAA-042 XAA XA 42 Bacteroides_uniformis_57318 0 22791 speciesNotColonized NA TRUE 623
XAA-042 XAA XA 42 Bacteroides_vulgatus_57955 4.05470999894e-05 22791 speciesNotColonized NA TRUE 454
XAA-042 XAA XA 42 Bifidobacterium_animalis_58116 0 22791 followup 623 NA NA
XAA-042 XAA XA 42 Bifidobacterium_longum_57796 0 22791 speciesNotColonized NA TRUE 454
XAA-042 XAA XA 42 Blautia_wexlerae_56130 0 22791 speciesNotColonized NA TRUE 28
XAA-042 XAA XA 42 Butyricicoccus_pullicaecorum_59455 0 22791 followup 225 NA NA
XAA-042 XAA XA 42 Campylobacter_concisus_59753 0.000731614125414 22791 abx 35 NA NA
XAA-042 XAA XA 42 Campylobacter_concisus_62542 0.000579446967199 22791 abx 35 NA NA
XAA-042 XAA XA 42 Campylobacter_gracilis_61787 0.000531886254428 22791 post-abx 37 NA NA
XAA-042 XAA XA 42 Campylobacter_sp_62066 0.000698474403946 22791 abx 35 NA NA
XAA-042 XAA XA 42 Clostridium_lentocellum_62000 0 22791 post-abx 50 NA NA
XAA-042 XAA XA 42 Clostridium_nexile_61654 0 22791 followup 488 NA NA
XAA-042 XAA XA 42 Clostridium_sp_61556 0 22791 post-abx 57 NA NA
XAA-042 XAA XA 42 Collinsella_aerofaciens_61484 0 22791 followup 522 NA NA
XAA-042 XAA XA 42 Collinsella_sp_62205 0 22791 followup 555 NA NA
XAA-042 XAA XA 42 Dialister_invisus_61905 0.0139834823527 22791 post-abx 42 NA NA
XAA-042 XAA XA 42 Enterococcus_casseliflavus_56514 0.00140141478042 22791 post-abx 39 NA NA
XAA-042 XAA XA 42 Escherichia_coli_57907 0 22791 followup 652 NA NA
XAA-042 XAA XA 42 Eubacterium_eligens_61678 0 22791 followup 225 NA NA
XAA-042 XAA XA 42 Faecalibacterium_cf_62236 0 22791 speciesNotColonized NA TRUE 623
XAA-042 XAA XA 42 Fusobacterium_nucleatum_57450 0.00408340216886 22791 post-abx 39 NA NA
XAA-042 XAA XA 42 Fusobacterium_nucleatum_57855 0.0040106804246 22791 post-abx 36 NA NA
XAA-042 XAA XA 42 Intestinimonas_butyriciproducens_60001 0 22791 followup 623 NA NA
XAA-042 XAA XA 42 Klebsiella_pneumoniae_54788 0 22791 post-abx 50 NA NA
XAA-042 XAA XA 42 Megasphaera_micronuciformis_62167 0.00113123508718 22791 post-abx 37 NA NA
XAA-042 XAA XA 42 Parabacteroides_distasonis_56985 0 22791 speciesNotColonized NA TRUE 590
XAA-042 XAA XA 42 Prevotella_buccae_56058 0.00354583303727 22791 post-abx 39 NA NA
XAA-042 XAA XA 42 Ruminococcus_callidus_61479 0 22791 followup 590 NA NA
XAA-042 XAA XA 42 Ruminococcus_sp_55468 0 22791 speciesNotColonized NA TRUE 623
XAA-042 XAA XA 42 Streptococcus_australis_62469 0 22791 abx 30 NA NA
XAA-042 XAA XA 42 Streptococcus_salivarius_58037 0 22791 followup 623 NA NA
XAA-042 XAA XA 42 Streptococcus_sp_57750 0.000207768074388 22791 abx 30 NA NA
XAA-050 XAA XA 50 Adlercreutzia_equolifaciens_60310 0 20946 followup 555 NA NA
XAA-050 XAA XA 50 Alistipes_onderdonkii_55464 0 20946 speciesNotColonized NA TRUE 623
XAA-050 XAA XA 50 Alistipes_putredinis_61533 0 20946 followup 623 NA NA
XAA-050 XAA XA 50 Alistipes_shahii_62199 0 20946 followup 623 NA NA
XAA-050 XAA XA 50 Anaeroglobus_geminatus_62348 0.00125766491277 20946 post-abx 50 NA NA
XAA-050 XAA XA 50 Bacteroides_uniformis_57318 0.0309101514422 20946 speciesNotColonized NA TRUE 623
XAA-050 XAA XA 50 Bacteroides_vulgatus_57955 0.00323086951913 20946 speciesNotColonized NA TRUE 454
XAA-050 XAA XA 50 Bifidobacterium_animalis_58116 0 20946 followup 623 NA NA
XAA-050 XAA XA 50 Bifidobacterium_longum_57796 0 20946 speciesNotColonized NA TRUE 454
XAA-050 XAA XA 50 Blautia_wexlerae_56130 0.000641589390881 20946 speciesNotColonized NA TRUE 28
XAA-050 XAA XA 50 Butyricicoccus_pullicaecorum_59455 0 20946 followup 225 NA NA
XAA-050 XAA XA 50 Campylobacter_concisus_59753 5.0232149576e-05 20946 abx 35 NA NA
XAA-050 XAA XA 50 Campylobacter_concisus_62542 0 20946 abx 35 NA NA
XAA-050 XAA XA 50 Campylobacter_gracilis_61787 0.00421561577017 20946 post-abx 37 NA NA
XAA-050 XAA XA 50 Campylobacter_sp_62066 0 20946 abx 35 NA NA
XAA-050 XAA XA 50 Clostridium_lentocellum_62000 0.00133429736008 20946 post-abx 50 NA NA
XAA-050 XAA XA 50 Clostridium_nexile_61654 0 20946 followup 488 NA NA
XAA-050 XAA XA 50 Clostridium_sp_61556 0 20946 post-abx 57 NA NA
XAA-050 XAA XA 50 Collinsella_aerofaciens_61484 0 20946 followup 522 NA NA
XAA-050 XAA XA 50 Collinsella_sp_62205 0 20946 followup 555 NA NA
XAA-050 XAA XA 50 Dialister_invisus_61905 0.00516535538746 20946 post-abx 42 NA NA
XAA-050 XAA XA 50 Enterococcus_casseliflavus_56514 0.00111230120764 20946 post-abx 39 NA NA
XAA-050 XAA XA 50 Escherichia_coli_57907 0 20946 followup 652 NA NA
XAA-050 XAA XA 50 Eubacterium_eligens_61678 0 20946 followup 225 NA NA
XAA-050 XAA XA 50 Faecalibacterium_cf_62236 0 20946 speciesNotColonized NA TRUE 623
XAA-050 XAA XA 50 Fusobacterium_nucleatum_57450 0.00316350233638 20946 post-abx 39 NA NA
XAA-050 XAA XA 50 Fusobacterium_nucleatum_57855 0 20946 post-abx 36 NA NA
XAA-050 XAA XA 50 Intestinimonas_butyriciproducens_60001 0 20946 followup 623 NA NA
XAA-050 XAA XA 50 Klebsiella_pneumoniae_54788 0.00706485324966 20946 post-abx 50 NA NA
XAA-050 XAA XA 50 Megasphaera_micronuciformis_62167 0.00172619566603 20946 post-abx 37 NA NA
XAA-050 XAA XA 50 Parabacteroides_distasonis_56985 0 20946 speciesNotColonized NA TRUE 590
XAA-050 XAA XA 50 Prevotella_buccae_56058 0.004159120069 20946 post-abx 39 NA NA
XAA-050 XAA XA 50 Ruminococcus_callidus_61479 0 20946 followup 590 NA NA
XAA-050 XAA XA 50 Ruminococcus_sp_55468 0.000713263915324 20946 speciesNotColonized NA TRUE 623
XAA-050 XAA XA 50 Streptococcus_australis_62469 0 20946 abx 30 NA NA
XAA-050 XAA XA 50 Streptococcus_salivarius_58037 0 20946 followup 623 NA NA
XAA-050 XAA XA 50 Streptococcus_sp_57750 0 20946 abx 30 NA NA
XAA-057 XAA XA 57 Adlercreutzia_equolifaciens_60310 0 14481 followup 555 NA NA
XAA-057 XAA XA 57 Alistipes_onderdonkii_55464 0 14481 speciesNotColonized NA TRUE 623
XAA-057 XAA XA 57 Alistipes_putredinis_61533 0 14481 followup 623 NA NA
XAA-057 XAA XA 57 Alistipes_shahii_62199 0 14481 followup 623 NA NA
XAA-057 XAA XA 57 Anaeroglobus_geminatus_62348 0.00331055593796 14481 post-abx 50 NA NA
XAA-057 XAA XA 57 Bacteroides_uniformis_57318 0.0327460545036 14481 speciesNotColonized NA TRUE 623
XAA-057 XAA XA 57 Bacteroides_vulgatus_57955 0.000870750819171 14481 speciesNotColonized NA TRUE 454
XAA-057 XAA XA 57 Bifidobacterium_animalis_58116 0.0016708118382 14481 followup 623 NA NA
XAA-057 XAA XA 57 Bifidobacterium_longum_57796 0 14481 speciesNotColonized NA TRUE 454
XAA-057 XAA XA 57 Blautia_wexlerae_56130 0.000205632689035 14481 speciesNotColonized NA TRUE 28
XAA-057 XAA XA 57 Butyricicoccus_pullicaecorum_59455 0 14481 followup 225 NA NA
XAA-057 XAA XA 57 Campylobacter_concisus_59753 0 14481 abx 35 NA NA
XAA-057 XAA XA 57 Campylobacter_concisus_62542 0 14481 abx 35 NA NA
XAA-057 XAA XA 57 Campylobacter_gracilis_61787 0.00301031058753 14481 post-abx 37 NA NA
XAA-057 XAA XA 57 Campylobacter_sp_62066 0 14481 abx 35 NA NA
XAA-057 XAA XA 57 Clostridium_lentocellum_62000 0.00438286105098 14481 post-abx 50 NA NA
XAA-057 XAA XA 57 Clostridium_nexile_61654 0 14481 followup 488 NA NA
XAA-057 XAA XA 57 Clostridium_sp_61556 0.00158823154979 14481 post-abx 57 NA NA
XAA-057 XAA XA 57 Collinsella_aerofaciens_61484 0 14481 followup 522 NA NA
XAA-057 XAA XA 57 Collinsella_sp_62205 0 14481 followup 555 NA NA
XAA-057 XAA XA 57 Dialister_invisus_61905 0.00447804318148 14481 post-abx 42 NA NA
XAA-057 XAA XA 57 Enterococcus_casseliflavus_56514 0.000958386896263 14481 post-abx 39 NA NA
XAA-057 XAA XA 57 Escherichia_coli_57907 0 14481 followup 652 NA NA
XAA-057 XAA XA 57 Eubacterium_eligens_61678 0 14481 followup 225 NA NA
XAA-057 XAA XA 57 Faecalibacterium_cf_62236 0 14481 speciesNotColonized NA TRUE 623
XAA-057 XAA XA 57 Fusobacterium_nucleatum_57450 7.5378291333e-05 14481 post-abx 39 NA NA
XAA-057 XAA XA 57 Fusobacterium_nucleatum_57855 0 14481 post-abx 36 NA NA
XAA-057 XAA XA 57 Intestinimonas_butyriciproducens_60001 0 14481 followup 623 NA NA
XAA-057 XAA XA 57 Klebsiella_pneumoniae_54788 0.00362457410334 14481 post-abx 50 NA NA
XAA-057 XAA XA 57 Megasphaera_micronuciformis_62167 0 14481 post-abx 37 NA NA
XAA-057 XAA XA 57 Parabacteroides_distasonis_56985 0 14481 speciesNotColonized NA TRUE 590
XAA-057 XAA XA 57 Prevotella_buccae_56058 0.0116543109677 14481 post-abx 39 NA NA
XAA-057 XAA XA 57 Ruminococcus_callidus_61479 0 14481 followup 590 NA NA
XAA-057 XAA XA 57 Ruminococcus_sp_55468 0 14481 speciesNotColonized NA TRUE 623
XAA-057 XAA XA 57 Streptococcus_australis_62469 0 14481 abx 30 NA NA
XAA-057 XAA XA 57 Streptococcus_salivarius_58037 0.000143673445257 14481 followup 623 NA NA
XAA-057 XAA XA 57 Streptococcus_sp_57750 0 14481 abx 30 NA NA
XAA-064 XAA XA 64 Adlercreutzia_equolifaciens_60310 0 99447 followup 555 NA NA
XAA-064 XAA XA 64 Alistipes_onderdonkii_55464 0 99447 speciesNotColonized NA TRUE 623
XAA-064 XAA XA 64 Alistipes_putredinis_61533 0 99447 followup 623 NA NA
XAA-064 XAA XA 64 Alistipes_shahii_62199 0 99447 followup 623 NA NA
XAA-064 XAA XA 64 Anaeroglobus_geminatus_62348 0.00118690302537 99447 post-abx 50 NA NA
XAA-064 XAA XA 64 Bacteroides_uniformis_57318 0.00224643019453 99447 speciesNotColonized NA TRUE 623
XAA-064 XAA XA 64 Bacteroides_vulgatus_57955 0.000223244451085 99447 speciesNotColonized NA TRUE 454
XAA-064 XAA XA 64 Bifidobacterium_animalis_58116 0.000171287270103 99447 followup 623 NA NA
XAA-064 XAA XA 64 Bifidobacterium_longum_57796 0 99447 speciesNotColonized NA TRUE 454
XAA-064 XAA XA 64 Blautia_wexlerae_56130 0 99447 speciesNotColonized NA TRUE 28
XAA-064 XAA XA 64 Butyricicoccus_pullicaecorum_59455 0 99447 followup 225 NA NA
XAA-064 XAA XA 64 Campylobacter_concisus_59753 2.53341853529e-05 99447 abx 35 NA NA
XAA-064 XAA XA 64 Campylobacter_concisus_62542 7.43550637055e-05 99447 abx 35 NA NA
XAA-064 XAA XA 64 Campylobacter_gracilis_61787 0.00234176501528 99447 post-abx 37 NA NA
XAA-064 XAA XA 64 Campylobacter_sp_62066 5.09603673169e-05 99447 abx 35 NA NA
XAA-064 XAA XA 64 Clostridium_lentocellum_62000 0.00186021635158 99447 post-abx 50 NA NA
XAA-064 XAA XA 64 Clostridium_nexile_61654 0 99447 followup 488 NA NA
XAA-064 XAA XA 64 Clostridium_sp_61556 0.00185762853311 99447 post-abx 57 NA NA
XAA-064 XAA XA 64 Collinsella_aerofaciens_61484 0 99447 followup 522 NA NA
XAA-064 XAA XA 64 Collinsella_sp_62205 0 99447 followup 555 NA NA
XAA-064 XAA XA 64 Dialister_invisus_61905 0.00979991876246 99447 post-abx 42 NA NA
XAA-064 XAA XA 64 Enterococcus_casseliflavus_56514 0.000673725326036 99447 post-abx 39 NA NA
XAA-064 XAA XA 64 Escherichia_coli_57907 0 99447 followup 652 NA NA
XAA-064 XAA XA 64 Eubacterium_eligens_61678 0 99447 followup 225 NA NA
XAA-064 XAA XA 64 Faecalibacterium_cf_62236 0 99447 speciesNotColonized NA TRUE 623
XAA-064 XAA XA 64 Fusobacterium_nucleatum_57450 0 99447 post-abx 39 NA NA
XAA-064 XAA XA 64 Fusobacterium_nucleatum_57855 0 99447 post-abx 36 NA NA
XAA-064 XAA XA 64 Intestinimonas_butyriciproducens_60001 3.45259295875e-06 99447 followup 623 NA NA
XAA-064 XAA XA 64 Klebsiella_pneumoniae_54788 0.00501251070733 99447 post-abx 50 NA NA
XAA-064 XAA XA 64 Megasphaera_micronuciformis_62167 5.82559005082e-05 99447 post-abx 37 NA NA
XAA-064 XAA XA 64 Parabacteroides_distasonis_56985 0 99447 speciesNotColonized NA TRUE 590
XAA-064 XAA XA 64 Prevotella_buccae_56058 0.0208235472929 99447 post-abx 39 NA NA
XAA-064 XAA XA 64 Ruminococcus_callidus_61479 0 99447 followup 590 NA NA
XAA-064 XAA XA 64 Ruminococcus_sp_55468 0 99447 speciesNotColonized NA TRUE 623
XAA-064 XAA XA 64 Streptococcus_australis_62469 0 99447 abx 30 NA NA
XAA-064 XAA XA 64 Streptococcus_salivarius_58037 2.8927025479e-05 99447 followup 623 NA NA
XAA-064 XAA XA 64 Streptococcus_sp_57750 1.0407344772e-05 99447 abx 30 NA NA
XAA-225 XAA XA 225 Adlercreutzia_equolifaciens_60310 0 35380 followup 555 NA NA
XAA-225 XAA XA 225 Alistipes_onderdonkii_55464 0 35380 speciesNotColonized NA TRUE 623
XAA-225 XAA XA 225 Alistipes_putredinis_61533 0 35380 followup 623 NA NA
XAA-225 XAA XA 225 Alistipes_shahii_62199 0 35380 followup 623 NA NA
XAA-225 XAA XA 225 Anaeroglobus_geminatus_62348 0 35380 post-abx 50 NA NA
XAA-225 XAA XA 225 Bacteroides_uniformis_57318 0.000271684758377 35380 speciesNotColonized NA TRUE 623
XAA-225 XAA XA 225 Bacteroides_vulgatus_57955 0.000608870137137 35380 speciesNotColonized NA TRUE 454
XAA-225 XAA XA 225 Bifidobacterium_animalis_58116 0 35380 followup 623 NA NA
XAA-225 XAA XA 225 Bifidobacterium_longum_57796 0 35380 speciesNotColonized NA TRUE 454
XAA-225 XAA XA 225 Blautia_wexlerae_56130 0.000756794078165 35380 speciesNotColonized NA TRUE 28
XAA-225 XAA XA 225 Butyricicoccus_pullicaecorum_59455 0.00105169147602 35380 followup 225 NA NA
XAA-225 XAA XA 225 Campylobacter_concisus_59753 0 35380 abx 35 NA NA
XAA-225 XAA XA 225 Campylobacter_concisus_62542 0 35380 abx 35 NA NA
XAA-225 XAA XA 225 Campylobacter_gracilis_61787 0 35380 post-abx 37 NA NA
XAA-225 XAA XA 225 Campylobacter_sp_62066 0 35380 abx 35 NA NA
XAA-225 XAA XA 225 Clostridium_lentocellum_62000 0 35380 post-abx 50 NA NA
XAA-225 XAA XA 225 Clostridium_nexile_61654 0 35380 followup 488 NA NA
XAA-225 XAA XA 225 Clostridium_sp_61556 0 35380 post-abx 57 NA NA
XAA-225 XAA XA 225 Collinsella_aerofaciens_61484 0 35380 followup 522 NA NA
XAA-225 XAA XA 225 Collinsella_sp_62205 0 35380 followup 555 NA NA
XAA-225 XAA XA 225 Dialister_invisus_61905 0.0210885786413 35380 post-abx 42 NA NA
XAA-225 XAA XA 225 Enterococcus_casseliflavus_56514 0 35380 post-abx 39 NA NA
XAA-225 XAA XA 225 Escherichia_coli_57907 0.00180201053546 35380 followup 652 NA NA
XAA-225 XAA XA 225 Eubacterium_eligens_61678 0.082388068075 35380 followup 225 NA NA
XAA-225 XAA XA 225 Faecalibacterium_cf_62236 0 35380 speciesNotColonized NA TRUE 623
XAA-225 XAA XA 225 Fusobacterium_nucleatum_57450 0 35380 post-abx 39 NA NA
XAA-225 XAA XA 225 Fusobacterium_nucleatum_57855 0 35380 post-abx 36 NA NA
XAA-225 XAA XA 225 Intestinimonas_butyriciproducens_60001 8.32515085335e-06 35380 followup 623 NA NA
XAA-225 XAA XA 225 Klebsiella_pneumoniae_54788 0 35380 post-abx 50 NA NA
XAA-225 XAA XA 225 Megasphaera_micronuciformis_62167 6.30877845239e-05 35380 post-abx 37 NA NA
XAA-225 XAA XA 225 Parabacteroides_distasonis_56985 0 35380 speciesNotColonized NA TRUE 590
XAA-225 XAA XA 225 Prevotella_buccae_56058 0 35380 post-abx 39 NA NA
XAA-225 XAA XA 225 Ruminococcus_callidus_61479 0 35380 followup 590 NA NA
XAA-225 XAA XA 225 Ruminococcus_sp_55468 0 35380 speciesNotColonized NA TRUE 623
XAA-225 XAA XA 225 Streptococcus_australis_62469 1.31122003414e-05 35380 abx 30 NA NA
XAA-225 XAA XA 225 Streptococcus_salivarius_58037 0.000137453474665 35380 followup 623 NA NA
XAA-225 XAA XA 225 Streptococcus_sp_57750 3.13000911375e-05 35380 abx 30 NA NA
XAA-281 XAA XA 281 Adlercreutzia_equolifaciens_60310 0 66613 followup 555 NA NA
XAA-281 XAA XA 281 Alistipes_onderdonkii_55464 0 66613 speciesNotColonized NA TRUE 623
XAA-281 XAA XA 281 Alistipes_putredinis_61533 0 66613 followup 623 NA NA
XAA-281 XAA XA 281 Alistipes_shahii_62199 0 66613 followup 623 NA NA
XAA-281 XAA XA 281 Anaeroglobus_geminatus_62348 0 66613 post-abx 50 NA NA
XAA-281 XAA XA 281 Bacteroides_uniformis_57318 0.000252707749656 66613 speciesNotColonized NA TRUE 623
XAA-281 XAA XA 281 Bacteroides_vulgatus_57955 0.000254737840439 66613 speciesNotColonized NA TRUE 454
XAA-281 XAA XA 281 Bifidobacterium_animalis_58116 0 66613 followup 623 NA NA
XAA-281 XAA XA 281 Bifidobacterium_longum_57796 0 66613 speciesNotColonized NA TRUE 454
XAA-281 XAA XA 281 Blautia_wexlerae_56130 0.00115556834249 66613 speciesNotColonized NA TRUE 28
XAA-281 XAA XA 281 Butyricicoccus_pullicaecorum_59455 0.00441222924242 66613 followup 225 NA NA
XAA-281 XAA XA 281 Campylobacter_concisus_59753 0 66613 abx 35 NA NA
XAA-281 XAA XA 281 Campylobacter_concisus_62542 0 66613 abx 35 NA NA
XAA-281 XAA XA 281 Campylobacter_gracilis_61787 0 66613 post-abx 37 NA NA
XAA-281 XAA XA 281 Campylobacter_sp_62066 0 66613 abx 35 NA NA
XAA-281 XAA XA 281 Clostridium_lentocellum_62000 0 66613 post-abx 50 NA NA
XAA-281 XAA XA 281 Clostridium_nexile_61654 0 66613 followup 488 NA NA
XAA-281 XAA XA 281 Clostridium_sp_61556 0 66613 post-abx 57 NA NA
XAA-281 XAA XA 281 Collinsella_aerofaciens_61484 0 66613 followup 522 NA NA
XAA-281 XAA XA 281 Collinsella_sp_62205 0 66613 followup 555 NA NA
XAA-281 XAA XA 281 Dialister_invisus_61905 0.00316519553847 66613 post-abx 42 NA NA
XAA-281 XAA XA 281 Enterococcus_casseliflavus_56514 0 66613 post-abx 39 NA NA
XAA-281 XAA XA 281 Escherichia_coli_57907 0.000417468871917 66613 followup 652 NA NA
XAA-281 XAA XA 281 Eubacterium_eligens_61678 0.106933108929 66613 followup 225 NA NA
XAA-281 XAA XA 281 Faecalibacterium_cf_62236 3.53176124959e-06 66613 speciesNotColonized NA TRUE 623
XAA-281 XAA XA 281 Fusobacterium_nucleatum_57450 0 66613 post-abx 39 NA NA
XAA-281 XAA XA 281 Fusobacterium_nucleatum_57855 0 66613 post-abx 36 NA NA
XAA-281 XAA XA 281 Intestinimonas_butyriciproducens_60001 0 66613 followup 623 NA NA
XAA-281 XAA XA 281 Klebsiella_pneumoniae_54788 0 66613 post-abx 50 NA NA
XAA-281 XAA XA 281 Megasphaera_micronuciformis_62167 8.61990642247e-06 66613 post-abx 37 NA NA
XAA-281 XAA XA 281 Parabacteroides_distasonis_56985 0 66613 speciesNotColonized NA TRUE 590
XAA-281 XAA XA 281 Prevotella_buccae_56058 0 66613 post-abx 39 NA NA
XAA-281 XAA XA 281 Ruminococcus_callidus_61479 0 66613 followup 590 NA NA
XAA-281 XAA XA 281 Ruminococcus_sp_55468 0 66613 speciesNotColonized NA TRUE 623
XAA-281 XAA XA 281 Streptococcus_australis_62469 2.63276747697e-05 66613 abx 30 NA NA
XAA-281 XAA XA 281 Streptococcus_salivarius_58037 0.000222456482027 66613 followup 623 NA NA
XAA-281 XAA XA 281 Streptococcus_sp_57750 3.0929666701e-05 66613 abx 30 NA NA
XAA-454 XAA XA 454 Adlercreutzia_equolifaciens_60310 0 93106 followup 555 NA NA
XAA-454 XAA XA 454 Alistipes_onderdonkii_55464 0 93106 speciesNotColonized NA TRUE 623
XAA-454 XAA XA 454 Alistipes_putredinis_61533 0 93106 followup 623 NA NA
XAA-454 XAA XA 454 Alistipes_shahii_62199 0 93106 followup 623 NA NA
XAA-454 XAA XA 454 Anaeroglobus_geminatus_62348 0 93106 post-abx 50 NA NA
XAA-454 XAA XA 454 Bacteroides_uniformis_57318 0 93106 speciesNotColonized NA TRUE 623
XAA-454 XAA XA 454 Bacteroides_vulgatus_57955 0.0296803523857 93106 speciesNotColonized NA TRUE 454
XAA-454 XAA XA 454 Bifidobacterium_animalis_58116 0 93106 followup 623 NA NA
XAA-454 XAA XA 454 Bifidobacterium_longum_57796 0.0139739304771 93106 speciesNotColonized NA TRUE 454
XAA-454 XAA XA 454 Blautia_wexlerae_56130 0.0580171616206 93106 speciesNotColonized NA TRUE 28
XAA-454 XAA XA 454 Butyricicoccus_pullicaecorum_59455 0.00114396189074 93106 followup 225 NA NA
XAA-454 XAA XA 454 Campylobacter_concisus_59753 0 93106 abx 35 NA NA
XAA-454 XAA XA 454 Campylobacter_concisus_62542 0 93106 abx 35 NA NA
XAA-454 XAA XA 454 Campylobacter_gracilis_61787 0 93106 post-abx 37 NA NA
XAA-454 XAA XA 454 Campylobacter_sp_62066 0 93106 abx 35 NA NA
XAA-454 XAA XA 454 Clostridium_lentocellum_62000 0 93106 post-abx 50 NA NA
XAA-454 XAA XA 454 Clostridium_nexile_61654 9.22346736959e-05 93106 followup 488 NA NA
XAA-454 XAA XA 454 Clostridium_sp_61556 2.29869331715e-05 93106 post-abx 57 NA NA
XAA-454 XAA XA 454 Collinsella_aerofaciens_61484 0 93106 followup 522 NA NA
XAA-454 XAA XA 454 Collinsella_sp_62205 0 93106 followup 555 NA NA
XAA-454 XAA XA 454 Dialister_invisus_61905 0.0127064918009 93106 post-abx 42 NA NA
XAA-454 XAA XA 454 Enterococcus_casseliflavus_56514 0 93106 post-abx 39 NA NA
XAA-454 XAA XA 454 Escherichia_coli_57907 0.000333445981441 93106 followup 652 NA NA
XAA-454 XAA XA 454 Eubacterium_eligens_61678 0.0429648134688 93106 followup 225 NA NA
XAA-454 XAA XA 454 Faecalibacterium_cf_62236 0 93106 speciesNotColonized NA TRUE 623
XAA-454 XAA XA 454 Fusobacterium_nucleatum_57450 0 93106 post-abx 39 NA NA
XAA-454 XAA XA 454 Fusobacterium_nucleatum_57855 0 93106 post-abx 36 NA NA
XAA-454 XAA XA 454 Intestinimonas_butyriciproducens_60001 0 93106 followup 623 NA NA
XAA-454 XAA XA 454 Klebsiella_pneumoniae_54788 0 93106 post-abx 50 NA NA
XAA-454 XAA XA 454 Megasphaera_micronuciformis_62167 5.52636212915e-05 93106 post-abx 37 NA NA
XAA-454 XAA XA 454 Parabacteroides_distasonis_56985 0 93106 speciesNotColonized NA TRUE 590
XAA-454 XAA XA 454 Prevotella_buccae_56058 0 93106 post-abx 39 NA NA
XAA-454 XAA XA 454 Ruminococcus_callidus_61479 0 93106 followup 590 NA NA
XAA-454 XAA XA 454 Ruminococcus_sp_55468 0 93106 speciesNotColonized NA TRUE 623
XAA-454 XAA XA 454 Streptococcus_australis_62469 0 93106 abx 30 NA NA
XAA-454 XAA XA 454 Streptococcus_salivarius_58037 0.000262226860207 93106 followup 623 NA NA
XAA-454 XAA XA 454 Streptococcus_sp_57750 0 93106 abx 30 NA NA
XAA-488 XAA XA 488 Adlercreutzia_equolifaciens_60310 0.00211361566854 24645 followup 555 NA NA
